arrival_time,in_queue_time
10:06:35,00:00:00
10:26:32,00:00:00
10:34:17,00:00:00
10:34:54,00:00:00
10:45:33,00:00:00
10:47:31,00:00:00
10:48:29,00:00:00
10:49:36,00:00:00
10:55:02,00:00:00
10:56:10,00:00:00
10:57:27,00:00:00
10:58:03,00:00:00
10:59:29,00:00:00
11:00:04,00:00:00
11:00:07,00:00:01
11:01:05,00:00:14
11:02:23,00:00:00
11:04:11,00:00:00
11:04:59,00:00:00
11:05:36,00:00:00
11:06:51,00:00:00
11:07:59,00:00:00
11:08:39,00:00:00
11:10:01,00:01:09
11:10:32,00:01:03
11:10:48,00:01:45
11:11:53,00:01:00
11:11:54,00:01:06
11:12:28,00:01:35
11:12:30,00:03:11
11:12:37,00:03:17
11:13:25,00:02:40
11:15:01,00:03:12
11:15:57,00:02:45
11:16:01,00:02:50
11:16:55,00:03:38
11:17:45,00:03:05
11:18:03,00:03:42
11:18:08,00:04:32
11:18:28,00:05:35
11:18:34,00:06:49
11:19:07,00:07:13
11:19:12,00:07:53
11:19:49,00:08:09
11:19:50,00:08:41
11:20:32,00:09:50
11:21:06,00:09:40
11:22:02,00:10:07
11:22:25,00:10:01
11:22:47,00:09:59
11:23:50,00:09:58
11:23:56,00:11:46
11:24:53,00:10:50
11:25:01,00:11:48
11:25:17,00:12:47
11:25:32,N/A
11:25:32,00:12:32
11:25:35,N/A
11:26:35,00:13:15
11:26:40,N/A
11:27:36,00:12:27
11:28:52,00:12:03
11:28:53,00:12:33
11:30:08,N/A
11:30:35,00:12:14
11:30:47,00:13:41
11:30:48,N/A
11:31:34,N/A
11:31:37,N/A
11:32:04,N/A
11:32:06,N/A
11:32:11,00:12:43
11:33:42,00:11:14
11:33:44,00:12:19
11:33:59,00:12:38
11:34:09,N/A
11:34:31,N/A
11:35:29,N/A
11:36:05,00:11:26
11:36:07,00:11:57
11:36:13,N/A
11:36:40,N/A
11:37:19,00:12:28
11:37:29,N/A
11:37:34,N/A
11:38:13,00:11:49
11:38:15,00:12:46
11:39:41,N/A
11:39:52,00:11:58
