time,length
00:00:00,0
10:32:44,1
10:32:44,0
10:47:22,1
10:47:22,0
10:50:56,1
10:50:56,0
10:53:09,1
10:53:09,0
10:57:20,1
10:57:20,0
11:02:17,1
11:02:17,0
11:03:25,1
11:03:25,0
11:03:46,1
11:04:00,2
11:04:02,1
11:04:35,2
11:04:44,3
11:05:40,2
11:05:46,1
11:07:13,0
11:07:29,1
11:08:38,0
11:11:14,1
11:11:14,0
11:12:35,1
11:12:35,0
11:12:39,1
11:13:56,2
11:14:21,1
11:14:22,2
11:14:40,3
11:14:49,4
11:14:57,3
11:16:07,2
11:17:50,1
11:18:00,2
11:18:17,3
11:18:39,4
11:18:51,3
11:19:16,4
11:20:24,5
11:20:34,4
11:20:41,3
11:20:47,4
11:20:59,5
11:21:45,4
11:22:18,3
11:23:08,4
11:23:33,5
11:24:18,6
11:24:52,7
11:24:58,8
11:25:39,9
11:25:52,8
11:26:26,7
11:26:33,8
11:28:29,7
11:28:30,6
11:29:13,7
11:29:36,6
11:29:52,5
11:30:01,6
11:30:29,7
11:31:28,8
11:31:37,7
11:32:14,8
11:32:34,7
11:32:49,8
11:32:52,9
11:33:36,8
11:35:19,9
11:35:23,10
11:35:39,9
11:35:44,10
11:36:10,9
11:38:10,10
11:39:30,9
11:39:35,10
11:41:05,9
11:41:40,8
11:41:59,9
11:42:22,10
11:42:54,9
11:43:13,10
11:44:42,9
11:45:13,10
11:45:15,9
11:45:20,10
11:45:46,9
11:45:48,10
11:47:40,9
11:48:37,10
11:49:13,9
11:49:22,10
11:50:19,9
11:50:23,10
11:50:46,9
11:51:09,10
11:52:31,9
11:54:08,8
11:54:09,9
11:54:14,10
11:55:43,9
11:56:10,10
11:56:46,9
11:57:27,10
11:58:49,9
11:59:46,8
12:01:03,7
12:01:23,8
12:01:52,7
12:02:21,8
12:03:30,7
12:03:45,8
12:04:21,7
12:04:23,8
12:07:15,9
12:08:16,8
12:08:49,7
12:09:54,6
12:11:26,5
12:11:53,4
12:13:11,5
12:13:44,6
12:14:05,5
12:15:17,4
12:16:14,3
12:16:54,4
12:16:59,3
12:18:36,4
12:19:40,3
12:20:27,2
12:21:01,3
12:22:22,2
12:22:51,3
12:24:45,2
12:25:40,1
12:26:54,2
12:27:30,3
12:27:36,2
12:27:38,3
12:29:11,4
12:29:11,3
12:30:23,2
12:30:43,3
12:30:50,4
12:31:00,5
12:31:17,6
12:31:26,5
12:32:13,4
12:33:12,5
12:33:54,4
12:35:31,3
12:35:49,2
12:37:43,3
12:38:57,2
12:39:15,3
12:39:37,2
12:40:30,3
12:41:03,4
12:41:25,5
12:41:50,4
12:42:07,5
12:42:16,4
12:44:43,3
12:45:35,4
12:45:58,3
12:46:16,4
12:46:29,5
12:47:02,4
12:47:25,5
12:47:54,4
12:48:45,3
12:49:43,2
12:50:05,3
12:50:26,4
12:50:57,3
12:51:31,4
12:51:50,3
12:52:03,4
12:53:14,5
12:53:45,4
12:55:17,5
12:55:23,4
12:55:38,3
12:56:04,4
12:57:03,5
12:57:05,4
12:57:23,3
12:58:27,4
12:59:28,3
12:59:29,4
13:00:05,3
13:00:21,2
13:00:23,3
13:01:06,2
13:02:15,3
13:02:50,2
13:03:03,3
13:03:50,4
13:04:08,3
13:05:54,2
13:06:48,3
13:07:23,2
13:07:39,3
13:07:44,2
13:07:47,3
13:07:49,4
13:08:33,5
13:08:34,6
13:08:49,7
13:08:59,8
13:09:29,7
13:09:30,8
13:09:42,9
13:10:29,8
13:11:05,9
13:11:09,10
13:11:24,9
13:11:51,10
