group_id,service_time
3,00:01:55
6,00:02:15
7,00:01:25
9,00:01:33
10,00:02:20
14,00:02:53
17,00:02:22
18,00:03:34
19,00:01:44
23,00:02:44
26,00:02:01
27,00:02:38
28,00:01:59
29,00:05:30
31,00:01:06
32,00:02:34
37,00:03:02
38,00:01:54
41,00:01:04
45,00:06:27
47,00:02:39
55,00:02:03
57,00:03:03
58,00:01:38
63,00:04:48
64,00:00:51
65,00:01:38
67,00:01:32
68,00:03:55
71,00:03:26
76,00:05:05
77,00:02:51
78,00:01:41
79,00:01:50
82,00:02:47
85,00:02:27
87,00:03:48
88,00:02:39
89,00:01:55
91,00:02:48
93,00:02:12
96,00:02:19
97,00:01:43
100,00:02:29
103,00:01:38
104,00:01:42
105,00:00:53
107,00:04:33
108,00:02:23
109,00:01:55
110,00:01:44
113,00:02:21
114,00:01:30
115,00:02:03
116,00:02:20
117,00:02:06
123,00:02:35
130,00:02:00
133,00:01:54
138,00:03:06
140,00:02:34
141,00:03:22
143,00:02:38
146,00:02:52
149,00:01:26
151,00:01:08
154,00:01:03
157,00:02:02
162,00:01:31
163,00:04:08
168,00:02:11
169,00:01:07
173,00:01:53
175,00:02:28
176,00:01:03
181,00:01:58
182,00:01:16
184,00:01:36
190,00:03:40
192,00:02:14
195,00:05:40
196,00:05:12
201,00:03:32
204,00:02:10
207,00:01:28
208,00:01:34
213,00:01:27
214,00:03:01
217,00:02:17
219,00:01:19
221,00:03:41
224,00:01:18
225,00:01:37
228,00:02:21
231,00:01:46
232,00:00:58
233,00:06:47
237,00:01:32
239,00:03:21
240,00:02:29
242,00:01:21
244,00:01:50
245,00:01:46
248,00:01:18
250,00:06:07
253,00:02:02
254,00:05:19
256,00:01:34
258,00:02:03
263,00:01:51
265,00:02:13
266,00:01:31
269,00:04:55
270,00:03:09
271,00:04:37
275,00:02:19
276,00:02:36
280,00:02:52
281,00:02:29
283,00:01:41
285,00:03:40
287,00:03:50
288,00:01:54
289,00:01:54
290,00:02:21
293,00:07:49
295,00:02:48
296,00:01:20
299,00:02:33
301,00:02:45
304,00:03:32
306,00:00:48
307,00:02:02
309,00:03:42
311,00:01:40
314,00:01:49
315,00:02:45
316,00:03:09
319,00:01:29
321,00:04:41
324,00:03:10
325,00:02:03
327,00:03:27
331,00:02:24
333,00:06:44
336,00:02:46
337,00:01:49
