arrival_time,in_queue_time
10:36:12,00:00:00
10:44:32,00:00:00
10:47:45,00:00:00
10:52:16,00:00:00
10:54:23,00:00:00
10:55:56,00:00:00
11:01:14,00:00:00
11:01:50,00:00:00
11:02:15,00:00:07
11:03:03,00:00:58
11:03:13,00:01:36
11:04:16,00:02:02
11:05:32,00:02:03
11:05:41,00:03:06
11:06:37,00:02:50
11:10:01,00:00:26
11:11:26,00:00:00
11:11:37,00:00:24
11:12:50,00:00:00
11:13:48,00:00:08
11:14:15,00:04:51
11:15:31,00:03:57
11:17:01,00:03:20
11:17:05,00:03:49
11:17:08,00:04:46
11:17:54,00:05:24
11:18:09,00:07:12
11:19:46,00:05:55
11:20:16,00:06:15
11:20:54,00:06:44
11:21:27,00:07:15
11:21:44,00:07:35
11:21:47,00:08:42
11:23:06,00:08:35
11:23:34,00:09:52
11:24:00,00:13:15
11:24:23,N/A
11:25:28,00:12:30
11:27:24,00:10:43
11:28:13,00:11:13
11:29:08,00:11:58
11:29:26,00:12:10
11:29:53,00:13:24
11:30:38,00:12:53
11:30:39,N/A
11:31:20,N/A
11:31:42,00:13:58
11:32:30,N/A
11:32:53,N/A
11:33:47,00:13:38
11:34:31,N/A
11:34:46,N/A
11:35:05,N/A
11:35:11,N/A
11:35:43,N/A
11:36:37,N/A
11:37:13,N/A
11:38:26,00:11:02
11:39:01,00:10:50
11:39:35,00:12:00
11:39:38,00:13:36
11:40:07,N/A
11:40:18,N/A
11:40:45,N/A
11:43:04,00:12:19
11:43:54,00:11:59
11:45:54,00:12:53
11:46:25,00:12:31
11:46:28,00:14:04
11:46:34,N/A
11:47:43,00:13:05
11:48:01,N/A
11:48:39,N/A
11:48:57,N/A
11:49:23,N/A
11:50:50,00:13:02
11:51:14,00:12:39
11:51:40,00:13:19
11:52:29,N/A
11:53:18,00:12:43
11:53:27,N/A
11:53:41,N/A
11:54:47,N/A
11:55:32,00:12:45
11:57:01,00:11:30
11:57:15,N/A
12:01:06,00:09:46
12:05:43,00:06:36
12:06:31,00:06:40
12:12:03,00:02:41
12:13:08,00:02:04
12:14:22,00:01:51
12:14:50,00:02:04
12:15:01,00:02:24
12:15:30,00:04:29
12:20:59,00:00:22
12:21:38,00:00:19
12:22:53,00:00:37
12:22:58,00:00:47
12:24:46,00:00:00
12:25:26,00:00:19
12:28:02,00:00:00
12:30:22,00:00:33
12:30:38,00:00:52
12:31:16,00:01:05
12:33:04,00:00:53
12:33:54,00:03:10
12:37:37,00:00:44
12:38:18,00:00:46
12:38:21,00:01:52
12:39:54,00:00:57
12:42:19,00:00:51
12:42:41,00:02:43
12:43:44,00:02:58
12:44:04,00:03:32
12:45:10,00:04:21
12:46:33,00:04:01
12:46:46,00:04:13
12:48:41,00:04:12
12:49:34,00:04:54
12:49:49,00:05:34
12:51:24,00:04:35
12:52:06,00:05:33
12:52:12,00:05:40
12:52:26,00:07:11
12:53:17,00:08:17
12:53:38,00:08:58
12:55:08,00:07:53
12:56:00,00:08:12
12:56:39,00:08:24
12:57:33,00:09:16
12:57:53,00:09:11
12:58:15,00:11:10
12:58:19,00:13:42
12:58:23,N/A
12:58:59,N/A
13:00:01,00:14:53
13:00:31,N/A
13:01:11,N/A
13:02:01,00:13:05
13:02:07,N/A
13:02:09,N/A
13:02:25,N/A
13:03:32,00:14:01
13:06:07,00:11:51
13:06:09,00:13:53
13:06:14,00:13:59
13:06:37,N/A
13:06:49,N/A
13:08:30,00:13:28
13:08:37,00:14:20
13:09:50,00:13:09
13:11:22,N/A
13:12:32,00:13:58
13:12:36,N/A
13:13:44,N/A
13:13:59,N/A
13:14:10,N/A
13:15:15,00:11:20
13:15:34,00:12:34
13:16:10,N/A
13:16:49,N/A
13:16:51,N/A
13:17:09,N/A
13:17:42,00:11:22
13:17:43,N/A
13:18:09,00:11:42
13:18:29,N/A
13:18:40,N/A
13:19:47,N/A
13:19:54,N/A
13:20:02,N/A
13:20:34,00:11:37
13:20:55,00:12:05
13:21:13,N/A
13:21:15,N/A
13:21:23,N/A
13:21:32,N/A
13:21:43,N/A
13:21:43,N/A
13:21:52,N/A
13:22:54,00:11:53
13:23:05,00:13:08
13:23:15,00:15:29
13:23:42,N/A
13:24:57,N/A
13:25:21,N/A
13:26:33,00:12:31
13:27:21,00:12:36
13:27:28,N/A
13:27:34,N/A
13:27:56,N/A
13:28:16,00:11:43
13:29:27,00:12:57
13:29:28,N/A
13:29:44,N/A
13:30:06,00:12:40
13:30:09,N/A
13:30:45,N/A
13:30:47,N/A
13:31:12,N/A
13:32:13,00:11:52
13:32:17,N/A
13:33:28,00:13:07
13:33:51,N/A
13:35:23,00:11:37
13:35:26,N/A
13:35:54,N/A
13:36:57,00:12:45
13:37:24,N/A
13:37:33,N/A
13:38:05,N/A
13:38:36,N/A
13:38:56,00:10:57
13:38:57,N/A
13:39:06,00:13:03
13:39:50,N/A
13:39:51,N/A
13:39:53,N/A
13:40:00,00:12:30
13:40:02,00:13:50
13:40:08,N/A
13:40:16,N/A
13:41:49,N/A
13:42:34,00:11:45
13:43:16,00:11:53
13:43:56,N/A
13:44:28,00:11:20
13:44:41,N/A
13:45:18,N/A
13:47:43,00:11:07
13:48:08,00:10:58
13:48:33,N/A
13:48:41,N/A
13:49:06,N/A
13:49:30,N/A
13:49:42,N/A
13:50:29,00:09:52
13:50:48,N/A
13:50:48,00:10:40
13:52:12,00:09:46
13:52:52,00:10:53
13:54:39,00:09:09
13:54:53,00:10:54
13:55:38,00:10:16
13:56:24,00:09:52
13:56:35,N/A
13:57:35,N/A
13:58:04,N/A
13:58:27,N/A
13:58:49,N/A
13:58:54,00:09:38
14:03:11,00:05:57
14:05:12,00:05:17
14:05:37,00:05:18
14:05:39,00:06:08
14:05:42,00:07:10
14:07:00,00:05:55
14:07:11,00:08:23
14:07:23,00:09:18
14:07:24,00:10:47
14:13:38,00:05:01
14:17:29,00:02:45
14:18:01,00:02:37
14:18:36,00:02:53
14:19:34,00:02:28
14:20:58,00:01:13
14:23:32,00:00:00
14:28:21,00:00:00
14:32:14,00:00:00
14:33:04,00:00:00
14:34:53,00:01:19
14:39:54,00:00:00
14:40:40,00:00:00
14:47:36,00:00:00
14:49:23,00:00:00
14:50:52,00:00:00
14:55:56,00:00:00
14:56:13,00:00:00
14:57:41,00:00:00
15:03:16,00:00:00
15:05:35,00:00:00
15:05:53,00:00:00
15:07:39,00:00:05
15:10:33,00:00:00
15:11:21,00:00:15
15:12:52,00:00:00
15:14:56,00:00:00
15:15:47,00:00:46
15:17:03,00:01:27
15:18:52,00:00:00
15:19:53,00:00:00
15:20:24,00:00:08
15:23:58,00:00:00
15:24:15,00:00:00
