time,length
00:00:00,0
10:05:22,1
10:05:22,0
10:36:30,1
10:36:30,0
10:45:30,1
10:45:30,0
10:46:00,1
10:46:00,0
10:46:19,1
10:46:19,0
10:46:40,1
10:46:40,0
10:53:25,1
10:53:25,0
10:56:19,1
10:56:19,0
10:56:59,1
10:56:59,0
10:59:54,1
10:59:54,0
11:00:53,1
11:00:53,0
11:01:04,1
11:01:04,0
11:03:32,1
11:03:32,0
11:04:02,1
11:04:02,0
11:04:05,1
11:04:14,0
11:06:01,1
11:06:01,0
11:06:13,1
11:06:13,0
11:06:46,1
11:06:46,0
11:09:38,1
11:09:38,0
11:10:25,1
11:10:25,0
11:11:28,1
11:11:28,0
11:12:18,1
11:12:18,0
11:13:40,1
11:13:40,0
11:15:46,1
11:15:46,0
11:15:57,1
11:15:57,0
11:16:30,1
11:16:30,0
11:16:32,1
11:16:44,2
11:18:22,1
11:18:49,2
11:19:00,3
11:19:11,2
11:19:30,3
11:20:26,4
11:20:27,3
11:20:41,4
11:20:48,5
11:21:17,6
11:21:30,7
11:21:32,8
11:21:33,7
11:22:32,6
11:24:07,5
11:24:22,6
11:24:27,5
11:24:28,6
11:24:59,5
11:25:08,4
11:25:26,5
11:25:38,6
11:25:57,7
11:26:16,6
11:27:19,7
11:27:59,6
11:28:17,7
11:28:52,8
11:29:16,7
11:29:24,8
11:29:43,9
11:29:55,10
11:30:09,11
11:30:39,10
11:30:49,11
11:30:56,10
11:31:36,9
11:31:39,10
11:31:50,9
11:32:10,8
11:32:17,9
11:32:19,8
11:32:28,9
11:33:25,8
11:34:02,9
11:34:23,8
11:34:30,9
11:34:32,10
11:35:15,11
11:35:30,12
11:35:42,13
11:35:46,12
11:35:51,13
11:36:30,12
11:36:38,11
11:36:43,10
11:36:46,11
11:37:22,10
11:37:32,11
11:38:20,12
11:39:08,13
11:39:09,14
11:39:32,15
11:39:56,16
11:40:07,15
11:40:12,16
11:40:24,15
11:40:40,14
11:40:45,15
11:41:08,14
11:41:28,15
11:42:47,16
11:43:13,17
11:43:17,18
11:43:17,17
11:43:22,16
11:43:58,15
11:44:03,16
11:44:03,15
11:44:17,16
11:44:40,17
11:45:13,18
11:45:30,19
11:45:49,18
11:45:52,19
11:45:56,18
11:46:11,19
11:46:15,20
11:48:19,19
11:48:21,20
11:48:45,19
11:49:06,18
11:50:39,19
11:50:40,20
11:51:18,19
11:51:21,18
11:51:23,17
11:51:34,18
11:53:01,17
11:54:39,18
11:54:43,19
11:54:54,18
11:56:39,17
11:56:55,18
11:57:24,17
11:57:42,16
11:57:54,15
11:58:10,16
11:58:36,17
11:58:59,16
11:59:24,15
11:59:41,14
11:59:44,13
11:59:49,14
12:00:50,13
12:01:18,14
12:01:31,15
12:01:41,14
12:02:31,13
12:02:35,14
12:02:43,15
12:02:49,14
12:03:29,13
12:03:34,14
12:03:37,13
12:03:53,12
12:04:53,13
12:04:55,14
12:06:27,13
12:06:45,12
12:07:01,11
12:07:39,10
12:07:41,9
12:08:34,8
12:08:38,7
12:08:59,6
12:09:55,7
12:11:01,6
12:11:32,7
12:11:35,6
12:11:56,5
12:12:23,4
12:12:35,5
12:12:51,4
12:13:46,5
12:14:35,4
12:14:37,3
12:15:24,4
12:15:43,5
12:16:36,6
12:16:58,5
12:17:16,4
12:17:52,3
12:19:04,2
12:19:10,1
12:20:28,0
12:21:19,1
12:21:19,0
12:23:00,1
12:23:00,0
12:23:09,1
12:23:09,0
12:23:29,1
12:24:31,0
12:27:39,1
12:27:39,0
12:28:11,1
12:28:11,0
12:30:31,1
12:30:31,0
12:34:11,1
12:34:11,0
12:34:38,1
12:34:38,0
12:36:16,1
12:36:16,0
12:38:34,1
12:38:34,2
12:38:34,1
12:38:34,0
12:39:42,1
12:39:42,0
12:43:40,1
12:43:40,0
12:44:03,1
12:44:03,0
12:45:07,1
12:45:07,0
12:45:14,1
12:45:14,0
12:45:34,1
12:45:34,0
12:45:44,1
12:45:56,2
12:46:13,1
12:46:14,0
12:46:37,1
12:47:36,0
12:48:27,1
12:48:27,0
12:50:11,1
12:50:11,0
12:51:17,1
12:51:17,0
12:51:42,1
12:51:42,0
12:52:10,1
12:52:10,0
12:53:02,1
12:53:02,0
12:53:32,1
12:53:56,2
12:54:27,1
12:55:26,2
12:55:26,1
12:55:31,0
12:56:05,1
12:56:10,2
12:56:18,1
12:56:26,0
12:56:40,1
12:57:00,2
12:58:01,1
12:58:04,0
13:00:33,1
13:00:33,0
13:01:29,1
13:01:29,0
13:02:08,1
13:02:08,0
13:02:36,1
13:02:36,0
