group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:20 - 10:30,10:29:06,00:00:00,10:29:06,00:05:03,00:05:03,h1
2,2,Served,10:30 - 10:40,10:30:05,00:00:00,10:30:05,00:05:32,00:05:32,h2
3,4,Served,10:40 - 10:50,10:47:20,00:00:00,10:47:20,00:04:06,00:04:06,h1
4,4,Served,10:50 - 11:00,10:53:45,00:00:00,10:53:45,00:03:34,00:03:34,h1
5,2,Served,10:50 - 11:00,10:56:35,00:00:00,10:56:35,00:03:02,00:03:02,h2
6,5,Served,10:50 - 11:00,10:53:57,00:00:00,10:53:57,00:02:13,00:02:13,h2
7,3,Served,11:00 - 11:10,11:07:48,00:00:00,11:07:48,00:04:24,00:04:24,h1
8,2,Served,11:00 - 11:10,11:05:33,00:00:00,11:05:33,00:01:56,00:01:56,h1
9,3,Served,11:00 - 11:10,11:06:35,00:00:00,11:06:35,00:09:39,00:09:39,k1
10,2,Served,11:00 - 11:10,11:02:59,00:00:00,11:02:59,00:00:57,00:00:57,h1
11,4,Served,11:00 - 11:10,11:03:07,00:00:00,11:03:07,00:05:30,00:05:30,h2
12,2,Served,11:00 - 11:10,11:05:37,00:00:00,11:05:37,00:00:43,00:00:43,k1
13,4,Served,11:00 - 11:10,11:07:10,00:00:00,11:07:10,00:08:34,00:08:34,k2
14,2,Served,11:10 - 11:20,11:19:45,00:00:00,11:19:45,00:03:16,00:03:16,k2
15,2,Served,11:10 - 11:20,11:15:13,00:00:31,11:15:44,00:02:08,00:02:39,k2
16,2,Served,11:10 - 11:20,11:13:40,00:01:01,11:14:41,00:02:08,00:03:09,h1
17,4,Served,11:10 - 11:20,11:18:55,00:00:00,11:18:55,00:02:47,00:02:47,k1
18,2,Served,11:10 - 11:20,11:10:40,00:00:00,11:10:40,00:02:02,00:02:02,h2
19,2,Served,11:10 - 11:20,11:11:08,00:01:04,11:12:12,00:02:29,00:03:33,h1
20,4,Served,11:10 - 11:20,11:15:47,00:01:02,11:16:49,00:04:00,00:05:02,h1
21,3,Served,11:10 - 11:20,11:12:37,00:00:05,11:12:42,00:01:43,00:01:48,h2
22,1,Served,11:10 - 11:20,11:12:56,00:01:29,11:14:25,00:02:50,00:04:19,h2
23,3,Served,11:10 - 11:20,11:18:32,00:00:00,11:18:32,00:02:00,00:02:00,h2
24,4,Served,11:10 - 11:20,11:15:46,00:00:28,11:16:14,00:00:46,00:01:14,k1
25,2,Served,11:20 - 11:30,11:20:57,00:00:00,11:20:57,00:03:15,00:03:15,h1
26,3,Served,11:20 - 11:30,11:26:20,00:00:00,11:26:20,00:02:05,00:02:05,h2
27,5,Served,11:20 - 11:30,11:29:30,00:02:04,11:31:34,00:02:41,00:04:45,h1
28,2,Served,11:20 - 11:30,11:29:17,00:01:56,11:31:13,00:01:43,00:03:39,k2
29,3,Served,11:20 - 11:30,11:25:50,00:00:00,11:25:50,00:01:35,00:01:35,h1
30,4,Served,11:20 - 11:30,11:27:53,00:00:32,11:28:25,00:02:04,00:02:36,h2
31,1,Served,11:20 - 11:30,11:28:20,00:00:31,11:28:51,00:02:43,00:03:14,h1
32,1,Served,11:20 - 11:30,11:22:36,00:00:00,11:22:36,00:11:10,00:11:10,k1
33,3,Served,11:20 - 11:30,11:26:55,00:00:00,11:26:55,00:01:55,00:01:55,k2
34,1,Served,11:20 - 11:30,11:22:49,00:00:12,11:23:01,00:02:44,00:02:56,k2
35,2,Served,11:20 - 11:30,11:28:22,00:02:07,11:30:29,00:03:17,00:05:24,h2
36,2,Served,11:20 - 11:30,11:28:16,00:00:34,11:28:50,00:02:23,00:02:57,k2
37,1,Served,11:20 - 11:30,11:24:09,00:00:03,11:24:12,00:01:22,00:01:25,h1
38,1,Served,11:20 - 11:30,11:21:12,00:00:00,11:21:12,00:04:25,00:04:25,h2
39,5,Served,11:20 - 11:30,11:27:39,00:00:00,11:27:39,00:01:12,00:01:12,h1
40,2,Served,11:30 - 11:40,11:37:41,00:02:55,11:40:36,00:01:34,00:04:29,k2
41,3,Served,11:30 - 11:40,11:35:52,00:03:37,11:39:29,00:01:15,00:04:52,h1
42,4,Served,11:30 - 11:40,11:34:44,00:02:04,11:36:48,00:02:20,00:04:24,k2
43,4,Served,11:30 - 11:40,11:31:52,00:01:54,11:33:46,00:02:03,00:03:57,k1
44,2,Served,11:30 - 11:40,11:38:04,00:02:40,11:40:44,00:02:32,00:05:12,h1
45,2,Served,11:30 - 11:40,11:32:21,00:03:28,11:35:49,00:06:21,00:09:49,k1
