arrival_time,in_queue_time
10:05:34,00:00:00
10:33:05,00:00:00
10:40:24,00:00:00
10:42:29,00:00:00
10:52:01,00:00:00
10:52:33,00:00:00
10:53:58,00:00:00
10:54:01,00:00:00
11:01:12,00:00:00
11:04:28,00:00:00
11:05:22,00:00:00
11:06:19,00:00:00
11:06:29,00:00:00
11:07:31,00:00:00
11:08:26,00:00:00
11:08:36,00:00:00
11:09:56,00:00:00
11:09:58,00:00:41
11:10:25,00:01:16
11:10:34,00:01:24
11:10:50,00:02:16
11:11:47,00:01:40
11:12:19,00:01:15
11:12:46,00:01:58
11:13:26,00:01:35
11:16:14,00:00:00
11:16:20,00:00:00
11:18:36,00:00:00
11:19:04,00:00:00
11:19:07,00:00:00
11:19:35,00:00:31
11:20:46,00:00:00
11:20:58,00:00:00
11:21:02,00:00:00
11:21:51,00:00:09
11:21:55,00:00:18
11:22:06,00:01:04
11:22:15,00:01:26
11:23:46,00:01:23
11:24:11,00:01:04
11:24:47,00:00:44
11:25:31,00:00:56
11:27:49,00:00:00
11:28:10,00:00:00
11:29:06,00:00:00
11:29:50,00:00:00
11:30:23,00:00:00
11:31:06,00:00:00
11:31:34,00:00:00
11:31:43,00:00:40
11:31:56,00:00:34
11:33:00,00:00:00
11:33:21,00:00:00
11:35:24,00:00:00
11:35:32,00:00:00
11:35:56,00:00:00
11:37:19,00:00:00
11:38:47,00:00:00
11:39:56,00:00:00
11:40:55,00:00:00
11:41:30,00:00:00
11:41:43,00:00:00
11:42:06,00:00:00
11:42:29,00:00:13
11:43:24,00:00:00
11:43:30,00:00:00
11:43:49,00:00:00
11:46:29,00:00:00
11:46:48,00:00:00
11:47:33,00:00:00
11:48:52,00:00:00
11:49:05,00:00:00
11:50:03,00:00:00
11:52:57,00:00:00
11:54:10,00:00:00
11:55:02,00:00:00
11:55:27,00:00:00
11:55:39,00:00:00
11:55:58,00:00:05
11:56:14,00:00:00
11:56:52,00:00:00
11:57:07,00:01:15
11:58:26,00:00:36
11:59:59,00:00:00
12:00:09,00:00:21
12:02:05,00:00:00
12:02:31,00:00:00
12:03:45,00:00:00
12:05:19,00:00:00
12:08:07,00:00:00
12:13:22,00:00:00
12:15:36,00:00:00
12:15:55,00:00:00
12:16:19,00:00:00
12:16:44,00:00:00
12:17:08,00:00:00
12:21:36,00:00:00
12:21:55,00:00:00
12:22:29,00:00:00
12:23:06,00:00:00
12:23:22,00:00:42
12:25:47,00:00:00
12:26:36,00:00:00
12:31:41,00:00:00
12:32:41,00:00:00
12:35:06,00:00:00
12:36:19,00:00:00
12:36:44,00:00:00
12:38:37,00:00:00
12:39:48,00:00:00
12:40:47,00:00:00
12:40:54,00:00:00
12:41:17,00:00:00
12:41:50,00:00:00
12:42:21,00:00:00
12:43:37,00:00:00
12:44:18,00:00:00
12:44:27,00:00:00
12:45:52,00:00:00
12:48:25,00:00:00
12:50:23,00:00:00
12:50:35,00:00:00
12:51:42,00:00:00
12:52:15,00:00:00
12:52:43,00:00:00
12:52:50,00:00:08
12:54:31,00:00:00
12:56:07,00:00:00
12:56:25,00:00:00
12:56:48,00:00:00
12:58:05,00:00:00
