group_id,service_time
8,00:01:58
9,00:05:11
13,00:02:35
26,00:03:53
37,00:03:02
41,00:01:51
43,00:01:15
45,00:03:09
47,00:01:50
55,00:01:50
63,00:03:37
66,00:02:20
73,00:04:00
78,00:04:30
82,00:08:04
94,00:01:04
99,00:03:46
107,00:01:22
111,00:02:20
115,00:03:09
124,00:01:33
125,00:03:27
129,00:03:43
137,00:02:05
138,00:01:28
141,00:00:49
145,00:02:03
149,00:02:24
156,00:04:21
157,00:02:26
158,00:03:22
168,00:03:12
169,00:02:11
172,00:02:20
175,00:02:34
183,00:01:21
187,00:03:25
188,00:02:50
190,00:01:14
197,00:06:49
207,00:01:01
208,00:04:07
218,00:05:18
223,00:02:31
226,00:06:16
239,00:02:45
245,00:06:28
248,00:02:47
251,00:01:15
257,00:02:40
261,00:05:40
269,00:02:03
272,00:02:04
273,00:02:33
280,00:01:52
283,00:01:54
289,00:01:34
293,00:01:37
294,00:03:06
297,00:00:48
304,00:05:12
317,00:03:49
318,00:01:55
331,00:05:37
332,00:02:00
334,00:01:12
339,00:06:00
347,00:04:50
348,00:02:06
349,00:02:21
361,00:04:24
362,00:02:22
365,00:00:31
372,00:03:02
376,00:02:00
383,00:01:02
389,00:01:28
397,00:01:05
404,00:05:43
405,00:01:58
417,00:02:39
427,00:03:32
428,00:01:14
434,00:04:42
436,00:10:59
440,00:01:40
448,00:02:57
