arrival_time,wait_time
10:05:34,00:01:27
10:33:05,00:02:06
10:40:24,00:02:16
10:42:29,00:00:55
10:52:01,00:01:31
10:52:33,00:03:21
10:53:58,00:02:18
10:54:01,00:01:58
11:01:12,00:01:53
11:04:28,00:02:10
11:05:22,00:01:09
11:06:19,00:02:35
11:06:29,00:05:29
11:07:31,00:03:08
11:08:26,00:03:15
11:08:36,00:07:19
11:09:56,00:05:11
11:09:58,00:03:08
11:10:25,00:03:02
11:10:34,00:03:00
11:10:50,00:04:11
11:11:47,00:02:57
11:12:19,00:04:06
11:12:46,00:03:42
11:13:26,00:04:21
11:16:14,00:03:53
11:16:20,00:03:46
11:18:36,00:01:30
11:19:04,00:01:36
11:19:07,00:13:16
11:19:35,00:04:06
11:20:46,00:01:14
11:20:58,00:01:15
11:21:02,00:02:08
11:21:51,00:03:40
11:21:55,00:03:20
11:22:06,00:03:03
11:22:15,00:04:12
11:23:46,00:04:03
11:24:11,00:02:55
11:24:47,00:01:59
11:25:31,00:02:34
11:27:49,00:00:50
11:28:10,00:02:27
11:29:06,00:01:38
11:29:50,00:03:09
11:30:23,00:02:07
11:31:06,00:03:38
11:31:34,00:01:13
11:31:43,00:03:04
11:31:56,00:05:22
11:33:00,00:04:44
11:33:21,00:01:50
11:35:24,00:00:58
11:35:32,00:01:50
11:35:56,00:01:29
11:37:19,00:01:25
11:38:47,00:02:00
11:39:56,00:03:03
11:40:55,00:02:40
11:41:30,00:03:37
11:41:43,00:00:59
11:42:06,00:01:19
11:42:29,00:04:52
11:43:24,00:02:59
11:43:30,00:01:52
11:43:49,00:02:11
11:46:29,00:01:42
11:46:48,00:01:41
11:47:33,00:02:20
11:48:52,00:02:35
11:49:05,00:04:26
11:50:03,00:04:30
11:52:57,00:03:16
11:54:10,00:02:23
11:55:02,00:04:00
11:55:27,00:00:36
11:55:39,00:03:44
11:55:58,00:04:32
11:56:14,00:02:08
11:56:52,00:04:54
11:57:07,00:04:35
11:58:26,00:08:40
11:59:59,00:03:13
12:00:09,00:04:05
12:02:05,00:02:09
12:02:31,00:03:44
12:03:45,00:02:10
12:05:19,00:02:27
12:08:07,00:04:19
12:13:22,00:01:56
12:15:36,00:03:57
12:15:55,00:01:50
12:16:19,00:01:04
12:16:44,00:03:38
12:17:08,00:11:54
12:21:36,00:02:28
12:21:55,00:02:55
12:22:29,00:03:46
12:23:06,00:03:36
12:23:22,00:01:25
12:25:47,00:04:46
