group_id,service_time
1,00:01:43
2,00:03:24
5,00:01:14
7,00:04:01
9,00:04:05
15,00:01:21
16,00:02:40
23,00:02:09
24,00:02:50
26,00:02:08
27,00:01:43
28,00:02:11
32,00:03:01
37,00:03:46
49,00:04:26
55,00:07:52
57,00:01:28
58,00:03:13
63,00:02:34
65,00:01:15
66,00:00:49
74,00:01:55
78,00:02:01
79,00:03:23
87,00:05:05
97,00:03:58
104,00:00:46
115,00:01:37
116,00:01:38
117,00:01:57
118,00:03:42
119,00:01:40
121,00:02:44
123,00:01:31
126,00:02:50
127,00:01:54
128,00:02:07
132,00:01:55
138,00:03:37
139,00:01:32
142,00:02:23
149,00:04:27
151,00:02:45
158,00:01:56
162,00:02:33
163,00:01:42
164,00:00:58
173,00:04:02
175,00:01:23
177,00:04:05
182,00:03:50
187,00:03:31
189,00:02:34
190,00:04:26
198,00:01:26
199,00:03:21
206,00:01:32
216,00:00:57
221,00:01:17
224,00:06:46
231,00:03:34
233,00:02:31
238,00:01:58
253,00:02:30
256,00:01:57
258,00:02:01
266,00:01:13
286,00:05:36
287,00:01:57
303,00:01:16
321,00:03:07
331,00:03:34
332,00:02:28
336,00:01:21
341,00:01:57
345,00:08:36
357,00:02:20
362,00:03:52
367,00:03:37
369,00:02:30
371,00:00:49
378,00:05:05
382,00:02:07
387,00:02:52
389,00:01:42
392,00:02:38
395,00:02:56
396,00:03:04
400,00:01:30
401,00:03:00
405,00:03:29
407,00:00:52
408,00:03:10
409,00:01:54
417,00:01:45
419,00:01:05
426,00:04:19
428,00:03:19
429,00:04:30
430,00:03:30
432,00:02:16
433,00:01:30
437,00:01:53
444,00:05:07
446,00:02:59
452,00:02:19
455,00:01:27
460,00:02:30
466,00:02:32
467,00:04:56
471,00:02:40
483,00:03:18
485,00:02:09
486,00:02:16
490,00:01:11
494,00:02:05
495,00:01:27
500,00:04:09
502,00:03:11
503,00:02:41
511,00:03:21
513,00:01:22
517,00:02:50
521,00:03:18
525,00:03:08
527,00:00:56
528,00:05:13
540,00:01:47
541,00:03:26
542,00:01:54
545,00:01:47
547,00:01:16
552,00:03:39
555,00:00:55
560,00:00:39
564,00:01:37
566,00:04:42
567,00:01:17
573,00:03:19
575,00:01:55
578,00:07:54
579,00:01:31
583,00:03:31
586,00:02:08
594,00:05:12
603,00:02:46
605,00:01:48
606,00:01:32
608,00:02:11
614,00:02:39
619,00:04:33
624,00:01:57
626,00:01:44
627,00:02:43
628,00:00:49
630,00:03:25
632,00:02:40
633,00:03:35
635,00:01:47
