group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,3,Served,10:30 - 10:40,10:37:42,00:00:00,10:37:42,00:01:43,00:01:43,h1
2,2,Served,10:40 - 10:50,10:46:19,00:00:00,10:46:19,00:03:24,00:03:24,h1
3,1,Served,10:40 - 10:50,10:49:33,00:00:00,10:49:33,00:01:47,00:01:47,h2
4,1,Served,10:50 - 11:00,10:57:07,00:00:19,10:57:26,00:01:59,00:02:18,k2
5,1,Served,10:50 - 11:00,10:51:28,00:00:00,10:51:28,00:01:14,00:01:14,h1
6,1,Served,10:50 - 11:00,10:54:46,00:00:00,10:54:46,00:02:40,00:02:40,k2
7,1,Served,10:50 - 11:00,10:57:09,00:00:31,10:57:40,00:04:01,00:04:32,h1
8,1,Served,10:50 - 11:00,10:54:32,00:00:00,10:54:32,00:04:23,00:04:23,k1
9,1,Served,10:50 - 11:00,10:53:35,00:00:00,10:53:35,00:04:05,00:04:05,h1
10,1,Served,10:50 - 11:00,10:59:02,00:00:00,10:59:02,00:08:35,00:08:35,k1
11,1,Served,10:50 - 11:00,10:51:44,00:00:00,10:51:44,00:03:12,00:03:12,h2
12,1,Served,10:50 - 11:00,10:55:11,00:00:00,10:55:11,00:04:28,00:04:28,h2
13,2,Served,11:00 - 11:10,11:06:11,00:00:46,11:06:57,00:01:15,00:02:01,h2
14,4,Served,11:00 - 11:10,11:07:57,00:01:14,11:09:11,00:02:03,00:03:17,k2
15,1,Served,11:00 - 11:10,11:09:35,00:00:27,11:10:02,00:01:21,00:01:48,h1
16,1,Served,11:00 - 11:10,11:05:13,00:00:00,11:05:13,00:02:40,00:02:40,h1
17,3,Served,11:00 - 11:10,11:09:50,00:00:30,11:10:20,00:03:09,00:03:39,k1
18,2,Served,11:00 - 11:10,11:07:25,00:00:47,11:08:12,00:04:26,00:05:13,h2
19,1,Served,11:00 - 11:10,11:00:55,00:00:00,11:00:55,00:03:47,00:03:47,h2
20,1,Served,11:00 - 11:10,11:06:32,00:01:05,11:07:37,00:02:43,00:03:48,k1
21,2,Served,11:00 - 11:10,11:06:07,00:00:00,11:06:07,00:03:04,00:03:04,k2
22,1,Served,11:00 - 11:10,11:05:33,00:00:00,11:05:33,00:01:24,00:01:24,h2
23,2,Served,11:00 - 11:10,11:07:05,00:00:48,11:07:53,00:02:09,00:02:57,h1
24,1,Served,11:10 - 11:20,11:12:02,00:01:04,11:13:06,00:02:50,00:03:54,h1
25,1,Served,11:10 - 11:20,11:16:40,00:06:29,11:23:09,00:03:52,00:10:21,k2
26,1,Served,11:10 - 11:20,11:19:53,00:05:01,11:24:54,00:02:08,00:07:09,h1
27,1,Served,11:10 - 11:20,11:10:01,00:01:22,11:11:23,00:01:43,00:03:05,h1
28,1,Served,11:10 - 11:20,11:16:32,00:06:11,11:22:43,00:02:11,00:08:22,h1
29,2,Served,11:10 - 11:20,11:11:12,00:01:26,11:12:38,00:02:25,00:03:51,h2
30,3,Served,11:10 - 11:20,11:12:54,00:02:09,11:15:03,00:02:47,00:04:56,h2
31,1,Served,11:10 - 11:20,11:15:35,00:02:15,11:17:50,00:01:26,00:03:41,h2
32,4,Served,11:10 - 11:20,11:13:35,00:02:21,11:15:56,00:03:01,00:05:22,h1
33,1,Served,11:10 - 11:20,11:12:29,00:01:00,11:13:29,00:02:52,00:03:52,k1
34,1,Served,11:10 - 11:20,11:16:28,00:05:13,11:21:41,00:04:58,00:10:11,h2
35,2,Served,11:10 - 11:20,11:18:21,00:05:46,11:24:07,00:04:19,00:10:05,k1
36,2,Served,11:10 - 11:20,11:13:53,00:02:28,11:16:21,00:01:23,00:03:51,k1
37,1,Served,11:10 - 11:20,11:15:58,00:02:59,11:18:57,00:03:46,00:06:45,h1
38,1,Served,11:10 - 11:20,11:16:17,00:03:24,11:19:41,00:03:28,00:06:52,k2
39,1,Served,11:10 - 11:20,11:14:14,00:03:30,11:17:44,00:06:23,00:09:53,k1
40,2,Served,11:10 - 11:20,11:10:00,00:01:14,11:11:14,00:08:27,00:09:41,k2
41,2,Served,11:10 - 11:20,11:16:11,00:03:05,11:19:16,00:02:25,00:05:30,h2
42,1,Served,11:20 - 11:30,11:21:59,00:08:07,11:30:06,00:02:28,00:10:35,h2
43,1,Served,11:20 - 11:30,11:22:26,00:08:08,11:30:34,00:04:19,00:12:27,k2
44,1,Served,11:20 - 11:30,11:29:37,00:08:22,11:37:59,00:05:54,00:14:16,k2
45,4,Served,11:20 - 11:30,11:20:56,00:05:43,11:26:39,00:03:27,00:09:10,h2
46,2,Served,11:20 - 11:30,11:26:21,00:09:59,11:36:20,00:01:38,00:11:37,h2
47,2,Served,11:20 - 11:30,11:23:38,00:08:56,11:32:34,00:03:46,00:12:42,h2
48,1,Served,11:20 - 11:30,11:28:25,00:09:33,11:37:58,00:01:45,00:11:18,h2
49,1,Served,11:20 - 11:30,11:21:04,00:05:58,11:27:02,00:04:26,00:10:24,h1
50,1,Served,11:20 - 11:30,11:20:57,00:06:04,11:27:01,00:03:33,00:09:37,k2
51,2,Served,11:20 - 11:30,11:24:42,00:09:52,11:34:34,00:02:47,00:12:39,k1
