group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,2,Served,10:40 - 10:50,10:46:01,00:00:00,10:46:01,00:04:08,00:04:08,h1
2,2,Served,10:40 - 10:50,10:40:57,00:00:00,10:40:57,00:01:29,00:01:29,h1
3,3,Served,10:50 - 11:00,10:56:41,00:00:00,10:56:41,00:02:13,00:02:13,k2
4,2,Served,10:50 - 11:00,10:59:19,00:00:00,10:59:19,00:01:02,00:01:02,h1
5,1,Served,10:50 - 11:00,10:59:27,00:00:00,10:59:27,00:03:06,00:03:06,k1
6,2,Served,10:50 - 11:00,10:53:42,00:00:00,10:53:42,00:03:41,00:03:41,h1
7,1,Served,10:50 - 11:00,10:53:50,00:00:00,10:53:50,00:04:51,00:04:51,k1
8,3,Served,11:00 - 11:10,11:08:01,00:00:59,11:09:00,00:02:32,00:03:31,h1
9,3,Served,11:00 - 11:10,11:07:19,00:00:00,11:07:19,00:05:27,00:05:27,k1
10,1,Served,11:00 - 11:10,11:07:09,00:00:00,11:07:09,00:01:51,00:01:51,h1
11,1,Served,11:00 - 11:10,11:03:03,00:00:00,11:03:03,00:01:41,00:01:41,h1
12,2,Served,11:00 - 11:10,11:07:20,00:00:00,11:07:20,00:02:36,00:02:36,k2
13,5,Served,11:00 - 11:10,11:08:37,00:02:55,11:11:32,00:02:24,00:05:19,h1
14,3,Served,11:00 - 11:10,11:08:02,00:01:54,11:09:56,00:02:07,00:04:01,k2
15,2,Served,11:10 - 11:20,11:17:01,00:02:53,11:19:54,00:03:08,00:06:01,k1
16,4,Served,11:10 - 11:20,11:10:47,00:01:59,11:12:46,00:00:40,00:02:39,k1
17,2,Served,11:10 - 11:20,11:11:43,00:02:13,11:13:56,00:08:32,00:10:45,h1
18,3,Served,11:10 - 11:20,11:15:59,00:03:15,11:19:14,00:03:41,00:06:56,k2
19,3,Served,11:10 - 11:20,11:14:25,00:03:38,11:18:03,00:01:11,00:04:49,k2
20,4,Served,11:10 - 11:20,11:11:53,00:03:08,11:15:01,00:04:53,00:08:01,k1
21,4,Served,11:10 - 11:20,11:11:30,00:01:56,11:13:26,00:01:35,00:03:31,k1
22,2,Served,11:10 - 11:20,11:19:00,00:03:28,11:22:28,00:02:12,00:05:40,h1
23,2,Served,11:10 - 11:20,11:10:07,00:01:56,11:12:03,00:03:53,00:05:49,k2
24,2,Served,11:10 - 11:20,11:13:55,00:02:01,11:15:56,00:02:07,00:04:08,k2
25,5,Served,11:20 - 11:30,11:20:59,00:03:41,11:24:40,00:01:44,00:05:25,h1
26,2,Served,11:20 - 11:30,11:28:11,00:03:51,11:32:02,00:01:52,00:05:43,k2
27,4,Served,11:20 - 11:30,11:21:15,00:04:09,11:25:24,00:02:20,00:06:29,k1
28,2,Served,11:20 - 11:30,11:29:07,00:03:02,11:32:09,00:01:37,00:04:39,h1
29,1,Served,11:20 - 11:30,11:26:37,00:01:41,11:28:18,00:01:52,00:03:33,h1
30,4,Served,11:20 - 11:30,11:20:11,00:02:51,11:23:02,00:02:22,00:05:13,k1
31,3,Served,11:20 - 11:30,11:27:32,00:02:38,11:30:10,00:01:59,00:04:37,h1
32,3,Served,11:20 - 11:30,11:20:06,00:02:49,11:22:55,00:02:58,00:05:47,k2
33,2,Served,11:20 - 11:30,11:26:17,00:01:27,11:27:44,00:01:53,00:03:20,k1
34,3,Served,11:20 - 11:30,11:27:24,00:02:13,11:29:37,00:07:52,00:10:05,k1
35,2,Served,11:20 - 11:30,11:23:38,00:02:46,11:26:24,00:01:54,00:04:40,h1
36,4,Served,11:20 - 11:30,11:22:36,00:03:17,11:25:53,00:06:09,00:09:26,k2
37,5,Served,11:30 - 11:40,11:38:38,00:10:04,11:48:42,00:05:19,00:15:23,k2
38,1,Served,11:30 - 11:40,11:35:51,00:06:59,11:42:50,00:02:16,00:09:15,h1
39,2,Served,11:30 - 11:40,11:34:43,00:06:45,11:41:28,00:01:22,00:08:07,h1
40,2,Served,11:30 - 11:40,11:34:35,00:04:59,11:39:34,00:01:54,00:06:53,h1
41,1,Served,11:30 - 11:40,11:37:04,00:06:55,11:43:59,00:01:22,00:08:17,k2
42,1,Served,11:30 - 11:40,11:38:08,00:08:56,11:47:04,00:04:29,00:13:25,h1
43,1,Served,11:30 - 11:40,11:39:43,00:11:50,11:51:33,00:00:59,00:12:49,h1
44,1,Served,11:30 - 11:40,11:34:49,00:06:54,11:41:43,00:09:05,00:15:59,k1
45,1,Served,11:30 - 11:40,11:30:30,00:03:16,11:33:46,00:01:49,00:05:05,h1
46,1,Served,11:30 - 11:40,11:37:44,00:07:22,11:45:06,00:01:58,00:09:20,h1
47,2,Served,11:30 - 11:40,11:31:56,00:03:39,11:35:35,00:03:59,00:07:38,h1
48,4,Served,11:30 - 11:40,11:34:16,00:03:39,11:37:55,00:06:04,00:09:43,k2
49,2,Served,11:30 - 11:40,11:38:05,00:07:16,11:45:21,00:03:21,00:10:37,k2
50,4,Served,11:30 - 11:40,11:39:20,00:11:28,11:50:48,00:02:53,00:14:21,k1
51,5,Served,11:30 - 11:40,11:34:36,00:05:38,11:40:14,00:01:29,00:07:07,k1
52,5,Served,11:30 - 11:40,11:34:07,00:03:22,11:37:29,00:02:45,00:06:07,k1
53,2,Served,11:30 - 11:40,11:30:44,00:03:10,11:33:54,00:04:01,00:07:11,k2
54,2,Rejected,11:40 - 11:50,11:48:42,N/A,N/A,N/A,N/A,N/A
55,3,Served,11:40 - 11:50,11:47:40,00:14:06,12:01:46,00:03:14,00:17:20,k1
56,2,Served,11:40 - 11:50,11:45:47,00:11:01,11:56:48,00:02:46,00:13:47,h1
57,2,Served,11:40 - 11:50,11:47:35,00:11:59,11:59:34,00:02:15,00:14:14,h1
58,1,Served,11:40 - 11:50,11:45:42,00:09:13,11:54:55,00:02:32,00:11:45,k1
59,2,Served,11:40 - 11:50,11:47:18,00:12:15,11:59:33,00:03:38,00:15:53,k2
60,3,Served,11:40 - 11:50,11:47:46,00:14:03,12:01:49,00:02:29,00:16:32,h1
61,5,Served,11:40 - 11:50,11:42:19,00:11:22,11:53:41,00:01:14,00:12:36,k1
62,2,Served,11:40 - 11:50,11:41:48,00:10:44,11:52:32,00:02:51,00:13:35,h1
63,3,Served,11:40 - 11:50,11:42:36,00:11:25,11:54:01,00:05:32,00:16:57,k2
64,3,Served,11:40 - 11:50,11:47:09,00:10:18,11:57:27,00:04:19,00:14:37,k1
65,4,Served,11:40 - 11:50,11:45:46,00:09:37,11:55:23,00:01:25,00:11:02,h1
66,3,Served,11:40 - 11:50,11:48:31,00:14:40,12:03:11,00:04:00,00:18:40,k2
67,1,Served,11:50 - 12:00,11:50:51,00:13:27,12:04:18,00:02:54,00:16:21,h1
