group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,5,Served,10:40 - 10:50,10:45:21,00:00:00,10:45:21,00:05:19,00:05:19,h1
2,3,Served,10:50 - 11:00,10:51:14,00:00:00,10:51:14,00:02:58,00:02:58,h1
3,5,Served,10:50 - 11:00,10:52:59,00:01:13,10:54:12,00:02:56,00:04:09,h1
4,4,Served,11:00 - 11:10,11:07:27,00:00:40,11:08:07,00:02:08,00:02:48,h1
5,5,Served,11:00 - 11:10,11:00:01,00:00:00,11:00:01,00:03:40,00:03:40,h1
6,3,Served,11:00 - 11:10,11:03:53,00:00:00,11:03:53,00:01:37,00:01:37,h1
7,4,Served,11:00 - 11:10,11:09:53,00:01:47,11:11:40,00:03:32,00:05:19,h1
8,2,Served,11:00 - 11:10,11:07:52,00:02:23,11:10:15,00:01:25,00:03:48,h1
9,2,Served,11:00 - 11:10,11:05:32,00:00:00,11:05:32,00:02:35,00:02:35,h1
10,1,Rejected,11:10 - 11:20,11:15:22,N/A,N/A,N/A,N/A,N/A
11,2,Rejected,11:10 - 11:20,11:15:34,N/A,N/A,N/A,N/A,N/A
12,3,Rejected,11:10 - 11:20,11:16:38,N/A,N/A,N/A,N/A,N/A
13,3,Served,11:10 - 11:20,11:10:22,00:10:05,11:20:27,00:01:16,00:11:21,h1
14,3,Served,11:10 - 11:20,11:10:09,00:05:03,11:15:12,00:02:06,00:07:09,h1
15,3,Served,11:10 - 11:20,11:10:50,00:10:53,11:21:43,00:01:39,00:12:32,h1
16,2,Served,11:10 - 11:20,11:15:20,00:11:05,11:26:25,00:02:34,00:13:39,h1
17,2,Rejected,11:10 - 11:20,11:13:11,N/A,N/A,N/A,N/A,N/A
18,4,Served,11:10 - 11:20,11:13:06,00:10:16,11:23:22,00:03:03,00:13:19,h1
19,2,Served,11:10 - 11:20,11:10:17,00:07:01,11:17:18,00:03:09,00:10:10,h1
