group_id,service_time
1,00:05:19
2,00:02:58
3,00:02:56
4,00:02:08
5,00:03:40
6,00:01:37
7,00:03:32
8,00:01:25
9,00:02:35
13,00:01:16
14,00:02:06
15,00:01:39
16,00:02:34
18,00:03:03
19,00:03:09
22,00:02:38
23,00:02:00
24,00:07:40
28,00:03:41
30,00:02:35
33,00:02:20
35,00:03:27
41,00:03:36
50,00:02:35
52,00:01:08
54,00:01:33
57,00:02:38
61,00:03:35
64,00:02:14
65,00:03:52
66,00:04:19
67,00:00:49
68,00:02:27
69,00:02:03
70,00:02:28
71,00:01:42
73,00:04:02
74,00:04:18
75,00:03:42
76,00:01:32
79,00:02:55
81,00:03:09
82,00:01:36
83,00:01:58
84,00:05:03
92,00:01:20
93,00:02:11
95,00:03:23
100,00:02:23
101,00:04:12
104,00:01:20
105,00:02:30
112,00:01:53
113,00:01:46
114,00:00:59
116,00:02:09
124,00:02:20
125,00:01:49
130,00:02:21
132,00:03:28
133,00:01:13
135,00:03:40
137,00:03:45
139,00:01:28
147,00:01:14
148,00:02:57
152,00:01:05
155,00:01:03
158,00:01:22
162,00:01:54
163,00:01:52
166,00:04:59
172,00:02:14
173,00:01:16
174,00:02:05
176,00:01:56
179,00:03:21
181,00:02:30
186,00:01:36
191,00:02:34
192,00:02:23
193,00:02:25
197,00:04:28
198,00:01:31
199,00:02:26
200,00:02:22
201,00:02:14
202,00:01:42
203,00:01:49
204,00:03:03
205,00:01:44
206,00:03:04
207,00:01:42
208,00:01:17
209,00:04:55
210,00:05:13
211,00:00:56
212,00:03:55
213,00:01:54
214,00:02:37
215,00:01:42
216,00:03:22
217,00:01:18
218,00:01:54
219,00:01:37
220,00:01:58
221,00:02:50
222,00:02:16
223,00:02:07
224,00:02:23
225,00:03:46
226,00:01:06
227,00:01:20
228,00:03:34
229,00:03:03
230,00:02:10
231,00:00:40
233,00:03:58
235,00:03:57
236,00:02:36
239,00:03:34
240,00:04:00
243,00:08:25
248,00:01:27
250,00:02:29
254,00:01:30
260,00:01:15
266,00:01:19
267,00:03:49
268,00:03:45
270,00:01:20
272,00:01:39
273,00:01:42
275,00:02:41
277,00:02:53
279,00:06:20
281,00:02:09
282,00:04:59
283,00:01:21
284,00:02:44
286,00:03:31
289,00:02:47
290,00:03:16
293,00:02:42
294,00:02:30
295,00:02:07
296,00:01:59
298,00:03:07
299,00:02:14
302,00:01:23
304,00:01:37
305,00:02:37
307,00:03:05
309,00:02:23
313,00:02:19
314,00:02:23
315,00:01:18
316,00:02:28
322,00:01:44
325,00:06:00
326,00:01:07
327,00:01:12
328,00:02:40
332,00:01:13
333,00:03:53
335,00:03:10
336,00:02:23
340,00:01:13
341,00:03:29
342,00:01:40
343,00:01:36
344,00:01:13
345,00:03:31
346,00:01:42
347,00:05:36
348,00:03:11
349,00:01:21
350,00:02:01
351,00:01:38
352,00:05:04
