arrival_time,wait_time
10:20:08,00:01:55
10:32:24,00:03:01
10:33:57,00:01:48
10:44:00,00:03:01
10:49:54,00:05:01
10:50:13,00:02:01
10:50:40,00:00:45
10:53:30,00:01:50
10:54:04,00:00:43
10:55:18,00:04:39
11:01:04,00:01:18
11:01:21,00:03:25
11:01:43,00:01:50
11:02:38,00:02:32
11:02:54,00:00:56
11:03:20,00:04:09
11:03:44,00:01:12
11:04:41,00:05:19
11:07:15,00:05:04
11:08:06,00:01:03
11:09:19,00:01:59
11:09:52,00:01:34
11:10:00,00:02:06
11:10:18,00:04:20
11:10:23,00:02:55
11:10:33,00:05:47
11:10:44,00:02:30
11:10:44,00:05:53
11:12:30,00:13:16
11:12:51,00:04:08
11:13:22,00:03:43
11:13:26,00:04:35
11:15:05,00:05:56
11:15:28,00:09:45
11:15:35,00:04:08
11:15:47,00:06:47
11:16:22,00:07:06
11:17:58,00:05:37
11:18:04,00:06:27
11:18:33,00:06:45
11:20:47,00:06:33
11:20:51,00:07:18
11:21:03,00:05:25
11:21:39,00:13:07
11:21:56,00:05:10
11:23:14,00:05:50
11:23:37,00:04:47
11:24:11,00:05:35
11:24:42,00:06:58
11:24:45,00:08:17
11:25:03,00:07:31
11:25:10,00:10:38
11:25:37,00:08:21
11:26:21,00:10:44
11:26:23,00:12:07
11:26:59,00:09:10
11:27:10,00:12:04
11:27:51,00:09:10
11:28:05,00:09:54
11:29:34,00:10:56
11:30:57,00:09:46
11:31:07,00:13:26
11:32:02,00:14:15
11:32:26,00:11:23
11:32:38,00:09:58
11:32:49,00:13:27
11:33:49,00:12:11
11:34:10,00:14:47
11:34:13,00:13:27
11:34:16,00:14:23
11:34:26,00:12:22
11:34:46,00:14:37
11:35:03,00:13:16
11:35:39,00:14:41
11:35:45,00:16:01
11:35:48,00:14:40
11:36:16,00:24:38
11:36:34,00:17:29
11:36:40,N/A
11:36:52,N/A
11:37:24,00:14:18
11:37:53,00:17:25
11:38:07,00:18:44
11:39:13,00:16:06
11:39:39,00:17:55
11:39:41,N/A
11:40:44,00:15:56
11:41:21,00:17:59
11:41:22,N/A
11:41:35,N/A
11:42:06,N/A
11:42:46,00:16:07
11:42:53,N/A
11:43:04,N/A
11:44:27,00:16:02
11:44:29,N/A
11:45:21,00:19:45
11:45:41,N/A
11:47:20,00:16:25
11:47:29,00:17:11
11:47:39,00:15:06
11:48:02,00:15:58
11:48:19,00:17:05
11:49:28,00:16:50
11:49:46,00:16:17
11:50:16,00:20:21
11:51:05,00:20:04
11:51:30,00:16:23
11:52:16,00:16:39
11:52:33,00:22:51
11:52:41,00:18:20
11:53:22,N/A
11:53:48,N/A
11:54:39,00:17:49
11:55:54,00:20:15
11:56:01,00:18:44
11:56:10,N/A
11:57:13,00:17:56
11:58:27,00:18:59
11:58:28,00:19:03
11:59:06,00:18:37
11:59:23,00:21:42
12:03:01,00:17:26
12:04:39,00:17:11
12:04:55,00:15:19
12:05:15,00:17:40
12:05:39,00:17:30
12:07:36,00:16:20
12:08:24,00:15:28
12:09:30,00:17:42
12:11:52,00:14:41
12:12:06,00:14:42
12:13:51,00:12:21
12:13:58,00:21:49
12:14:30,00:14:41
12:15:56,00:12:41
12:18:21,00:10:08
12:18:22,00:11:45
12:21:03,00:11:54
12:21:52,00:10:40
12:23:12,00:08:44
12:23:14,00:11:06
12:23:53,00:10:10
12:24:15,00:11:10
12:26:27,00:10:42
12:27:52,00:08:07
12:30:18,00:08:18
12:31:06,00:07:07
12:31:33,00:06:54
12:32:10,00:09:09
12:32:41,00:11:25
12:34:21,00:06:38
12:34:32,00:07:57
12:34:50,00:14:08
12:36:15,00:10:27
12:37:29,00:06:13
12:38:07,00:07:51
12:38:58,00:12:17
12:39:19,00:09:37
12:41:28,00:06:25
12:41:33,00:08:17
12:41:35,00:09:13
12:42:15,00:10:00
12:42:34,00:10:49
12:44:24,00:10:37
12:44:25,00:09:18
12:45:33,00:14:06
12:45:58,00:11:07
12:46:34,00:14:19
12:46:42,00:12:46
12:47:18,00:13:07
12:47:20,00:20:39
12:49:19,00:11:32
12:49:40,00:12:37
12:49:50,00:14:50
12:49:56,00:11:57
12:50:52,00:13:18
12:51:02,00:12:07
12:51:14,00:14:28
12:51:45,00:14:18
12:51:48,00:14:28
12:52:07,00:15:31
12:52:31,00:14:54
12:52:59,00:15:27
12:53:04,00:16:24
12:53:04,00:18:41
12:53:31,00:17:24
12:53:48,00:19:07
12:54:10,00:17:53
12:54:16,N/A
12:55:06,00:21:03
12:55:09,N/A
12:56:41,N/A
12:57:45,00:16:08
12:58:54,N/A
12:59:20,N/A
12:59:54,00:15:15
13:00:04,00:14:16
13:00:16,N/A
13:00:19,N/A
13:00:57,00:16:52
13:01:11,00:15:33
13:01:55,00:26:48
13:02:14,00:19:33
13:03:08,00:16:55
13:03:18,00:16:39
13:03:20,N/A
13:03:30,N/A
13:03:43,N/A
13:04:02,N/A
13:04:30,00:17:34
13:04:32,N/A
13:05:17,00:16:37
13:05:30,N/A
13:06:11,00:18:04
13:06:19,00:17:04
13:06:42,00:17:52
13:06:58,N/A
13:07:55,00:17:37
13:08:09,00:21:10
13:08:19,00:16:58
13:09:42,00:18:02
13:09:54,00:17:39
13:10:35,N/A
13:10:49,N/A
13:10:50,N/A
13:11:42,00:17:04
13:11:43,N/A
13:11:55,00:17:39
13:12:24,00:20:16
13:12:35,N/A
13:12:50,N/A
13:13:00,00:17:17
13:13:20,N/A
13:13:42,N/A
13:14:48,00:15:42
13:15:11,00:15:52
13:15:47,00:15:27
13:15:48,N/A
13:15:54,N/A
13:16:36,00:16:59
13:17:01,00:15:13
13:18:20,00:14:49
13:18:36,N/A
13:18:37,N/A
13:19:09,N/A
13:19:43,N/A
13:19:45,N/A
13:20:04,00:13:25
13:21:22,00:13:35
13:21:38,N/A
13:21:54,00:14:33
13:22:04,00:14:35
13:22:08,00:17:53
13:22:33,N/A
13:22:56,N/A
13:23:01,N/A
13:23:05,N/A
13:23:12,N/A
13:23:25,00:13:09
13:23:28,N/A
13:23:29,N/A
13:23:52,N/A
13:24:29,00:15:03
13:26:04,00:12:04
13:26:28,00:12:24
13:27:02,00:16:03
13:27:18,N/A
13:27:25,N/A
13:27:30,N/A
13:27:45,00:13:44
13:27:46,00:15:28
13:27:48,N/A
13:27:51,N/A
13:28:12,N/A
13:28:12,N/A
13:29:09,00:23:02
13:29:59,00:13:59
13:30:01,00:16:56
13:30:18,00:15:29
13:30:40,00:16:23
13:31:17,00:19:03
13:32:13,00:17:26
13:32:17,00:17:16
13:32:34,00:19:09
13:33:02,00:17:38
13:33:17,00:18:02
13:33:35,00:22:06
13:33:46,00:20:52
13:34:38,N/A
13:34:39,N/A
13:35:38,00:18:07
13:35:42,N/A
13:36:14,N/A
13:36:29,00:17:23
13:37:12,00:18:48
13:37:20,00:20:41
13:37:49,N/A
13:38:19,00:19:14
13:39:40,00:17:59
13:39:44,00:18:46
13:39:49,N/A
13:40:10,00:18:40
13:40:33,N/A
13:40:33,N/A
13:40:46,N/A
13:40:46,N/A
13:42:17,00:17:06
13:43:04,N/A
13:43:07,00:16:05
13:43:14,N/A
13:43:39,00:16:22
13:45:14,N/A
13:45:14,00:15:54
13:45:18,N/A
13:46:00,00:17:08
13:46:16,N/A
13:46:31,N/A
13:46:36,N/A
13:46:37,N/A
13:47:09,00:13:02
13:47:35,00:13:21
13:47:46,N/A
13:48:12,N/A
13:48:36,N/A
13:48:36,N/A
13:48:45,N/A
13:48:59,N/A
13:49:24,N/A
13:49:42,00:14:51
13:50:20,00:12:17
13:50:21,00:19:29
13:50:25,N/A
13:50:57,00:15:49
13:51:29,00:14:57
13:51:30,N/A
13:51:34,N/A
13:52:14,00:15:15
13:54:09,00:13:57
13:54:17,00:14:13
13:55:09,00:15:34
13:55:55,00:15:31
13:56:09,00:13:41
13:57:32,00:17:57
13:57:45,00:18:15
13:59:17,00:13:06
13:59:43,00:13:27
14:00:43,00:14:21
14:01:33,00:14:20
14:02:10,00:14:08
14:02:49,00:15:47
14:02:57,00:15:28
14:03:24,00:14:13
14:05:04,00:13:13
14:05:13,00:16:00
14:07:27,00:13:55
14:08:44,00:11:10
14:08:44,00:11:23
14:09:02,00:12:47
14:09:08,00:13:12
14:09:23,00:14:49
14:09:40,00:15:49
14:10:11,00:14:30
14:11:09,00:14:31
14:17:19,00:09:18
14:17:53,00:08:48
14:18:26,00:10:24
14:18:42,00:10:51
14:18:57,00:11:32
14:19:40,00:10:39
14:21:52,00:09:26
14:22:03,00:09:28
14:22:31,00:13:09
14:23:46,00:12:30
14:23:59,00:08:49
14:24:22,00:09:01
14:29:12,00:07:31
14:29:59,00:04:43
14:31:59,00:06:28
14:32:53,00:06:09
14:35:35,00:02:21
14:38:48,00:05:16
14:41:33,00:02:50
14:45:03,00:02:38
14:45:47,00:00:37
14:49:09,00:02:38
14:50:00,00:02:53
14:50:47,00:07:46
14:54:03,00:02:48
14:54:45,00:03:07
14:57:27,00:02:24
15:01:44,00:03:21
15:01:55,00:02:40
15:02:11,00:07:43
15:02:39,00:03:13
15:07:02,00:01:34
15:07:33,00:01:33
15:08:04,00:02:02
15:08:57,00:04:08
15:09:46,00:03:45
15:10:45,00:00:55
15:12:42,00:03:57
15:12:45,00:04:17
15:13:03,00:06:52
15:13:16,00:05:39
