arrival_time,in_queue_time
10:03:48,00:00:00
10:20:11,00:00:00
10:31:13,00:00:00
10:37:34,00:00:00
10:45:21,00:00:00
10:51:45,00:00:00
10:53:33,00:00:00
10:54:29,00:00:00
10:54:31,00:00:00
10:54:48,00:00:00
10:54:52,00:00:45
10:57:33,00:00:00
11:00:10,00:00:00
11:02:56,00:00:00
11:03:09,00:00:00
11:03:21,00:00:00
11:03:28,00:00:00
11:04:03,00:02:35
11:04:52,00:02:16
11:07:11,00:00:24
11:07:15,00:00:21
11:07:26,00:01:47
11:08:19,00:01:03
11:08:49,00:00:59
11:09:32,00:00:47
11:09:35,00:01:54
11:09:39,00:02:16
11:10:11,00:01:46
11:11:15,00:01:12
11:11:24,00:01:59
11:12:32,00:02:32
11:13:02,00:02:02
11:13:06,00:02:21
11:13:42,00:02:37
11:13:53,00:02:27
11:14:05,00:02:41
11:14:10,00:04:11
11:14:23,00:05:09
11:14:27,00:05:16
11:15:00,00:04:46
11:16:57,00:03:14
11:17:23,00:03:16
11:18:00,00:02:57
11:18:14,00:03:55
11:20:23,00:04:15
11:22:03,00:03:19
11:22:10,00:03:35
11:22:10,00:05:05
11:22:58,00:05:05
11:24:03,00:04:18
11:24:32,00:04:42
11:24:37,00:04:44
11:25:02,00:04:37
11:25:05,00:05:27
11:25:29,00:05:06
11:25:31,00:05:15
11:25:47,00:06:14
11:26:29,00:05:38
11:26:49,00:06:04
11:27:05,00:05:58
11:27:13,00:06:50
11:28:34,00:06:33
11:29:49,00:05:27
11:30:47,00:05:00
11:31:32,00:04:21
11:32:02,00:04:09
11:32:39,00:03:50
11:32:44,00:04:51
11:32:45,00:06:19
11:33:16,00:05:48
11:34:09,00:06:44
11:34:09,00:05:52
11:34:14,00:07:15
11:34:44,00:06:57
11:35:05,00:07:51
11:35:15,00:08:02
11:35:41,00:08:00
11:36:54,00:07:24
11:37:01,00:07:56
11:37:26,00:08:59
11:37:52,00:08:45
11:37:54,00:08:45
11:38:35,00:08:40
11:38:58,00:08:34
11:39:13,00:09:37
11:39:20,00:10:10
11:39:57,00:09:35
11:40:11,00:10:35
11:40:18,00:10:44
11:40:30,00:11:12
11:40:33,00:11:19
11:40:43,N/A
11:40:45,N/A
11:41:30,00:10:23
11:41:34,00:11:33
11:42:45,00:11:01
11:42:59,00:11:10
11:43:04,N/A
11:43:45,00:10:34
11:44:33,00:11:47
11:45:51,00:10:51
11:46:03,00:10:49
11:46:14,N/A
11:46:28,N/A
11:46:28,00:11:57
11:46:36,N/A
11:47:00,00:11:27
11:47:29,00:11:06
11:48:24,00:11:15
11:48:58,00:11:05
11:49:35,00:11:21
11:50:04,00:11:59
11:50:23,00:11:44
11:50:39,N/A
11:50:51,00:11:58
11:52:14,00:11:37
11:52:37,00:11:27
11:52:59,00:12:21
11:53:43,00:12:15
11:53:52,00:12:46
11:54:41,00:12:55
11:55:43,00:12:33
11:56:59,00:11:47
11:57:00,00:12:21
11:57:31,00:13:38
11:57:48,00:14:11
11:57:54,N/A
11:58:14,N/A
11:58:16,N/A
11:59:17,00:14:08
11:59:37,00:15:46
12:03:23,00:12:03
12:03:55,00:12:23
12:07:00,00:09:48
12:07:43,00:09:47
12:08:45,00:08:57
12:09:03,00:09:58
12:09:16,00:10:06
12:14:35,00:05:06
12:15:24,00:06:46
12:15:35,00:06:39
12:15:53,00:07:41
12:16:31,00:07:43
12:16:34,00:08:12
12:18:16,00:07:32
12:18:58,00:08:00
12:19:50,00:08:03
12:20:40,00:07:23
12:22:00,00:06:33
12:23:45,00:05:36
12:26:03,00:03:34
12:27:12,00:04:01
12:27:33,00:04:23
12:28:35,00:04:05
12:29:38,00:03:39
12:30:14,00:03:22
12:30:31,00:03:57
12:30:37,00:03:52
12:31:24,00:03:42
12:31:57,00:04:02
12:32:05,00:04:22
12:34:20,00:03:50
12:36:30,00:02:27
12:37:36,00:01:28
12:38:09,00:01:37
12:40:10,00:00:55
12:40:37,00:00:49
12:40:49,00:00:48
12:41:23,00:00:49
12:43:33,00:01:27
12:43:36,00:01:43
12:43:38,00:01:42
12:43:44,00:02:45
12:44:04,00:03:02
12:44:50,00:03:26
12:45:00,00:03:32
12:46:06,00:03:19
12:46:11,00:03:31
12:46:19,00:03:29
12:47:01,00:03:19
12:48:10,00:02:40
12:48:12,00:03:39
12:50:01,00:02:24
12:50:36,00:02:11
12:50:45,00:02:15
12:51:17,00:02:21
12:51:30,00:02:09
12:54:39,00:00:00
12:56:50,00:00:00
12:56:54,00:00:00
12:57:07,00:00:00
12:57:24,00:00:40
12:57:46,00:00:32
12:57:48,00:01:05
12:57:58,00:01:52
12:58:16,00:02:00
12:58:46,00:02:17
12:58:49,00:03:06
12:59:22,00:02:39
12:59:23,00:03:06
12:59:37,00:03:30
12:59:51,00:03:42
13:01:08,00:02:28
13:01:43,00:02:30
13:02:18,00:03:35
13:02:22,00:03:41
13:02:34,00:04:31
13:03:06,00:03:59
13:03:18,00:05:41
13:03:25,00:07:14
13:04:04,00:07:32
13:04:22,00:07:51
13:04:26,00:08:18
13:04:59,00:09:51
13:05:12,00:10:24
13:05:41,00:10:29
13:05:43,00:11:57
13:06:00,00:12:05
13:06:06,00:12:24
13:07:20,00:11:36
13:07:34,00:12:12
13:07:41,00:13:34
13:08:01,00:13:33
13:08:12,00:14:34
13:08:34,00:14:38
13:09:09,00:14:47
13:09:28,00:15:00
13:09:44,00:14:50
13:09:45,00:15:18
13:09:50,N/A
13:11:03,00:15:45
13:11:51,N/A
13:11:51,00:15:58
13:12:42,00:15:44
13:13:10,00:15:29
13:14:20,N/A
13:14:33,N/A
13:15:40,00:14:13
13:15:50,00:14:41
13:15:51,N/A
13:15:51,N/A
13:16:24,00:14:46
13:16:26,N/A
13:16:52,N/A
13:17:07,N/A
13:17:29,N/A
13:17:37,N/A
13:17:39,N/A
13:17:40,N/A
13:17:47,00:14:13
13:17:49,N/A
13:17:54,N/A
13:18:02,N/A
13:18:36,00:13:53
13:18:51,00:14:14
13:19:52,00:13:34
13:20:06,00:14:04
13:20:10,N/A
13:20:22,N/A
13:20:31,N/A
13:20:39,N/A
13:21:10,N/A
13:21:13,N/A
13:21:20,00:13:24
13:22:04,00:13:10
13:22:15,N/A
13:22:41,N/A
13:23:29,00:13:19
13:23:34,00:13:36
13:23:47,N/A
13:24:42,00:12:29
13:24:53,00:12:31
13:24:54,00:13:02
13:25:12,00:13:04
13:26:10,N/A
13:26:18,N/A
13:26:25,N/A
13:26:26,N/A
13:26:26,N/A
13:26:29,N/A
13:27:08,00:11:23
13:27:10,N/A
13:27:12,N/A
13:28:43,00:11:18
13:28:56,00:11:08
13:28:57,00:12:21
13:28:58,N/A
13:29:23,N/A
13:29:29,N/A
13:29:59,00:11:32
13:30:32,00:12:35
13:30:34,N/A
13:30:42,N/A
13:30:54,N/A
13:30:58,N/A
13:31:09,N/A
13:31:27,00:11:58
13:32:19,00:11:08
13:32:35,00:11:27
13:32:48,N/A
13:32:50,N/A
13:33:21,00:11:37
13:33:31,00:13:06
13:33:37,N/A
13:34:18,00:13:32
13:34:26,N/A
13:35:08,00:12:58
13:35:10,N/A
13:35:58,00:12:18
13:36:27,N/A
13:36:36,N/A
13:36:49,00:12:50
13:37:51,00:11:48
13:37:57,00:12:12
13:37:59,00:12:50
13:38:22,00:12:41
13:38:55,00:12:22
13:39:03,00:14:01
13:39:17,N/A
13:39:27,N/A
13:39:33,N/A
13:40:11,00:13:02
13:40:34,00:14:23
13:40:47,N/A
13:41:30,00:14:54
13:41:36,00:15:09
13:41:53,N/A
13:41:54,N/A
13:42:22,N/A
13:42:33,N/A
13:43:17,00:13:52
13:43:56,00:14:08
13:44:00,00:15:24
13:44:43,00:15:25
13:44:47,N/A
13:45:00,00:15:39
13:45:21,N/A
13:46:01,N/A
13:46:02,N/A
13:46:25,N/A
13:46:36,N/A
13:46:57,00:15:08
13:47:00,N/A
13:47:16,N/A
13:47:17,N/A
13:49:45,00:12:45
13:51:41,00:11:20
13:52:12,00:11:47
13:52:41,00:12:24
13:52:42,00:13:42
13:53:48,00:13:01
13:54:50,00:11:59
13:54:55,00:12:01
13:54:59,00:13:24
13:55:24,00:13:16
13:55:53,00:12:59
13:56:38,00:12:58
13:56:38,00:13:59
13:57:04,00:13:52
13:57:09,N/A
13:58:42,00:12:30
13:58:43,00:14:29
13:58:59,N/A
13:59:16,N/A
13:59:40,00:13:44
13:59:53,N/A
13:59:58,N/A
14:00:31,00:13:49
14:01:38,00:12:59
14:01:46,N/A
14:02:15,00:12:34
14:03:53,00:11:49
14:04:37,00:11:13
14:04:56,00:11:16
14:05:28,00:12:17
14:05:55,N/A
14:06:53,00:11:00
14:08:25,00:10:14
14:08:27,00:10:47
14:08:35,00:11:46
14:10:33,00:09:50
14:11:16,00:09:21
14:14:09,00:07:26
14:15:20,00:07:01
14:16:11,00:06:29
14:16:11,00:07:31
14:16:24,00:08:06
14:18:48,00:06:01
14:20:12,00:05:03
14:21:03,00:05:25
14:21:31,00:05:17
14:24:24,00:02:50
