arrival_time,in_queue_time
10:01:36,00:00:00
10:37:14,00:00:00
10:45:59,00:00:00
10:46:56,00:00:00
10:50:20,00:00:00
10:50:40,00:00:00
10:54:27,00:00:00
10:58:07,00:00:00
11:00:06,00:00:00
11:03:47,00:00:00
11:05:39,00:00:00
11:05:41,00:00:00
11:06:45,00:00:00
11:09:38,00:00:00
11:12:20,00:00:00
11:13:19,00:00:00
11:13:25,00:00:00
11:14:01,00:00:00
11:15:05,00:00:00
11:15:36,00:00:00
11:15:50,00:00:00
11:16:08,00:00:00
11:16:26,00:00:30
11:17:01,00:00:04
11:19:07,00:00:00
11:19:33,00:00:00
11:20:02,00:00:00
11:20:22,00:00:00
11:21:09,00:00:00
11:21:47,00:00:12
11:21:59,00:00:16
11:22:05,00:00:37
11:22:49,00:01:39
11:23:32,00:01:08
11:24:03,00:00:47
11:24:08,00:02:07
11:24:19,00:02:40
11:24:25,00:04:12
11:27:53,00:01:46
11:27:56,00:02:13
11:29:52,00:01:03
11:31:27,00:00:23
11:31:31,00:00:38
11:31:34,00:01:32
11:32:03,00:01:13
11:32:11,00:02:20
11:33:43,00:00:51
11:34:13,00:00:26
11:34:19,00:01:14
11:34:51,00:00:54
11:35:56,00:01:16
11:36:00,00:01:43
11:36:36,00:02:27
11:36:58,00:02:12
11:37:02,00:03:11
11:38:30,00:02:06
11:38:49,00:02:07
11:39:12,00:01:45
11:39:24,00:02:45
11:39:39,00:02:55
11:39:54,00:05:11
11:40:05,00:05:39
11:40:26,00:05:24
11:41:05,00:05:14
11:42:04,00:04:52
11:43:29,00:03:59
11:44:11,00:03:58
11:44:15,00:04:09
11:44:34,00:04:28
11:45:58,00:03:53
11:46:21,00:04:04
11:47:02,00:03:37
11:48:15,00:02:29
11:49:12,00:03:06
11:49:58,00:02:21
11:50:36,00:03:07
11:52:00,00:02:01
11:52:31,00:01:32
11:53:11,00:01:25
11:53:45,00:01:05
11:54:06,00:01:06
11:55:21,00:01:32
11:55:43,00:01:50
11:56:14,00:02:25
11:56:49,00:03:22
11:57:17,00:03:02
11:57:55,00:03:20
11:57:59,00:04:23
11:58:53,00:04:35
11:59:08,00:04:42
12:00:23,00:04:01
12:03:24,00:01:54
12:05:02,00:00:36
12:05:10,00:00:59
12:06:59,00:00:16
12:06:59,00:01:17
12:08:31,00:00:41
12:11:35,00:00:00
12:13:41,00:00:00
12:14:05,00:00:00
12:14:24,00:00:00
12:21:26,00:00:00
12:21:59,00:00:00
12:23:11,00:00:00
12:24:41,00:00:00
12:27:41,00:00:00
12:28:09,00:00:00
12:30:02,00:00:00
12:30:04,00:00:00
12:32:02,00:00:00
12:33:05,00:00:00
12:33:44,00:00:00
12:33:45,00:00:03
12:37:08,00:00:00
12:38:27,00:00:00
12:40:35,00:00:00
12:40:39,00:00:00
12:43:32,00:00:00
12:43:58,00:00:00
12:44:58,00:00:00
12:46:10,00:00:00
12:46:33,00:00:00
12:48:09,00:00:00
12:48:20,00:00:00
12:48:50,00:00:21
12:49:51,00:00:00
12:51:03,00:00:00
12:51:25,00:00:00
12:51:35,00:00:52
12:51:54,00:00:34
12:52:27,00:00:54
12:52:51,00:02:00
12:53:23,00:01:57
12:54:34,00:00:53
12:54:43,00:01:07
12:55:12,00:00:56
12:57:02,00:00:00
12:58:43,00:00:00
12:58:53,00:00:06
12:58:55,00:00:16
