time,length
00:00:00,0
10:41:30,1
10:41:30,0
10:51:40,1
10:51:40,0
10:54:36,1
10:54:36,0
11:00:37,1
11:00:37,0
11:02:28,1
11:02:28,0
11:03:02,1
11:03:02,0
11:03:56,1
11:03:56,0
11:06:05,1
11:06:13,0
11:06:34,1
11:06:34,0
11:08:32,1
11:08:32,0
11:10:13,1
11:10:13,0
11:10:16,1
11:10:16,0
11:10:55,1
11:10:55,0
11:12:33,1
11:12:33,0
11:14:19,1
11:14:19,0
11:14:39,1
11:14:46,0
11:15:57,1
11:15:57,0
11:19:53,1
11:19:53,0
11:20:07,1
11:20:07,0
11:21:00,1
11:21:00,0
11:24:22,1
11:24:22,0
11:24:45,1
11:24:45,0
11:24:47,1
11:24:47,0
11:25:09,1
11:25:41,0
11:27:33,1
11:27:33,0
11:27:57,1
11:28:12,0
11:29:16,1
11:29:16,0
11:29:26,1
11:29:45,0
11:31:06,1
11:31:06,0
11:31:28,1
11:31:28,0
11:32:37,1
11:32:37,0
11:33:27,1
11:33:27,0
11:34:03,1
11:34:03,0
11:34:57,1
11:34:57,0
11:36:17,1
11:36:17,0
11:37:30,1
11:37:30,0
11:37:35,1
11:37:35,0
11:37:47,1
11:37:47,0
11:37:50,1
11:37:54,2
11:38:08,1
11:39:27,0
11:41:11,1
11:41:11,0
11:41:12,1
11:41:12,0
11:41:31,1
11:41:31,0
11:41:50,1
11:41:50,0
11:42:41,1
11:42:41,0
11:42:42,1
11:42:50,2
11:42:51,3
11:42:52,4
11:42:54,5
11:43:16,6
11:43:35,5
11:45:17,4
11:45:19,3
11:46:20,2
11:46:47,3
11:46:50,2
11:46:56,3
11:47:12,4
11:47:12,3
11:47:30,2
11:48:05,1
11:49:37,0
11:54:28,1
11:54:28,0
11:56:33,1
11:56:33,0
11:56:48,1
11:56:48,0
11:58:03,1
11:58:03,0
11:58:14,1
11:58:14,0
11:59:07,1
11:59:07,0
11:59:42,1
11:59:42,0
11:59:43,1
12:00:38,0
12:02:52,1
12:02:52,0
12:02:55,1
12:02:55,0
12:03:45,1
12:03:45,0
12:07:56,1
12:07:56,0
12:16:26,1
12:16:26,0
12:16:44,1
12:16:44,0
12:16:56,1
12:16:56,0
12:22:08,1
12:22:08,0
12:25:38,1
12:25:38,0
12:25:43,1
12:25:43,0
12:27:48,1
12:27:48,0
12:29:02,1
12:29:02,0
