group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,3,Served,10:30 - 10:40,10:36:15,00:00:00,10:36:15,00:01:14,00:01:14,h1
2,3,Served,10:40 - 10:50,10:43:05,00:00:00,10:43:05,00:05:09,00:05:09,h1
3,2,Served,10:50 - 11:00,10:56:40,00:00:00,10:56:40,00:02:10,00:02:10,h1
4,2,Served,10:50 - 11:00,10:50:13,00:00:00,10:50:13,00:01:20,00:01:20,h1
5,3,Served,10:50 - 11:00,10:52:20,00:00:00,10:52:20,00:02:36,00:02:36,h1
6,2,Served,10:50 - 11:00,10:59:33,00:00:00,10:59:33,00:01:25,00:01:25,h1
7,2,Served,11:00 - 11:10,11:02:42,00:00:00,11:02:42,00:02:24,00:02:24,h1
8,2,Served,11:00 - 11:10,11:04:18,00:00:00,11:04:18,00:02:31,00:02:31,h2
9,2,Served,11:00 - 11:10,11:07:43,00:00:00,11:07:43,00:01:45,00:01:45,h1
10,3,Served,11:00 - 11:10,11:00:48,00:00:00,11:00:48,00:02:25,00:02:25,h2
11,3,Served,11:00 - 11:10,11:05:24,00:00:00,11:05:24,00:01:04,00:01:04,k1
12,2,Served,11:00 - 11:10,11:05:27,00:00:00,11:05:27,00:09:43,00:09:43,k2
13,2,Served,11:00 - 11:10,11:05:21,00:00:00,11:05:21,00:01:44,00:01:44,h1
14,2,Served,11:00 - 11:10,11:09:15,00:00:00,11:09:15,00:04:41,00:04:41,h2
15,3,Served,11:00 - 11:10,11:07:00,00:00:00,11:07:00,00:01:58,00:01:58,h2
16,3,Served,11:10 - 11:20,11:16:13,00:00:05,11:16:18,00:03:15,00:03:20,h1
17,2,Served,11:10 - 11:20,11:11:12,00:00:00,11:11:12,00:01:57,00:01:57,k1
18,4,Served,11:10 - 11:20,11:12:38,00:00:55,11:13:33,00:02:45,00:03:40,h1
19,4,Served,11:10 - 11:20,11:16:00,00:00:00,11:16:00,00:03:06,00:03:06,h2
20,3,Served,11:10 - 11:20,11:13:42,00:01:11,11:14:53,00:03:07,00:04:18,k1
21,5,Served,11:10 - 11:20,11:15:35,00:00:00,11:15:35,00:03:38,00:03:38,k2
22,3,Served,11:10 - 11:20,11:10:48,00:00:00,11:10:48,00:02:45,00:02:45,h1
23,2,Served,11:10 - 11:20,11:12:13,00:00:56,11:13:09,00:01:44,00:02:40,k1
24,2,Served,11:10 - 11:20,11:12:40,00:01:16,11:13:56,00:01:55,00:03:11,h2
25,3,Served,11:20 - 11:30,11:20:11,00:00:00,11:20:11,00:01:40,00:01:40,h2
26,2,Served,11:20 - 11:30,11:23:53,00:00:00,11:23:53,00:02:01,00:02:01,h1
27,2,Served,11:20 - 11:30,11:28:21,00:01:27,11:29:48,00:01:53,00:03:20,h1
28,2,Served,11:20 - 11:30,11:24:51,00:00:00,11:24:51,00:05:26,00:05:26,h2
29,2,Served,11:20 - 11:30,11:25:35,00:01:30,11:27:05,00:01:56,00:03:26,k2
30,2,Served,11:20 - 11:30,11:29:02,00:01:04,11:30:06,00:01:27,00:02:31,k2
31,2,Served,11:20 - 11:30,11:27:27,00:01:34,11:29:01,00:01:05,00:02:39,k2
32,2,Served,11:20 - 11:30,11:20:08,00:00:00,11:20:08,00:03:40,00:03:40,h1
33,3,Served,11:20 - 11:30,11:26:29,00:01:11,11:27:40,00:02:08,00:03:19,h1
34,3,Served,11:20 - 11:30,11:24:51,00:00:00,11:24:51,00:02:14,00:02:14,k2
35,2,Served,11:20 - 11:30,11:22:19,00:00:00,11:22:19,00:05:17,00:05:17,k1
36,3,Served,11:20 - 11:30,11:29:44,00:00:33,11:30:17,00:01:28,00:02:01,h2
37,2,Served,11:20 - 11:30,11:25:19,00:00:35,11:25:54,00:01:46,00:02:21,h1
38,2,Served,11:20 - 11:30,11:26:02,00:01:34,11:27:36,00:05:05,00:06:39,k1
39,1,Served,11:20 - 11:30,11:22:05,00:00:00,11:22:05,00:02:23,00:02:23,h2
40,3,Served,11:30 - 11:40,11:31:52,00:00:00,11:31:52,00:03:34,00:03:34,h2
41,4,Served,11:30 - 11:40,11:39:02,00:00:55,11:39:57,00:04:00,00:04:55,k2
42,2,Served,11:30 - 11:40,11:36:44,00:00:00,11:36:44,00:07:41,00:07:41,k1
43,4,Served,11:30 - 11:40,11:38:44,00:00:53,11:39:37,00:08:36,00:09:29,h1
44,2,Served,11:30 - 11:40,11:35:38,00:00:00,11:35:38,00:02:11,00:02:11,h2
45,3,Served,11:30 - 11:40,11:32:26,00:00:00,11:32:26,00:03:39,00:03:39,k2
46,3,Served,11:30 - 11:40,11:31:48,00:00:00,11:31:48,00:02:21,00:02:21,h1
47,4,Served,11:30 - 11:40,11:37:23,00:00:26,11:37:49,00:02:57,00:03:23,h2
48,1,Served,11:30 - 11:40,11:39:25,00:01:21,11:40:46,00:01:23,00:02:44,h2
49,5,Served,11:30 - 11:40,11:33:57,00:00:00,11:33:57,00:02:33,00:02:33,k1
50,4,Served,11:30 - 11:40,11:35:28,00:00:00,11:35:28,00:04:09,00:04:09,h1
51,2,Served,11:30 - 11:40,11:37:19,00:00:00,11:37:19,00:02:38,00:02:38,k2
52,3,Served,11:30 - 11:40,11:30:36,00:00:57,11:31:33,00:00:52,00:01:49,k2
53,2,Served,11:40 - 11:50,11:40:46,00:02:48,11:43:34,00:02:26,00:05:14,h2
54,3,Served,11:40 - 11:50,11:49:36,00:00:40,11:50:16,00:05:16,00:05:56,h2
55,4,Served,11:40 - 11:50,11:45:23,00:02:17,11:47:40,00:02:42,00:04:59,k1
56,1,Served,11:40 - 11:50,11:49:49,00:00:32,11:50:21,00:02:01,00:02:33,k2
57,4,Served,11:40 - 11:50,11:43:10,00:01:15,11:44:25,00:03:15,00:04:30,k1
58,1,Served,11:40 - 11:50,11:40:01,00:02:08,11:42:09,00:01:25,00:03:33,h2
59,5,Served,11:40 - 11:50,11:44:58,00:01:02,11:46:00,00:01:41,00:02:43,h2
60,4,Served,11:40 - 11:50,11:47:30,00:00:43,11:48:13,00:03:24,00:04:07,h1
61,2,Served,11:40 - 11:50,11:45:34,00:02:07,11:47:41,00:02:35,00:04:42,h2
62,3,Served,11:40 - 11:50,11:45:07,00:02:10,11:47:17,00:03:04,00:05:14,k2
63,3,Served,11:40 - 11:50,11:42:27,00:01:30,11:43:57,00:03:20,00:04:50,k2
64,2,Served,11:50 - 12:00,11:52:05,00:00:49,11:52:54,00:02:12,00:03:01,k1
65,4,Served,11:50 - 12:00,11:52:32,00:02:34,11:55:06,00:02:49,00:05:23,k1
66,2,Served,11:50 - 12:00,11:50:07,00:00:15,11:50:22,00:02:32,00:02:47,k1
67,2,Served,11:50 - 12:00,11:58:32,00:00:00,11:58:32,00:01:59,00:01:59,h1
68,2,Served,11:50 - 12:00,11:55:19,00:01:29,11:56:48,00:00:49,00:02:18,h2
69,3,Served,11:50 - 12:00,11:50:22,00:01:15,11:51:37,00:06:11,00:07:26,h1
70,3,Served,11:50 - 12:00,11:52:38,00:02:54,11:55:32,00:01:16,00:04:10,h2
71,4,Served,11:50 - 12:00,11:51:48,00:00:34,11:52:22,00:02:58,00:03:32,k2
72,3,Served,11:50 - 12:00,11:52:37,00:02:43,11:55:20,00:08:09,00:10:52,k2
73,3,Served,11:50 - 12:00,11:59:20,00:00:00,11:59:20,00:03:20,00:03:20,h2
74,4,Served,12:00 - 12:10,12:01:20,00:00:00,12:01:20,00:03:46,00:03:46,h1
75,4,Served,12:00 - 12:10,12:05:12,00:00:00,12:05:12,00:01:21,00:01:21,h1
76,3,Served,12:00 - 12:10,12:06:42,00:00:00,12:06:42,00:02:56,00:02:56,h1
77,3,Served,12:10 - 12:20,12:15:54,00:00:00,12:15:54,00:01:54,00:01:54,h2
78,3,Served,12:10 - 12:20,12:10:31,00:00:00,12:10:31,00:01:26,00:01:26,h1
79,3,Served,12:10 - 12:20,12:15:00,00:00:00,12:15:00,00:02:09,00:02:09,h1
80,5,Served,12:10 - 12:20,12:18:21,00:00:00,12:18:21,00:02:30,00:02:30,h1
81,1,Served,12:20 - 12:30,12:25:22,00:00:00,12:25:22,00:02:24,00:02:24,h2
82,3,Served,12:20 - 12:30,12:26:56,00:00:00,12:26:56,00:03:41,00:03:41,k1
83,3,Served,12:20 - 12:30,12:20:19,00:00:00,12:20:19,00:02:23,00:02:23,h2
84,3,Served,12:20 - 12:30,12:22:45,00:00:00,12:22:45,00:03:26,00:03:26,h1
85,1,Served,12:20 - 12:30,12:26:14,00:00:00,12:26:14,00:02:41,00:02:41,h1
86,3,Served,12:20 - 12:30,12:27:05,00:00:00,12:27:05,00:04:46,00:04:46,k2
87,2,Served,12:30 - 12:40,12:38:26,00:00:00,12:38:26,00:01:29,00:01:29,k1
88,3,Served,12:30 - 12:40,12:33:54,00:00:00,12:33:54,00:04:41,00:04:41,h2
89,2,Served,12:30 - 12:40,12:39:54,00:00:00,12:39:54,00:02:21,00:02:21,h2
90,5,Served,12:30 - 12:40,12:30:53,00:00:00,12:30:53,00:00:54,00:00:54,h1
91,3,Served,12:30 - 12:40,12:33:03,00:00:00,12:33:03,00:03:45,00:03:45,h1
92,2,Served,12:30 - 12:40,12:38:20,00:00:00,12:38:20,00:03:09,00:03:09,h1
93,5,Served,12:40 - 12:50,12:41:34,00:00:00,12:41:34,00:01:20,00:01:20,h1
94,4,Served,12:40 - 12:50,12:46:25,00:00:00,12:46:25,00:02:34,00:02:34,k1
95,2,Served,12:40 - 12:50,12:45:44,00:00:00,12:45:44,00:02:37,00:02:37,k2
96,1,Served,12:40 - 12:50,12:41:16,00:00:00,12:41:16,00:01:46,00:01:46,k1
97,3,Served,12:40 - 12:50,12:45:53,00:00:04,12:45:57,00:03:54,00:03:58,h2
98,3,Served,12:40 - 12:50,12:42:30,00:00:00,12:42:30,00:03:27,00:03:27,h2
99,2,Served,12:40 - 12:50,12:42:55,00:00:00,12:42:55,00:03:41,00:03:41,h1
100,1,Served,12:40 - 12:50,12:43:25,00:00:00,12:43:25,00:02:33,00:02:33,k1
101,2,Served,12:40 - 12:50,12:47:27,00:00:00,12:47:27,00:01:17,00:01:17,h1
102,1,Served,12:50 - 13:00,12:55:00,00:00:00,12:55:00,00:02:42,00:02:42,h1
103,2,Served,12:50 - 13:00,12:53:06,00:00:00,12:53:06,00:04:57,00:04:57,k1
104,4,Served,12:50 - 13:00,12:53:23,00:00:00,12:53:23,00:01:26,00:01:26,k2
105,5,Served,12:50 - 13:00,12:57:18,00:00:45,12:58:03,00:01:25,00:02:10,k1
106,1,Served,12:50 - 13:00,12:51:47,00:00:00,12:51:47,00:03:08,00:03:08,h1
107,4,Served,12:50 - 13:00,12:50:01,00:00:00,12:50:01,00:01:14,00:01:14,h1
108,2,Served,12:50 - 13:00,12:56:10,00:00:00,12:56:10,00:07:18,00:07:18,h2
109,3,Served,12:50 - 13:00,12:50:05,00:00:00,12:50:05,00:01:40,00:01:40,h2
110,3,Served,12:50 - 13:00,12:57:16,00:00:26,12:57:42,00:04:09,00:04:35,h1
