time,length
00:00:00,0
10:36:15,1
10:36:15,0
10:43:05,1
10:43:05,0
10:50:13,1
10:50:13,0
10:52:20,1
10:52:20,0
10:56:40,1
10:56:40,0
10:59:33,1
10:59:33,0
11:00:48,1
11:00:48,0
11:02:42,1
11:02:42,0
11:04:18,1
11:04:18,0
11:05:21,1
11:05:21,0
11:05:24,1
11:05:24,0
11:05:27,1
11:05:27,0
11:07:00,1
11:07:00,0
11:07:43,1
11:07:43,0
11:09:15,1
11:09:15,0
11:10:48,1
11:10:48,0
11:11:12,1
11:11:12,0
11:12:13,1
11:12:38,2
11:12:40,3
11:13:09,2
11:13:33,1
11:13:42,2
11:13:56,1
11:14:53,0
11:15:35,1
11:15:35,0
11:16:00,1
11:16:00,0
11:16:13,1
11:16:18,0
11:20:08,1
11:20:08,0
11:20:11,1
11:20:11,0
11:22:05,1
11:22:05,0
11:22:19,1
11:22:19,0
11:23:53,1
11:23:53,0
11:24:51,1
11:24:51,2
11:24:51,1
11:24:51,0
11:25:19,1
11:25:35,2
11:25:54,1
11:26:02,2
11:26:29,3
11:27:05,2
11:27:27,3
11:27:36,2
11:27:40,1
11:28:21,2
11:29:01,1
11:29:02,2
11:29:44,3
11:29:48,2
11:30:06,1
11:30:17,0
11:30:36,1
11:31:33,0
11:31:48,1
11:31:48,0
11:31:52,1
11:31:52,0
11:32:26,1
11:32:26,0
11:33:57,1
11:33:57,0
11:35:28,1
11:35:28,0
11:35:38,1
11:35:38,0
11:36:44,1
11:36:44,0
11:37:19,1
11:37:19,0
11:37:23,1
11:37:49,0
11:38:44,1
11:39:02,2
11:39:25,3
11:39:37,2
11:39:57,1
11:40:01,2
11:40:46,3
11:40:46,2
11:42:09,1
11:42:27,2
11:43:10,3
11:43:34,2
11:43:57,1
11:44:25,0
11:44:58,1
11:45:07,2
11:45:23,3
11:45:34,4
11:46:00,3
11:47:17,2
11:47:30,3
11:47:40,2
11:47:41,1
11:48:13,0
11:49:36,1
11:49:49,2
11:50:07,3
11:50:16,2
11:50:21,1
11:50:22,2
11:50:22,1
11:51:37,0
11:51:48,1
11:52:05,2
11:52:22,1
11:52:32,2
11:52:37,3
11:52:38,4
11:52:54,3
11:55:06,2
11:55:19,3
11:55:20,2
11:55:32,1
11:56:48,0
11:58:32,1
11:58:32,0
11:59:20,1
11:59:20,0
12:01:20,1
12:01:20,0
12:05:12,1
12:05:12,0
12:06:42,1
12:06:42,0
12:10:31,1
12:10:31,0
12:15:00,1
12:15:00,0
12:15:54,1
12:15:54,0
12:18:21,1
12:18:21,0
12:20:19,1
12:20:19,0
12:22:45,1
12:22:45,0
12:25:22,1
12:25:22,0
12:26:14,1
12:26:14,0
12:26:56,1
12:26:56,0
12:27:05,1
12:27:05,0
12:30:53,1
12:30:53,0
12:33:03,1
12:33:03,0
12:33:54,1
12:33:54,0
12:38:20,1
12:38:20,0
12:38:26,1
12:38:26,0
12:39:54,1
12:39:54,0
12:41:16,1
12:41:16,0
12:41:34,1
12:41:34,0
12:42:30,1
12:42:30,0
12:42:55,1
12:42:55,0
12:43:25,1
12:43:25,0
12:45:44,1
12:45:44,0
12:45:53,1
12:45:57,0
12:46:25,1
12:46:25,0
12:47:27,1
12:47:27,0
12:50:01,1
12:50:01,0
12:50:05,1
12:50:05,0
12:51:47,1
12:51:47,0
12:52:41,1
12:52:41,0
12:53:06,1
12:53:06,0
12:53:23,1
12:53:23,0
12:55:00,1
12:55:00,0
12:56:10,1
12:56:10,0
12:56:57,1
12:56:57,0
12:57:16,1
12:57:18,2
12:57:42,1
12:58:03,0
13:00:00,1
13:00:00,0
13:02:04,1
13:02:04,0
13:03:15,1
13:03:15,0
13:03:41,1
13:03:41,0
13:04:06,1
13:04:06,0
13:04:21,1
13:04:21,0
13:05:53,1
13:05:53,0
13:06:52,1
