group_id,service_time
8,00:02:32
9,00:02:08
13,00:03:09
18,00:04:25
24,00:02:10
26,00:01:57
27,00:01:49
28,00:01:31
34,00:01:16
35,00:02:57
37,00:04:47
46,00:04:54
49,00:05:39
50,00:02:59
57,00:01:53
58,00:06:20
63,00:02:06
67,00:04:04
69,00:01:21
75,00:04:42
76,00:05:36
86,00:02:45
92,00:01:48
95,00:03:37
101,00:04:35
103,00:02:31
105,00:02:15
108,00:02:33
117,00:04:09
118,00:04:08
120,00:01:51
121,00:01:30
124,00:05:36
127,00:02:54
130,00:01:18
131,00:01:33
132,00:01:45
147,00:04:39
150,00:08:59
154,00:10:00
160,00:03:28
166,00:07:30
168,00:01:29
169,00:01:26
197,00:03:58
203,00:02:50
211,00:01:35
214,00:03:25
222,00:04:35
224,00:01:28
226,00:01:02
242,00:02:16
243,00:01:33
245,00:03:57
246,00:02:46
251,00:02:51
254,00:01:43
256,00:03:52
260,00:01:06
265,00:03:53
269,00:04:49
274,00:04:07
277,00:04:35
282,00:11:55
290,00:01:31
291,00:03:19
296,00:02:48
299,00:01:31
301,00:03:07
305,00:04:59
306,00:04:59
316,00:10:03
319,00:02:40
321,00:02:05
324,00:02:54
327,00:04:23
334,00:04:07
336,00:02:33
342,00:03:18
343,00:02:47
349,00:01:51
353,00:03:31
356,00:06:28
362,00:04:51
365,00:03:35
366,00:04:36
370,00:01:48
375,00:04:27
379,00:01:18
381,00:01:43
382,00:03:11
384,00:04:02
393,00:01:35
396,00:03:17
397,00:03:15
402,00:02:29
404,00:02:24
414,00:05:36
416,00:02:58
421,00:02:20
425,00:04:38
429,00:04:24
430,00:04:06
432,00:04:00
439,00:07:14
444,00:02:40
452,00:01:34
454,00:01:58
