arrival_time,wait_time
10:06:45,00:02:06
10:40:55,00:04:33
10:51:41,00:02:01
10:53:22,00:06:55
10:54:39,00:01:39
11:00:17,00:01:15
11:00:27,00:03:46
11:00:45,00:02:26
11:00:52,00:04:56
11:02:58,00:04:31
11:03:52,00:04:19
11:04:18,00:05:03
11:05:07,00:05:33
11:07:09,00:04:26
11:08:29,00:06:31
11:08:39,00:06:05
11:10:30,00:07:34
11:10:51,00:05:40
11:11:01,00:07:24
11:11:24,00:07:44
11:14:43,00:05:36
11:15:32,00:13:45
11:15:35,00:07:21
11:16:07,00:11:15
11:16:41,00:12:40
11:17:16,00:15:20
11:18:33,00:13:09
11:19:01,00:18:51
11:19:45,00:16:00
11:20:17,00:18:10
11:20:28,00:19:02
11:20:52,00:21:16
11:22:05,00:20:00
11:22:23,N/A
11:22:41,N/A
11:22:56,N/A
11:24:04,00:19:31
11:24:07,N/A
11:24:51,N/A
11:24:57,N/A
11:25:22,N/A
11:25:40,N/A
11:25:56,N/A
11:26:06,N/A
11:27:40,00:19:42
11:28:23,N/A
11:28:53,N/A
11:29:57,00:15:24
11:30:13,00:16:37
11:30:55,N/A
11:31:08,N/A
11:31:16,N/A
11:32:01,00:16:22
11:32:57,00:17:22
11:33:25,N/A
11:33:40,N/A
11:33:43,N/A
11:34:52,N/A
11:34:56,N/A
11:35:17,N/A
11:35:42,N/A
11:35:46,00:14:48
11:35:48,N/A
11:36:26,N/A
11:36:50,N/A
11:37:23,N/A
11:38:22,00:14:53
11:38:56,00:13:56
11:39:13,N/A
11:40:07,00:13:26
11:40:49,N/A
11:41:02,N/A
11:41:36,N/A
11:41:47,N/A
11:41:49,N/A
11:42:20,00:13:20
11:42:25,00:14:07
11:43:20,N/A
11:44:22,00:14:12
11:44:41,N/A
11:45:19,N/A
11:46:55,00:13:10
11:46:57,00:13:38
11:47:34,00:15:37
11:48:38,00:25:00
11:50:00,N/A
11:50:16,N/A
11:51:05,00:15:49
11:51:09,00:17:31
11:51:56,N/A
11:51:57,N/A
11:53:05,00:17:55
11:53:32,00:21:57
11:54:16,00:21:44
11:57:40,00:19:25
11:58:26,00:20:54
11:59:03,00:19:33
11:59:25,N/A
12:03:08,00:19:16
12:03:39,00:18:04
12:05:06,00:20:05
12:08:26,00:15:34
12:08:30,N/A
12:08:56,00:18:29
12:09:41,N/A
12:12:12,00:14:45
12:14:23,00:18:21
12:16:28,00:17:48
12:19:08,00:17:00
12:19:19,00:17:23
12:20:07,00:18:15
12:21:06,00:17:10
12:25:22,00:16:12
12:26:12,00:15:22
12:26:13,00:18:10
12:28:30,00:15:47
12:28:46,00:17:46
12:31:50,00:15:49
12:33:25,00:14:29
12:35:02,00:18:25
12:36:33,00:13:59
12:36:42,N/A
12:37:21,00:17:46
12:37:31,N/A
12:38:22,00:17:10
12:39:43,00:17:08
12:39:51,N/A
12:40:24,N/A
12:41:00,N/A
12:41:12,N/A
12:41:24,N/A
12:41:39,00:17:04
12:43:20,00:16:53
12:43:24,N/A
12:44:31,00:15:47
12:45:41,00:16:22
12:45:43,N/A
12:47:26,00:14:30
12:47:30,N/A
12:47:36,N/A
12:47:44,00:17:55
12:48:29,00:17:41
12:49:44,N/A
12:50:00,N/A
12:52:41,00:18:44
12:52:58,N/A
12:53:00,N/A
12:53:28,00:15:08
12:53:51,N/A
12:54:20,N/A
12:54:43,N/A
12:55:13,00:16:03
12:56:21,00:18:06
12:57:10,00:16:16
12:57:18,N/A
12:57:56,N/A
13:00:56,00:14:22
13:01:54,00:14:00
13:02:05,00:15:45
13:02:37,00:15:43
13:03:01,00:15:48
13:03:38,N/A
13:04:06,N/A
13:04:42,N/A
13:05:00,N/A
13:05:18,N/A
13:05:31,N/A
13:06:21,00:13:59
13:06:23,00:14:04
13:07:22,N/A
13:07:37,N/A
13:08:12,N/A
13:08:46,00:14:10
13:08:56,N/A
13:09:15,N/A
13:09:45,N/A
13:10:40,N/A
13:11:11,N/A
13:11:35,00:11:17
13:13:14,00:12:01
13:13:17,N/A
13:14:12,00:10:58
13:14:55,00:14:14
13:15:10,N/A
13:15:27,00:12:04
13:15:31,N/A
13:15:31,N/A
13:15:40,N/A
13:17:37,00:11:50
13:18:28,00:14:50
13:18:46,00:14:03
13:19:34,00:17:45
13:19:35,N/A
13:19:43,N/A
13:20:02,N/A
13:20:53,00:14:33
13:21:04,00:16:36
13:21:12,N/A
13:21:48,N/A
13:22:19,N/A
13:23:11,00:17:15
13:23:16,00:16:26
13:23:34,N/A
13:23:43,N/A
13:24:06,N/A
13:24:17,N/A
13:25:21,00:17:56
13:25:28,00:16:22
13:25:33,N/A
13:25:39,N/A
13:25:44,N/A
13:27:00,N/A
13:27:26,N/A
13:27:41,00:15:47
13:27:45,N/A
13:27:51,N/A
13:28:26,N/A
13:28:35,N/A
13:28:54,N/A
13:30:14,00:15:59
13:30:29,00:15:41
13:31:20,N/A
13:31:20,N/A
13:31:30,N/A
13:31:35,N/A
13:34:08,00:14:48
13:34:45,00:13:59
13:35:10,N/A
13:35:17,N/A
13:35:21,N/A
13:36:20,00:21:29
13:36:30,N/A
13:36:34,N/A
13:37:05,N/A
13:37:45,00:12:42
13:38:15,00:14:33
13:38:57,N/A
13:39:03,N/A
13:39:35,N/A
13:41:02,00:13:50
13:41:12,00:14:47
13:41:14,N/A
13:41:31,N/A
13:42:01,00:16:29
13:43:15,N/A
13:43:19,00:16:47
13:43:55,00:17:30
13:44:21,N/A
13:44:56,N/A
13:45:20,N/A
13:45:30,N/A
13:48:29,00:12:53
13:48:33,00:15:13
13:51:28,00:13:18
13:51:44,00:17:37
13:52:15,00:13:49
13:52:35,N/A
13:53:15,00:14:02
13:53:30,N/A
13:54:10,N/A
13:54:13,N/A
13:54:37,N/A
13:54:41,N/A
13:54:50,N/A
13:54:52,N/A
13:55:12,00:13:38
13:56:46,00:14:01
13:58:36,00:14:22
13:59:16,00:13:34
13:59:46,N/A
13:59:54,N/A
14:00:21,00:18:09
14:01:32,00:17:50
14:03:17,00:16:24
14:04:16,00:22:48
14:07:41,00:14:25
14:07:52,00:16:32
14:09:01,00:19:41
14:09:04,00:22:51
14:11:53,00:20:04
14:13:29,00:19:45
14:14:38,00:19:03
14:18:14,00:16:00
14:20:07,00:21:05
14:20:50,00:14:46
14:27:32,00:09:08
14:28:21,00:11:17
14:30:38,00:11:16
14:31:06,00:11:01
14:32:17,00:10:34
14:39:30,00:04:16
14:43:11,00:01:12
14:43:22,00:01:25
14:49:56,00:02:24
14:50:01,00:00:57
14:50:58,00:00:48
14:53:38,00:02:26
14:55:23,00:00:35
15:03:21,00:03:37
15:05:33,00:00:52
15:05:40,00:04:01
15:09:24,00:02:57
15:09:40,00:01:37
15:10:18,00:02:48
15:11:07,00:02:34
15:13:43,00:01:32
15:13:49,00:00:33
15:14:16,00:01:43
15:14:34,00:01:45
15:17:25,00:01:30
15:17:51,00:01:42
15:18:14,00:05:58
15:20:58,00:02:26
15:21:43,00:06:20
15:22:51,00:06:24
15:24:13,00:06:52
15:24:51,00:07:00
15:24:54,00:06:34
15:25:34,00:09:12
15:26:07,00:06:58
15:26:18,00:08:05
15:28:19,00:08:05
15:28:48,00:14:08
15:30:53,00:06:22
15:30:57,00:08:18
15:31:36,00:11:05
15:32:56,00:11:50
15:33:40,00:12:08
15:33:46,00:14:19
15:34:25,00:15:30
15:35:06,00:15:17
15:35:32,00:16:57
15:38:37,00:15:21
15:38:55,00:17:42
15:39:13,00:16:37
15:42:44,00:14:56
15:43:48,00:15:33
15:44:16,00:16:44
15:44:29,N/A
15:45:14,00:24:33
15:46:01,00:15:55
15:46:12,N/A
15:46:57,N/A
15:47:51,N/A
15:48:29,00:15:14
15:49:06,N/A
15:50:03,00:16:52
15:50:59,00:18:14
15:52:14,N/A
15:52:17,N/A
15:53:58,00:21:07
15:55:33,00:15:13
15:57:01,00:21:15
15:58:06,00:18:30
15:58:36,00:19:43
15:58:48,N/A
15:59:36,00:20:40
