group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:00 - 10:10,10:06:45,00:00:00,10:06:45,00:02:06,00:02:06,h1
2,4,Served,10:40 - 10:50,10:40:55,00:00:00,10:40:55,00:04:33,00:04:33,h1
3,3,Served,10:50 - 11:00,10:54:39,00:00:00,10:54:39,00:01:39,00:01:39,h1
4,3,Served,10:50 - 11:00,10:51:41,00:00:00,10:51:41,00:02:01,00:02:01,h1
5,5,Served,10:50 - 11:00,10:53:22,00:00:00,10:53:22,00:06:55,00:06:55,k1
6,2,Served,11:00 - 11:10,11:02:58,00:01:15,11:04:13,00:03:16,00:04:31,k1
7,2,Served,11:00 - 11:10,11:07:09,00:02:12,11:09:21,00:02:14,00:04:26,k1
8,3,Served,11:00 - 11:10,11:03:52,00:01:56,11:05:48,00:02:23,00:04:19,h1
9,1,Served,11:00 - 11:10,11:08:39,00:02:56,11:11:35,00:03:09,00:06:05,k1
10,2,Served,11:00 - 11:10,11:05:07,00:03:04,11:08:11,00:02:29,00:05:33,h1
11,1,Served,11:00 - 11:10,11:04:18,00:03:11,11:07:29,00:01:52,00:05:03,k1
12,2,Served,11:00 - 11:10,11:00:27,00:00:00,11:00:27,00:03:46,00:03:46,k1
13,1,Served,11:00 - 11:10,11:00:45,00:00:47,11:01:32,00:01:39,00:02:26,h1
14,2,Served,11:00 - 11:10,11:00:52,00:02:19,11:03:11,00:02:37,00:04:56,h1
15,1,Served,11:00 - 11:10,11:00:17,00:00:00,11:00:17,00:01:15,00:01:15,h1
16,3,Served,11:00 - 11:10,11:08:29,00:02:11,11:10:40,00:04:20,00:06:31,h1
17,2,Served,11:10 - 11:20,11:11:01,00:05:30,11:16:31,00:01:54,00:07:24,h1
18,2,Served,11:10 - 11:20,11:16:07,00:06:49,11:22:56,00:04:26,00:11:15,h1
19,2,Served,11:10 - 11:20,11:10:30,00:04:14,11:14:44,00:03:20,00:07:34,k1
20,2,Served,11:10 - 11:20,11:11:24,00:06:40,11:18:04,00:01:04,00:07:44,k1
21,2,Served,11:10 - 11:20,11:15:35,00:04:44,11:20:19,00:02:37,00:07:21,h1
22,3,Served,11:10 - 11:20,11:18:33,00:10:48,11:29:21,00:02:21,00:13:09,h1
23,3,Served,11:10 - 11:20,11:15:32,00:03:36,11:19:08,00:10:09,00:13:45,k1
24,3,Served,11:10 - 11:20,11:14:43,00:03:42,11:18:25,00:01:54,00:05:36,h1
25,2,Served,11:10 - 11:20,11:17:16,00:12:01,11:29:17,00:03:19,00:15:20,k1
26,2,Served,11:10 - 11:20,11:19:45,00:12:51,11:32:36,00:03:09,00:16:00,k1
27,1,Served,11:10 - 11:20,11:16:41,00:10:41,11:27:22,00:01:59,00:12:40,h1
28,2,Served,11:10 - 11:20,11:19:01,00:12:41,11:31:42,00:06:10,00:18:51,h1
29,2,Served,11:10 - 11:20,11:10:51,00:04:09,11:15:00,00:01:31,00:05:40,h1
30,2,Served,11:20 - 11:30,11:29:57,00:13:38,11:43:35,00:01:46,00:15:24,h1
31,3,Served,11:20 - 11:30,11:24:04,00:18:01,11:42:05,00:01:30,00:19:31,h1
32,1,Rejected,11:20 - 11:30,11:22:23,N/A,N/A,N/A,N/A,N/A
33,3,Rejected,11:20 - 11:30,11:28:23,N/A,N/A,N/A,N/A,N/A
34,2,Served,11:20 - 11:30,11:20:52,00:17:35,11:38:27,00:03:41,00:21:16,k1
35,1,Rejected,11:20 - 11:30,11:22:56,N/A,N/A,N/A,N/A,N/A
36,1,Rejected,11:20 - 11:30,11:24:07,N/A,N/A,N/A,N/A,N/A
37,2,Rejected,11:20 - 11:30,11:24:51,N/A,N/A,N/A,N/A,N/A
38,2,Rejected,11:20 - 11:30,11:25:56,N/A,N/A,N/A,N/A,N/A
39,1,Served,11:20 - 11:30,11:22:05,00:17:25,11:39:30,00:02:35,00:20:00,h1
40,2,Served,11:20 - 11:30,11:20:17,00:15:28,11:35:45,00:02:42,00:18:10,k1
41,2,Rejected,11:20 - 11:30,11:28:53,N/A,N/A,N/A,N/A,N/A
42,2,Served,11:20 - 11:30,11:20:28,00:17:24,11:37:52,00:01:38,00:19:02,h1
43,2,Rejected,11:20 - 11:30,11:25:40,N/A,N/A,N/A,N/A,N/A
44,2,Served,11:20 - 11:30,11:27:40,00:14:28,11:42:08,00:05:14,00:19:42,k1
45,1,Rejected,11:20 - 11:30,11:26:06,N/A,N/A,N/A,N/A,N/A
46,1,Rejected,11:20 - 11:30,11:24:57,N/A,N/A,N/A,N/A,N/A
47,3,Rejected,11:20 - 11:30,11:25:22,N/A,N/A,N/A,N/A,N/A
48,1,Rejected,11:20 - 11:30,11:22:41,N/A,N/A,N/A,N/A,N/A
49,1,Rejected,11:30 - 11:40,11:35:17,N/A,N/A,N/A,N/A,N/A
50,1,Rejected,11:30 - 11:40,11:33:25,N/A,N/A,N/A,N/A,N/A
51,1,Rejected,11:30 - 11:40,11:35:48,N/A,N/A,N/A,N/A,N/A
52,1,Rejected,11:30 - 11:40,11:34:56,N/A,N/A,N/A,N/A,N/A
53,1,Rejected,11:30 - 11:40,11:35:42,N/A,N/A,N/A,N/A,N/A
54,3,Served,11:30 - 11:40,11:32:01,00:14:49,11:46:50,00:01:33,00:16:22,h1
55,1,Rejected,11:30 - 11:40,11:33:43,N/A,N/A,N/A,N/A,N/A
56,4,Served,11:30 - 11:40,11:30:13,00:15:08,11:45:21,00:01:29,00:16:37,h1
57,2,Rejected,11:30 - 11:40,11:37:23,N/A,N/A,N/A,N/A,N/A
58,2,Rejected,11:30 - 11:40,11:33:40,N/A,N/A,N/A,N/A,N/A
59,4,Rejected,11:30 - 11:40,11:36:50,N/A,N/A,N/A,N/A,N/A
60,2,Rejected,11:30 - 11:40,11:39:13,N/A,N/A,N/A,N/A,N/A
61,1,Served,11:30 - 11:40,11:35:46,00:12:37,11:48:23,00:02:11,00:14:48,h1
62,2,Served,11:30 - 11:40,11:38:22,00:11:57,11:50:19,00:02:56,00:14:53,k1
63,1,Rejected,11:30 - 11:40,11:34:52,N/A,N/A,N/A,N/A,N/A
64,2,Served,11:30 - 11:40,11:38:56,00:11:38,11:50:34,00:02:18,00:13:56,h1
65,1,Served,11:30 - 11:40,11:32:57,00:14:25,11:47:22,00:02:57,00:17:22,k1
66,4,Rejected,11:30 - 11:40,11:31:08,N/A,N/A,N/A,N/A,N/A
67,2,Rejected,11:30 - 11:40,11:31:16,N/A,N/A,N/A,N/A,N/A
68,3,Rejected,11:30 - 11:40,11:30:55,N/A,N/A,N/A,N/A,N/A
69,1,Rejected,11:30 - 11:40,11:36:26,N/A,N/A,N/A,N/A,N/A
70,3,Rejected,11:40 - 11:50,11:41:47,N/A,N/A,N/A,N/A,N/A
71,1,Served,11:40 - 11:50,11:47:34,00:12:31,12:00:05,00:03:06,00:15:37,h1
72,2,Rejected,11:40 - 11:50,11:45:19,N/A,N/A,N/A,N/A,N/A
73,2,Rejected,11:40 - 11:50,11:40:49,N/A,N/A,N/A,N/A,N/A
74,3,Served,11:40 - 11:50,11:42:20,00:10:55,11:53:15,00:02:25,00:13:20,k1
75,1,Rejected,11:40 - 11:50,11:43:20,N/A,N/A,N/A,N/A,N/A
76,2,Rejected,11:40 - 11:50,11:44:41,N/A,N/A,N/A,N/A,N/A
77,2,Served,11:40 - 11:50,11:48:38,00:11:57,12:00:35,00:13:03,00:25:00,k1
78,3,Rejected,11:40 - 11:50,11:41:36,N/A,N/A,N/A,N/A,N/A
79,1,Served,11:40 - 11:50,11:46:55,00:09:37,11:56:32,00:03:33,00:13:10,h1
80,4,Served,11:40 - 11:50,11:42:25,00:11:08,11:53:33,00:02:59,00:14:07,h1
81,2,Served,11:40 - 11:50,11:44:22,00:11:18,11:55:40,00:02:54,00:14:12,k1
82,1,Rejected,11:40 - 11:50,11:41:49,N/A,N/A,N/A,N/A,N/A
83,2,Served,11:40 - 11:50,11:46:57,00:11:37,11:58:34,00:02:01,00:13:38,k1
84,1,Served,11:40 - 11:50,11:40:07,00:12:45,11:52:52,00:00:41,00:13:26,h1
85,5,Rejected,11:40 - 11:50,11:41:02,N/A,N/A,N/A,N/A,N/A
86,2,Served,11:50 - 12:00,11:54:16,00:19:22,12:13:38,00:02:22,00:21:44,k1
87,2,Rejected,11:50 - 12:00,11:51:57,N/A,N/A,N/A,N/A,N/A
88,3,Served,11:50 - 12:00,11:57:40,00:17:49,12:15:29,00:01:36,00:19:25,h1
89,4,Rejected,11:50 - 12:00,11:59:25,N/A,N/A,N/A,N/A,N/A
90,2,Served,11:50 - 12:00,11:51:05,00:12:06,12:03:11,00:03:43,00:15:49,h1
91,1,Rejected,11:50 - 12:00,11:51:56,N/A,N/A,N/A,N/A,N/A
92,1,Served,11:50 - 12:00,11:53:32,00:17:28,12:11:00,00:04:29,00:21:57,h1
93,1,Served,11:50 - 12:00,11:53:05,00:15:35,12:08:40,00:02:20,00:17:55,h1
94,4,Served,11:50 - 12:00,11:59:03,00:18:02,12:17:05,00:01:31,00:19:33,h1
95,3,Served,11:50 - 12:00,11:58:26,00:17:34,12:16:00,00:03:20,00:20:54,k1
96,2,Rejected,11:50 - 12:00,11:50:16,N/A,N/A,N/A,N/A,N/A
97,1,Rejected,11:50 - 12:00,11:50:00,N/A,N/A,N/A,N/A,N/A
98,1,Served,11:50 - 12:00,11:51:09,00:15:45,12:06:54,00:01:46,00:17:31,h1
99,1,Served,12:00 - 12:10,12:08:26,00:13:58,12:22:24,00:01:36,00:15:34,h1
100,2,Served,12:00 - 12:10,12:05:06,00:16:37,12:21:43,00:03:28,00:20:05,k1
101,2,Rejected,12:00 - 12:10,12:09:41,N/A,N/A,N/A,N/A,N/A
102,1,Rejected,12:00 - 12:10,12:08:30,N/A,N/A,N/A,N/A,N/A
103,1,Served,12:00 - 12:10,12:03:39,00:15:41,12:19:20,00:02:23,00:18:04,k1
104,5,Served,12:00 - 12:10,12:03:08,00:15:28,12:18:36,00:03:48,00:19:16,h1
105,1,Served,12:00 - 12:10,12:08:56,00:15:04,12:24:00,00:03:25,00:18:29,h1
106,2,Served,12:10 - 12:20,12:14:23,00:12:34,12:26:57,00:05:47,00:18:21,k1
107,4,Served,12:10 - 12:20,12:19:08,00:13:36,12:32:44,00:03:24,00:17:00,k1
108,1,Served,12:10 - 12:20,12:19:19,00:14:57,12:34:16,00:02:26,00:17:23,h1
109,2,Served,12:10 - 12:20,12:12:12,00:12:59,12:25:11,00:01:46,00:14:45,k1
110,2,Served,12:10 - 12:20,12:16:28,00:10:57,12:27:25,00:06:51,00:17:48,h1
111,2,Served,12:20 - 12:30,12:28:30,00:13:04,12:41:34,00:02:43,00:15:47,k1
112,2,Served,12:20 - 12:30,12:26:12,00:12:10,12:38:22,00:03:12,00:15:22,k1
113,3,Served,12:20 - 12:30,12:26:13,00:15:21,12:41:34,00:02:49,00:18:10,h1
114,2,Served,12:20 - 12:30,12:28:46,00:15:31,12:44:17,00:02:15,00:17:46,k1
115,2,Served,12:20 - 12:30,12:20:07,00:16:01,12:36:08,00:02:14,00:18:15,k1
116,2,Served,12:20 - 12:30,12:25:22,00:12:54,12:38:16,00:03:18,00:16:12,h1
117,1,Served,12:20 - 12:30,12:21:06,00:15:36,12:36:42,00:01:34,00:17:10,h1
118,2,Served,12:30 - 12:40,12:31:50,00:12:33,12:44:23,00:03:16,00:15:49,h1
119,2,Served,12:30 - 12:40,12:33:25,00:13:07,12:46:32,00:01:22,00:14:29,k1
120,1,Rejected,12:30 - 12:40,12:39:51,N/A,N/A,N/A,N/A,N/A
121,3,Served,12:30 - 12:40,12:38:22,00:15:05,12:53:27,00:02:05,00:17:10,h1
122,2,Served,12:30 - 12:40,12:39:43,00:15:24,12:55:07,00:01:44,00:17:08,k1
123,1,Served,12:30 - 12:40,12:37:21,00:13:11,12:50:32,00:04:35,00:17:46,k1
124,2,Served,12:30 - 12:40,12:36:33,00:11:21,12:47:54,00:02:38,00:13:59,k1
125,1,Rejected,12:30 - 12:40,12:36:42,N/A,N/A,N/A,N/A,N/A
126,2,Served,12:30 - 12:40,12:35:02,00:12:37,12:47:39,00:05:48,00:18:25,h1
127,1,Rejected,12:30 - 12:40,12:37:31,N/A,N/A,N/A,N/A,N/A
128,2,Rejected,12:40 - 12:50,12:49:44,N/A,N/A,N/A,N/A,N/A
129,1,Served,12:40 - 12:50,12:45:41,00:14:32,13:00:13,00:01:50,00:16:22,k1
130,2,Rejected,12:40 - 12:50,12:41:24,N/A,N/A,N/A,N/A,N/A
131,1,Served,12:40 - 12:50,12:47:44,00:14:12,13:01:56,00:03:43,00:17:55,h1
132,1,Rejected,12:40 - 12:50,12:41:12,N/A,N/A,N/A,N/A,N/A
133,1,Rejected,12:40 - 12:50,12:45:43,N/A,N/A,N/A,N/A,N/A
134,2,Rejected,12:40 - 12:50,12:41:00,N/A,N/A,N/A,N/A,N/A
135,2,Served,12:40 - 12:50,12:47:26,00:12:52,13:00:18,00:01:38,00:14:30,h1
136,2,Rejected,12:40 - 12:50,12:47:36,N/A,N/A,N/A,N/A,N/A
137,1,Served,12:40 - 12:50,12:48:29,00:13:34,13:02:03,00:04:07,00:17:41,k1
138,2,Rejected,12:40 - 12:50,12:43:24,N/A,N/A,N/A,N/A,N/A
139,1,Rejected,12:40 - 12:50,12:40:24,N/A,N/A,N/A,N/A,N/A
140,2,Served,12:40 - 12:50,12:44:31,00:14:12,12:58:43,00:01:35,00:15:47,h1
141,1,Rejected,12:40 - 12:50,12:47:30,N/A,N/A,N/A,N/A,N/A
142,3,Served,12:40 - 12:50,12:41:39,00:13:53,12:55:32,00:03:11,00:17:04,h1
143,1,Served,12:40 - 12:50,12:43:20,00:13:31,12:56:51,00:03:22,00:16:53,k1
144,3,Rejected,12:50 - 13:00,12:57:18,N/A,N/A,N/A,N/A,N/A
145,2,Served,12:50 - 13:00,12:52:41,00:12:58,13:05:39,00:05:46,00:18:44,h1
146,3,Rejected,12:50 - 13:00,12:50:00,N/A,N/A,N/A,N/A,N/A
147,2,Served,12:50 - 13:00,12:53:28,00:12:42,13:06:10,00:02:26,00:15:08,k1
148,1,Served,12:50 - 13:00,12:57:10,00:14:15,13:11:25,00:02:01,00:16:16,h1
149,1,Rejected,12:50 - 13:00,12:54:43,N/A,N/A,N/A,N/A,N/A
150,2,Served,12:50 - 13:00,12:56:21,00:14:55,13:11:16,00:03:11,00:18:06,k1
151,4,Rejected,12:50 - 13:00,12:53:51,N/A,N/A,N/A,N/A,N/A
152,1,Rejected,12:50 - 13:00,12:57:56,N/A,N/A,N/A,N/A,N/A
153,4,Rejected,12:50 - 13:00,12:54:20,N/A,N/A,N/A,N/A,N/A
