arrival_time,in_queue_time
10:32:06,00:00:00
10:42:27,00:00:00
10:44:08,00:00:00
10:48:59,00:00:00
10:49:36,00:00:00
10:50:12,00:00:41
10:50:37,00:02:04
10:50:48,00:01:58
10:51:44,00:04:17
10:52:23,00:04:50
10:54:50,00:03:30
10:58:40,00:00:00
11:01:11,00:00:00
11:01:51,00:01:40
11:02:53,00:02:19
11:04:47,00:01:10
11:05:18,00:02:20
11:05:57,00:04:09
11:06:04,00:05:21
11:06:25,00:06:10
11:08:28,00:05:43
11:08:39,00:06:04
11:09:27,00:06:05
11:09:35,00:06:48
11:09:58,00:06:53
11:10:24,00:07:09
11:11:07,00:08:12
11:12:21,00:09:57
11:12:59,00:10:33
11:13:05,00:11:22
11:13:17,N/A
11:14:28,00:10:10
11:14:41,N/A
11:14:49,00:12:35
11:14:52,N/A
11:15:06,N/A
11:15:09,N/A
11:15:22,N/A
11:16:26,00:12:04
11:16:42,00:12:28
11:17:14,00:13:52
11:18:24,N/A
11:18:24,00:13:08
11:18:26,N/A
11:18:31,N/A
11:18:49,N/A
11:18:54,N/A
11:19:32,00:13:18
11:19:36,N/A
11:20:06,N/A
11:21:14,N/A
11:21:50,N/A
11:21:51,N/A
11:21:56,N/A
11:22:53,00:11:10
11:23:22,N/A
11:23:40,00:13:46
11:24:09,N/A
11:24:19,N/A
11:24:33,00:14:42
11:24:55,00:15:42
11:26:01,N/A
11:26:13,N/A
11:26:14,N/A
11:27:14,N/A
11:27:20,N/A
11:27:25,00:14:19
11:29:16,00:13:06
11:29:29,00:14:34
11:29:40,N/A
11:29:51,N/A
11:30:09,N/A
11:30:22,N/A
11:30:33,N/A
11:31:08,00:13:02
11:31:34,00:14:52
11:31:40,N/A
11:31:41,N/A
11:31:59,N/A
11:32:04,N/A
11:32:47,N/A
11:32:57,00:13:38
11:33:00,N/A
11:33:34,N/A
11:33:43,N/A
11:34:28,00:13:42
11:36:25,N/A
11:36:52,N/A
11:36:53,N/A
11:37:08,N/A
11:37:49,00:11:50
11:38:15,N/A
11:38:28,N/A
11:38:39,N/A
11:39:09,N/A
11:39:19,00:11:11
11:39:41,N/A
11:40:01,N/A
11:40:03,N/A
11:42:15,00:08:57
11:42:51,00:10:50
11:42:57,00:12:21
11:43:30,N/A
11:45:05,00:12:05
11:45:10,00:12:47
11:45:46,N/A
11:45:55,N/A
11:46:21,N/A
11:46:36,00:12:24
11:47:05,00:13:08
11:47:43,N/A
11:48:11,00:12:19
11:48:21,N/A
11:49:02,N/A
11:49:16,N/A
11:49:48,00:11:19
11:49:58,N/A
11:50:02,N/A
11:50:13,N/A
11:50:39,00:12:38
11:51:01,N/A
11:51:57,00:11:48
11:53:11,N/A
11:53:37,N/A
11:54:09,00:10:50
11:54:14,N/A
11:54:48,N/A
11:55:00,N/A
11:55:09,N/A
11:55:09,N/A
11:55:16,N/A
11:57:03,00:08:42
11:57:26,00:09:51
11:57:55,N/A
11:58:15,00:10:25
11:58:53,N/A
12:02:47,00:06:41
12:02:53,00:08:40
12:03:26,00:08:14
12:05:34,00:07:26
12:07:11,00:06:32
12:08:14,00:07:38
12:09:04,00:09:40
12:09:04,00:08:18
12:11:07,00:08:27
12:12:54,00:06:52
12:14:09,00:07:08
12:18:16,00:03:52
12:18:37,00:03:31
12:20:33,00:03:37
12:22:11,00:05:05
12:22:20,00:06:27
12:24:47,00:04:24
12:25:07,00:05:44
12:26:37,00:06:03
12:27:32,00:05:15
12:29:16,00:05:34
12:31:21,00:04:35
12:34:26,00:02:34
12:35:09,00:04:37
12:36:13,00:04:23
12:37:00,00:05:23
12:37:00,00:06:19
12:38:05,00:05:49
12:38:10,00:06:04
12:39:16,00:06:06
12:41:52,00:04:06
12:41:53,00:06:54
12:42:35,00:07:07
12:43:10,00:07:55
12:44:20,00:08:18
12:44:44,00:08:40
12:45:23,00:09:03
12:46:18,00:09:36
12:46:23,00:11:38
12:47:24,00:11:51
12:48:53,00:11:50
12:49:37,00:11:19
12:49:42,N/A
12:50:05,00:11:41
12:50:09,N/A
12:51:23,00:11:41
12:51:35,N/A
12:51:41,N/A
12:52:01,N/A
12:53:25,00:11:34
12:54:54,00:11:51
12:55:12,00:12:39
12:56:18,00:12:28
12:56:30,N/A
12:56:41,N/A
12:56:54,N/A
12:57:42,N/A
12:57:44,N/A
12:57:58,N/A
12:59:10,00:10:51
13:00:06,00:10:45
13:00:09,N/A
13:00:53,00:10:15
13:01:19,00:10:49
13:01:54,00:12:01
13:02:45,N/A
13:03:33,00:12:00
13:03:41,N/A
13:03:47,N/A
13:04:39,N/A
13:05:17,00:11:29
13:05:33,N/A
13:05:53,N/A
13:05:59,N/A
13:06:26,N/A
13:06:32,N/A
13:07:00,00:10:50
13:07:13,N/A
13:07:27,N/A
13:08:50,00:09:28
13:08:51,N/A
13:08:51,00:10:39
13:10:10,00:10:11
13:10:40,N/A
13:11:21,00:09:13
13:11:49,00:10:13
13:12:36,00:09:27
13:12:37,N/A
13:12:58,N/A
13:13:08,N/A
13:13:16,N/A
13:13:22,N/A
13:13:46,N/A
13:13:50,N/A
13:14:13,00:10:04
13:14:26,N/A
13:14:29,N/A
13:14:44,N/A
13:14:52,N/A
13:15:46,00:09:48
13:15:57,N/A
13:16:16,N/A
13:16:49,00:10:13
13:17:58,00:09:38
13:19:00,00:10:42
13:19:05,N/A
13:19:12,N/A
13:19:25,N/A
13:19:49,00:10:07
13:20:20,N/A
13:20:52,00:10:50
13:21:09,00:11:02
13:21:19,N/A
13:21:29,N/A
13:21:52,N/A
13:22:08,00:10:40
13:22:22,00:11:41
13:22:29,N/A
13:23:35,N/A
13:23:40,N/A
13:24:01,N/A
13:24:07,N/A
13:24:13,N/A
13:24:18,N/A
13:24:18,00:11:33
13:24:39,N/A
13:26:16,00:09:46
13:26:38,N/A
13:27:22,00:10:02
13:27:27,N/A
13:27:54,00:12:04
13:28:20,N/A
13:28:49,N/A
13:28:54,N/A
13:29:08,N/A
13:29:09,N/A
13:29:15,N/A
13:29:20,N/A
13:29:25,N/A
13:30:14,00:09:51
13:30:30,00:11:06
13:30:34,N/A
13:31:06,N/A
13:31:34,N/A
13:31:48,00:12:34
13:31:50,N/A
13:32:41,00:12:23
13:32:54,00:14:06
13:33:21,N/A
13:33:47,N/A
13:33:53,N/A
13:34:00,N/A
13:34:42,00:13:00
13:34:48,N/A
13:35:54,00:12:51
13:36:12,00:14:36
13:36:25,N/A
13:36:26,N/A
13:36:30,N/A
13:36:47,N/A
13:36:49,N/A
13:37:01,N/A
13:37:07,N/A
13:37:45,00:13:31
13:38:06,N/A
13:38:32,N/A
13:40:26,00:13:27
13:40:39,00:14:46
13:40:48,N/A
13:41:22,N/A
13:41:31,N/A
13:41:37,00:13:59
13:41:56,N/A
13:42:10,N/A
13:42:12,N/A
13:42:33,N/A
13:43:01,N/A
13:43:16,N/A
13:44:00,N/A
13:44:09,N/A
13:44:24,00:13:01
13:44:52,N/A
13:45:30,00:12:17
13:46:01,N/A
13:46:18,N/A
13:46:26,N/A
13:46:51,N/A
13:48:39,00:11:21
13:49:09,00:12:28
13:49:17,00:16:14
13:49:22,N/A
13:49:59,N/A
13:50:31,N/A
13:51:24,00:15:50
13:52:12,00:16:22
13:52:21,N/A
13:53:04,N/A
13:53:25,N/A
13:54:21,00:14:37
13:55:36,00:15:33
13:55:49,00:15:20
13:56:48,N/A
13:57:13,N/A
13:57:55,00:14:39
13:58:04,00:17:00
13:58:31,N/A
14:01:17,00:14:10
14:01:48,00:15:51
14:02:23,N/A
14:03:40,N/A
14:03:49,N/A
14:03:57,N/A
14:04:08,N/A
14:04:27,N/A
14:06:21,00:12:03
14:06:35,N/A
14:07:35,00:13:32
14:07:49,N/A
14:07:50,N/A
14:07:52,N/A
14:07:56,N/A
14:08:04,N/A
14:08:30,N/A
14:09:51,00:14:17
14:11:25,00:12:47
14:12:35,00:13:34
14:13:24,00:14:17
14:13:28,00:14:53
14:15:59,00:13:03
14:16:00,00:14:10
14:17:35,N/A
14:21:51,00:08:54
14:23:00,00:09:03
14:24:37,00:09:08
14:27:17,00:07:00
14:37:52,00:00:00
14:37:58,00:00:00
14:38:42,00:00:45
14:40:11,00:00:00
14:40:34,00:01:31
14:46:33,00:00:00
14:49:54,00:00:00
14:50:53,00:01:37
14:51:34,00:04:24
14:54:52,00:03:09
14:55:46,00:03:03
14:56:46,00:04:07
14:57:04,00:05:43
14:57:59,00:06:51
14:58:45,00:06:22
15:05:23,00:01:30
15:05:52,00:01:26
15:05:55,00:01:59
15:06:09,00:03:10
15:07:14,00:02:09
15:07:39,00:03:34
15:07:40,00:05:26
15:08:20,00:05:03
15:12:34,00:01:35
15:12:37,00:03:17
15:12:59,00:03:06
15:13:44,00:04:57
15:15:42,00:03:49
15:16:15,00:03:54
15:18:44,00:02:23
15:19:04,00:03:55
15:19:44,00:04:03
15:20:27,00:03:25
15:20:59,00:04:32
15:22:48,00:02:48
15:24:08,00:03:42
15:24:10,00:04:52
15:24:51,00:06:23
15:24:54,00:07:43
15:25:25,00:08:53
15:26:00,00:08:47
15:26:58,00:09:48
15:28:31,00:08:54
15:29:30,00:09:18
15:30:22,00:09:08
15:30:37,00:10:00
15:30:45,00:10:09
15:31:46,00:10:21
15:32:17,N/A
15:32:55,00:09:59
15:33:23,N/A
15:34:38,00:09:49
15:34:47,N/A
15:35:18,00:09:27
15:36:18,N/A
15:38:35,00:06:31
15:39:01,00:07:38
15:39:14,00:07:46
15:40:21,00:09:24
15:40:30,N/A
15:40:47,00:09:39
15:40:52,N/A
15:42:39,00:09:42
15:42:45,00:09:40
15:44:36,00:09:25
15:45:10,00:10:11
15:45:12,00:11:15
15:45:13,00:11:39
15:45:14,N/A
15:45:29,N/A
15:45:41,N/A
15:45:57,N/A
15:46:32,N/A
15:47:04,00:11:42
