arrival_time,in_queue_time
10:41:10,00:00:00
10:55:12,00:00:00
10:56:32,00:00:00
11:00:42,00:00:00
11:01:12,00:00:00
11:04:19,00:00:00
11:06:59,00:00:00
11:07:00,00:00:31
11:07:04,00:02:03
11:10:02,00:00:08
11:12:04,00:00:00
11:13:39,00:00:00
11:14:35,00:00:00
11:17:34,00:00:00
11:17:56,00:00:00
11:18:11,00:02:01
11:18:13,00:05:34
11:18:15,00:07:44
11:19:45,00:08:26
11:20:23,00:07:49
11:21:02,00:10:32
11:21:09,00:10:45
11:21:46,00:11:45
11:22:33,00:12:13
11:23:25,00:11:56
11:27:03,00:11:42
11:27:16,00:11:31
11:29:05,00:11:58
11:29:31,00:13:19
11:29:52,00:14:03
11:30:21,N/A
11:31:42,00:12:41
11:32:55,00:13:19
11:33:09,N/A
11:33:17,N/A
11:34:02,00:15:04
11:35:34,00:14:39
11:37:37,00:13:49
11:37:46,N/A
11:39:19,00:12:26
11:39:34,00:12:47
11:39:49,N/A
11:40:44,N/A
11:41:19,00:12:30
11:43:52,00:10:18
11:45:21,00:09:17
11:45:31,00:09:56
11:46:22,00:10:09
11:46:42,N/A
11:48:10,N/A
11:49:34,00:07:44
11:49:42,N/A
11:51:03,00:07:25
11:51:43,00:09:43
11:55:05,00:06:47
11:55:46,00:08:22
11:57:01,00:07:23
11:57:28,00:08:55
11:58:48,00:07:45
12:01:27,00:07:07
12:02:20,00:06:24
12:08:03,00:01:17
12:11:07,00:00:00
12:13:06,00:01:58
12:14:34,00:00:37
12:15:02,00:01:30
12:20:57,00:00:00
12:23:22,00:00:00
12:25:51,00:00:00
12:26:53,00:02:42
12:27:14,00:03:39
12:31:57,00:02:53
12:32:43,00:03:18
12:33:54,00:02:23
12:34:42,00:03:38
12:39:29,00:00:00
12:41:19,00:00:00
12:42:43,00:00:00
12:44:19,00:00:00
12:44:32,00:00:00
12:44:43,00:00:40
12:45:02,00:02:28
12:45:24,00:03:47
12:48:12,00:01:08
12:48:19,00:03:17
12:50:37,00:01:17
12:51:52,00:01:29
12:54:33,00:00:00
12:55:28,00:00:00
12:56:01,00:01:47
12:57:50,00:01:13
12:59:29,00:01:28
13:00:28,00:04:05
13:00:41,00:04:02
13:00:42,00:04:58
13:01:03,00:06:07
13:02:12,00:06:27
13:03:25,00:05:45
13:04:45,00:06:34
13:04:57,00:07:08
13:06:08,00:08:41
13:07:52,00:08:24
13:09:16,00:08:33
13:09:28,00:09:11
13:10:45,00:10:14
13:13:01,00:08:32
13:13:41,00:10:08
13:14:01,00:11:58
13:14:10,00:12:53
13:14:20,00:13:55
13:15:24,00:14:04
13:16:20,00:13:18
13:16:35,N/A
13:19:03,00:11:51
13:19:25,00:12:51
13:20:25,N/A
13:20:28,N/A
13:20:36,N/A
13:21:35,00:11:09
13:21:55,00:14:23
13:22:26,N/A
13:23:22,N/A
13:23:58,00:13:29
13:24:25,N/A
13:25:02,N/A
13:27:08,00:12:22
13:27:28,00:12:28
13:27:38,N/A
13:28:08,N/A
13:28:57,00:12:53
13:29:14,N/A
13:29:15,N/A
13:30:04,00:11:50
13:30:38,00:13:24
13:32:36,00:11:38
13:32:42,00:13:15
13:33:04,00:14:25
13:33:17,N/A
13:33:55,N/A
13:34:28,N/A
13:34:34,N/A
13:35:04,N/A
13:36:26,00:13:26
13:36:35,N/A
