group_id,service_time
1,00:02:54
2,00:01:06
3,00:02:45
5,00:02:08
6,00:01:50
8,00:02:10
9,00:04:17
10,00:02:38
12,00:01:39
14,00:02:12
15,00:02:13
16,00:03:35
20,00:03:42
21,00:01:37
24,00:01:33
25,00:04:05
27,00:03:24
29,00:01:50
31,00:01:51
33,00:01:13
36,00:02:52
37,00:01:28
41,00:00:55
42,00:01:07
43,00:04:34
50,00:00:47
52,00:02:42
54,00:02:32
56,00:02:11
58,00:02:09
60,00:06:27
63,00:01:21
64,00:00:47
68,00:03:44
69,00:05:15
71,00:04:44
72,00:02:15
74,00:01:27
76,00:01:01
78,00:03:57
80,00:03:12
81,00:02:16
82,00:00:51
83,00:01:45
86,00:03:36
88,00:01:15
89,00:01:24
91,00:01:54
92,00:02:20
93,00:01:07
94,00:04:57
97,00:02:54
98,00:03:30
103,00:02:09
104,00:02:23
107,00:02:25
108,00:01:26
109,00:01:50
110,00:02:10
113,00:02:16
114,00:01:04
117,00:02:03
120,00:03:34
121,00:01:09
132,00:02:24
134,00:03:16
138,00:02:20
141,00:05:38
147,00:05:28
148,00:04:10
150,00:02:53
152,00:01:29
153,00:02:45
161,00:02:17
162,00:01:37
164,00:01:24
168,00:02:07
169,00:01:19
175,00:01:33
177,00:01:35
179,00:01:19
180,00:01:53
181,00:06:26
182,00:02:01
185,00:01:40
186,00:02:15
189,00:01:12
191,00:01:16
193,00:03:52
194,00:02:17
195,00:04:20
197,00:06:16
199,00:02:26
202,00:04:21
204,00:01:58
206,00:01:45
209,00:01:53
210,00:01:20
211,00:01:45
212,00:02:06
214,00:03:25
216,00:01:28
217,00:02:01
219,00:01:58
221,00:07:10
223,00:02:10
224,00:02:31
226,00:02:59
229,00:03:26
230,00:01:35
237,00:03:09
238,00:02:45
241,00:02:31
242,00:03:33
246,00:02:08
247,00:02:10
253,00:01:47
254,00:03:50
255,00:01:43
256,00:01:43
257,00:02:13
261,00:02:39
263,00:02:30
264,00:05:03
265,00:01:27
266,00:01:42
267,00:06:04
268,00:05:27
273,00:01:37
277,00:04:03
280,00:02:19
281,00:04:08
282,00:02:50
283,00:01:32
284,00:01:32
287,00:02:32
288,00:04:27
290,00:05:05
293,00:03:08
296,00:03:18
297,00:03:30
298,00:02:53
299,00:02:06
301,00:02:33
304,00:03:43
309,00:03:12
310,00:02:57
313,00:02:52
314,00:04:05
315,00:01:32
316,00:02:45
319,00:02:51
321,00:02:12
324,00:02:18
326,00:01:50
327,00:01:01
328,00:01:32
