arrival_time,in_queue_time
10:06:26,00:00:00
10:35:06,00:00:00
10:41:53,00:00:00
10:42:11,00:00:00
10:53:01,00:00:00
10:55:08,00:00:00
10:56:30,00:00:00
10:56:55,00:00:00
11:00:10,00:00:00
11:00:51,00:00:00
11:01:35,00:00:03
11:04:50,00:00:00
11:04:52,00:00:00
11:06:25,00:00:00
11:09:01,00:00:00
11:09:56,00:00:00
11:10:18,00:00:00
11:10:55,00:00:21
11:11:02,00:01:37
11:11:05,00:03:18
11:11:26,00:03:26
11:13:42,00:02:46
11:14:01,00:03:02
11:14:57,00:02:26
11:16:05,00:01:53
11:16:13,00:02:09
11:16:30,00:03:32
11:17:14,00:03:06
11:17:26,00:04:19
11:17:52,00:05:19
11:19:31,00:04:23
11:20:48,00:03:29
11:21:09,00:03:50
11:21:58,00:03:22
11:22:35,00:03:11
11:23:26,00:02:50
11:24:02,00:02:33
11:26:01,00:02:06
11:26:03,00:02:44
11:26:52,00:02:07
11:27:17,00:02:49
11:28:25,00:02:03
11:28:40,00:02:35
11:28:44,00:02:35
11:29:47,00:02:35
11:29:49,00:02:54
11:30:03,00:03:00
11:30:11,00:03:19
11:30:19,00:03:39
11:31:21,00:04:08
11:31:43,00:04:22
11:33:09,00:03:00
11:34:36,00:02:56
11:34:43,00:04:17
11:34:51,00:04:41
11:35:20,00:05:15
11:35:45,00:05:28
11:36:00,00:05:48
11:36:45,00:06:02
11:36:59,00:05:58
11:37:09,00:06:24
11:37:31,00:06:12
11:38:03,00:07:08
11:38:05,00:07:07
11:38:11,00:07:21
11:38:21,00:07:57
11:40:00,00:07:58
11:40:53,00:07:33
11:41:15,00:07:14
11:42:44,00:07:29
11:43:18,00:08:49
11:43:40,00:09:13
11:44:30,00:08:40
11:45:37,00:08:21
11:46:00,00:07:58
11:46:21,00:08:07
11:47:38,00:07:21
11:47:50,00:08:54
11:48:14,00:09:43
11:48:20,00:09:48
11:49:21,00:08:58
11:49:40,00:09:17
11:51:13,00:08:53
11:51:42,00:08:33
11:52:01,00:10:36
11:52:37,00:10:44
11:53:32,00:10:27
11:56:23,00:08:55
11:57:37,00:08:06
11:57:40,00:08:18
11:57:49,00:08:51
11:58:59,00:09:01
11:59:08,00:09:28
11:59:57,00:08:51
12:02:01,00:07:05
12:02:29,00:07:06
12:02:34,00:07:07
12:07:00,00:04:25
12:07:51,00:03:46
12:08:48,00:03:16
12:10:14,00:02:32
12:10:58,00:03:14
12:14:24,00:00:16
12:17:44,00:00:00
12:21:56,00:00:00
12:22:03,00:00:00
12:23:52,00:00:00
12:24:45,00:00:00
12:25:09,00:00:00
12:27:44,00:00:00
12:27:54,00:00:00
12:31:29,00:00:00
12:31:48,00:00:00
12:35:07,00:00:00
12:35:54,00:00:00
12:35:57,00:00:00
12:36:27,00:00:00
