group_id,service_time
1,00:04:04
2,00:02:49
4,00:02:17
5,00:02:49
7,00:03:19
9,00:03:00
12,00:01:59
16,00:03:38
17,00:01:25
18,00:01:58
21,00:02:40
22,00:01:19
28,00:01:44
31,00:02:32
32,00:01:41
34,00:00:56
39,00:02:31
43,00:01:03
44,00:01:54
46,00:03:43
48,00:01:29
49,00:03:27
51,00:01:40
52,00:02:16
57,00:01:06
63,00:01:55
74,00:01:58
76,00:02:16
77,00:01:24
78,00:02:57
81,00:02:15
82,00:01:18
83,00:01:05
85,00:01:44
89,00:02:31
90,00:01:22
94,00:02:53
100,00:07:16
104,00:02:31
105,00:02:50
106,00:04:46
114,00:01:23
119,00:01:34
120,00:03:11
124,00:02:02
125,00:04:11
129,00:02:52
130,00:05:38
133,00:01:28
138,00:02:36
143,00:00:59
148,00:01:24
150,00:03:11
154,00:00:59
157,00:01:18
158,00:07:48
161,00:01:22
163,00:01:07
169,00:04:46
173,00:02:22
176,00:01:02
177,00:02:40
190,00:03:49
191,00:01:10
192,00:00:30
194,00:01:26
195,00:01:55
198,00:01:42
204,00:01:40
205,00:01:42
206,00:02:09
209,00:04:33
214,00:01:26
229,00:02:11
230,00:01:38
231,00:02:10
234,00:03:23
241,00:01:53
246,00:01:31
253,00:01:42
256,00:02:13
260,00:03:01
261,00:01:40
262,00:01:48
263,00:01:35
267,00:04:12
271,00:02:27
274,00:04:39
275,00:01:16
276,00:00:47
278,00:05:39
284,00:01:08
286,00:02:07
287,00:01:48
290,00:02:00
291,00:02:49
292,00:01:06
294,00:01:22
295,00:00:51
296,00:01:18
298,00:02:22
299,00:06:26
309,00:01:55
310,00:02:09
312,00:03:03
314,00:02:32
319,00:02:24
322,00:01:55
324,00:01:27
329,00:02:36
335,00:02:51
337,00:05:31
342,00:04:04
343,00:01:33
347,00:02:10
352,00:02:58
353,00:01:38
354,00:01:23
355,00:01:50
361,00:03:56
363,00:06:37
368,00:00:59
369,00:03:00
373,00:02:39
376,00:02:07
377,00:02:11
380,00:02:30
383,00:01:24
384,00:01:25
386,00:02:15
388,00:02:37
389,00:01:37
391,00:02:24
392,00:02:34
395,00:00:49
397,00:00:47
404,00:04:42
405,00:02:28
409,00:03:32
415,00:03:32
417,00:03:03
418,00:03:22
419,00:00:43
425,00:02:33
429,00:02:08
431,00:02:36
433,00:03:58
438,00:01:28
440,00:02:49
441,00:02:52
446,00:02:58
447,00:02:54
448,00:01:32
449,00:01:39
452,00:03:06
457,00:01:45
458,00:01:40
459,00:01:32
461,00:02:28
