time,length
00:00:00,0
10:34:21,1
10:34:21,0
10:45:11,1
10:45:11,0
10:45:52,1
10:45:52,0
10:53:53,1
10:53:53,0
10:58:39,1
10:58:39,0
10:59:50,1
10:59:50,0
11:00:41,1
11:01:48,0
11:02:44,1
11:03:04,0
11:04:23,1
11:04:37,0
11:04:57,1
11:04:57,0
11:07:34,1
11:07:34,0
11:07:52,1
11:08:19,2
11:08:22,1
11:08:33,0
11:09:05,1
11:10:22,2
11:10:40,1
11:10:45,0
11:14:12,1
11:14:12,0
11:14:14,1
11:14:58,0
11:16:14,1
11:16:14,0
11:16:15,1
11:16:15,2
11:16:15,3
11:16:45,2
11:16:51,3
11:16:54,4
11:17:41,3
11:18:54,4
11:19:19,3
11:20:18,2
11:21:34,3
11:21:44,4
11:22:08,5
11:22:17,4
11:22:25,3
11:23:10,2
11:24:29,3
11:24:39,4
11:24:45,3
11:24:54,2
11:24:57,3
11:26:41,2
11:28:04,3
11:28:12,4
11:28:43,5
11:29:20,6
11:29:28,5
11:29:35,6
11:29:49,7
11:30:14,8
11:30:19,9
11:30:19,8
11:30:24,9
11:31:12,8
11:31:27,7
11:32:45,8
11:33:03,9
11:33:12,8
11:34:39,9
11:35:06,8
11:35:09,9
11:35:52,8
11:36:34,9
11:36:38,10
11:39:03,9
11:39:28,10
11:40:23,9
11:40:52,10
11:41:22,9
11:41:55,8
11:42:46,9
11:43:06,10
11:44:00,9
11:44:44,8
11:45:24,9
11:45:35,10
11:49:26,9
11:50:38,8
11:51:26,7
11:52:17,6
11:52:59,7
11:53:24,6
11:53:29,7
11:53:46,6
11:54:23,7
11:56:07,8
11:56:20,7
11:57:02,8
11:57:17,9
11:58:35,8
11:58:47,9
12:00:49,10
12:03:24,9
12:03:38,10
12:04:43,9
12:04:53,8
12:05:31,7
12:06:53,6
12:06:59,5
12:09:04,6
12:09:06,7
12:10:04,6
12:10:30,7
12:11:45,6
12:12:06,5
12:12:27,6
12:12:51,5
12:15:02,6
12:15:38,7
12:17:04,6
12:18:36,5
12:19:21,4
12:19:25,5
12:21:12,4
12:21:30,5
12:22:25,4
12:22:38,5
12:23:53,4
12:24:58,3
12:25:59,2
12:26:33,3
12:27:12,2
12:29:09,3
12:29:13,4
12:29:13,5
12:30:40,4
12:31:15,3
12:32:03,2
12:32:49,1
12:32:58,2
12:33:14,3
12:33:16,2
12:34:13,3
12:34:42,2
12:35:03,3
12:35:29,2
12:36:10,3
12:36:41,4
12:37:17,3
12:39:33,2
12:40:49,3
12:41:19,4
12:41:46,5
12:42:16,4
12:43:47,5
12:44:43,6
12:44:46,7
12:45:31,6
12:45:57,7
12:47:14,8
12:50:07,9
12:50:13,10
12:50:39,9
12:50:53,8
12:51:11,9
12:51:25,10
12:52:24,9
12:53:07,8
12:53:17,9
12:53:29,10
12:55:47,9
12:56:11,10
12:56:52,9
12:56:56,10
12:58:02,9
13:00:03,8
13:00:05,9
13:00:09,10
13:00:41,9
13:00:53,8
13:01:08,9
13:01:10,10
13:03:05,9
13:04:02,8
13:04:07,9
13:04:37,8
13:05:56,9
13:05:59,10
13:06:42,9
13:07:20,10
13:08:14,9
13:09:21,10
13:10:36,9
13:10:41,10
