group_id,service_time
4,00:04:04
10,00:02:39
11,00:02:17
13,00:06:16
20,00:01:54
21,00:02:09
22,00:01:57
28,00:01:57
29,00:04:31
30,00:03:18
33,00:02:37
36,00:02:25
38,00:02:30
39,00:02:34
42,00:01:49
46,00:01:05
47,00:02:13
52,00:03:15
53,00:02:02
54,00:02:37
56,00:02:50
59,00:03:46
64,00:01:55
65,00:02:21
67,00:01:21
72,00:01:46
74,00:02:10
78,00:02:32
80,00:03:23
81,00:04:13
84,00:01:51
87,00:02:27
92,00:04:12
94,00:02:03
95,00:01:13
96,00:01:07
99,00:02:08
100,00:02:21
105,00:01:52
106,00:02:53
108,00:02:27
109,00:01:19
112,00:01:48
113,00:03:21
117,00:01:51
118,00:02:18
120,00:00:53
126,00:02:49
127,00:04:22
134,00:02:50
135,00:02:34
137,00:01:50
140,00:01:51
141,00:02:44
142,00:01:55
144,00:01:05
147,00:03:27
148,00:02:39
153,00:01:41
157,00:01:12
159,00:01:55
163,00:00:57
167,00:03:15
168,00:01:20
171,00:03:31
174,00:05:02
176,00:02:02
195,00:04:45
196,00:04:40
201,00:02:00
209,00:03:25
210,00:00:45
220,00:02:05
221,00:01:16
223,00:01:21
235,00:02:22
236,00:01:04
249,00:03:31
251,00:04:04
252,00:01:05
253,00:04:20
255,00:04:07
259,00:02:08
261,00:01:27
263,00:01:54
266,00:02:53
269,00:04:21
270,00:01:07
273,00:02:26
278,00:03:47
284,00:05:10
289,00:03:07
290,00:02:30
291,00:01:30
295,00:02:28
298,00:02:11
299,00:04:13
303,00:01:30
304,00:03:12
308,00:04:00
313,00:02:03
318,00:01:14
320,00:01:44
321,00:03:03
323,00:02:37
324,00:01:44
325,00:01:46
328,00:03:37
329,00:00:56
330,00:01:40
334,00:01:34
335,00:03:17
341,00:02:17
343,00:03:27
348,00:00:50
351,00:01:47
352,00:02:33
354,00:00:55
357,00:03:26
358,00:02:44
359,00:01:44
360,00:00:56
361,00:03:50
366,00:02:01
368,00:05:29
370,00:02:25
372,00:04:18
377,00:01:15
379,00:02:57
383,00:03:49
384,00:01:18
386,00:02:34
390,00:02:26
391,00:01:47
397,00:03:00
398,00:03:06
401,00:03:03
404,00:02:00
409,00:04:51
410,00:03:15
411,00:01:46
413,00:02:16
419,00:02:57
423,00:02:17
424,00:03:02
426,00:02:57
427,00:01:32
429,00:02:13
432,00:02:50
439,00:03:36
440,00:03:32
445,00:02:03
447,00:03:10
449,00:02:45
453,00:02:24
454,00:02:31
459,00:02:41
462,00:01:40
463,00:01:02
468,00:01:22
