group_id,service_time
8,00:02:43
19,00:01:53
20,00:04:23
23,00:02:41
26,00:02:01
36,00:04:34
37,00:01:14
38,00:01:47
49,00:03:32
50,00:01:31
57,00:09:42
60,00:02:24
67,00:02:19
70,00:02:49
73,00:01:09
92,00:01:49
96,00:03:17
100,00:04:07
104,00:04:15
106,00:04:17
110,00:01:42
114,00:02:38
116,00:04:35
124,00:01:46
126,00:01:50
127,00:00:51
139,00:03:40
140,00:02:35
147,00:03:13
152,00:02:01
153,00:03:06
154,00:05:13
164,00:02:37
165,00:01:12
169,00:03:17
174,00:02:17
176,00:03:01
178,00:06:03
180,00:01:34
189,00:01:41
191,00:10:04
196,00:01:56
209,00:01:56
233,00:03:40
238,00:04:56
240,00:01:14
243,00:03:17
258,00:02:36
264,00:01:59
267,00:02:16
271,00:02:37
278,00:03:16
294,00:06:05
297,00:01:26
307,00:01:50
313,00:01:14
315,00:03:30
323,00:01:17
325,00:04:24
341,00:01:24
