group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:00 - 10:10,10:01:28,00:00:00,10:01:28,00:04:02,00:04:02,h1
2,1,Served,10:30 - 10:40,10:37:05,00:00:00,10:37:05,00:01:50,00:01:50,h1
3,1,Served,10:30 - 10:40,10:30:37,00:00:00,10:30:37,00:01:50,00:01:50,h1
4,5,Served,10:40 - 10:50,10:49:33,00:00:00,10:49:33,00:02:19,00:02:19,h1
5,4,Served,10:50 - 11:00,10:58:39,00:00:00,10:58:39,00:02:47,00:02:47,k1
6,2,Served,10:50 - 11:00,10:53:53,00:00:00,10:53:53,00:03:09,00:03:09,h1
7,2,Served,10:50 - 11:00,10:58:18,00:00:00,10:58:18,00:01:23,00:01:23,h1
8,1,Served,11:00 - 11:10,11:05:51,00:00:00,11:05:51,00:02:43,00:02:43,k3
9,3,Served,11:00 - 11:10,11:08:38,00:00:00,11:08:38,00:02:28,00:02:28,k2
10,2,Served,11:00 - 11:10,11:09:51,00:00:00,11:09:51,00:05:04,00:05:04,k1
11,2,Served,11:00 - 11:10,11:03:01,00:00:00,11:03:01,00:06:15,00:06:15,k1
12,3,Served,11:00 - 11:10,11:02:04,00:00:00,11:02:04,00:02:19,00:02:19,h1
13,3,Served,11:00 - 11:10,11:08:22,00:00:00,11:08:22,00:06:08,00:06:08,h1
14,4,Served,11:00 - 11:10,11:04:18,00:00:00,11:04:18,00:04:05,00:04:05,k2
15,3,Served,11:00 - 11:10,11:04:44,00:00:00,11:04:44,00:03:31,00:03:31,h1
16,3,Served,11:10 - 11:20,11:14:23,00:00:32,11:14:55,00:01:37,00:02:09,k1
17,4,Served,11:10 - 11:20,11:13:00,00:01:30,11:14:30,00:04:02,00:05:32,h1
18,3,Served,11:10 - 11:20,11:15:02,00:00:04,11:15:06,00:06:30,00:06:34,k2
19,5,Served,11:10 - 11:20,11:10:00,00:00:00,11:10:00,00:01:53,00:01:53,k3
20,3,Served,11:10 - 11:20,11:16:12,00:00:00,11:16:12,00:04:23,00:04:23,k3
21,2,Served,11:10 - 11:20,11:19:06,00:00:00,11:19:06,00:02:47,00:02:47,h1
22,2,Served,11:10 - 11:20,11:13:00,00:00:58,11:13:58,00:01:08,00:02:06,k2
23,2,Served,11:10 - 11:20,11:12:59,00:00:00,11:12:59,00:02:41,00:02:41,k3
24,3,Served,11:10 - 11:20,11:11:20,00:00:00,11:11:20,00:02:38,00:02:38,k2
25,2,Served,11:10 - 11:20,11:17:19,00:00:00,11:17:19,00:03:48,00:03:48,k1
26,2,Served,11:20 - 11:30,11:20:33,00:00:02,11:20:35,00:02:01,00:02:03,k3
27,5,Served,11:20 - 11:30,11:24:31,00:00:00,11:24:31,00:02:08,00:02:08,k1
28,5,Served,11:20 - 11:30,11:22:55,00:00:00,11:22:55,00:01:50,00:01:50,h1
29,2,Served,11:20 - 11:30,11:28:48,00:00:36,11:29:24,00:01:49,00:02:25,k2
30,3,Served,11:20 - 11:30,11:25:19,00:00:00,11:25:19,00:02:23,00:02:23,h1
31,2,Served,11:20 - 11:30,11:26:34,00:00:00,11:26:34,00:02:50,00:02:50,k2
32,4,Served,11:20 - 11:30,11:21:16,00:00:00,11:21:16,00:01:39,00:01:39,k1
33,1,Served,11:20 - 11:30,11:29:22,00:00:59,11:30:21,00:01:23,00:02:22,h1
34,4,Served,11:20 - 11:30,11:27:29,00:00:13,11:27:42,00:02:39,00:02:52,h1
35,3,Served,11:20 - 11:30,11:27:14,00:00:00,11:27:14,00:03:18,00:03:18,k1
36,3,Served,11:20 - 11:30,11:26:35,00:00:00,11:26:35,00:04:34,00:04:34,k3
37,4,Served,11:30 - 11:40,11:35:35,00:01:46,11:37:21,00:01:14,00:03:00,k3
38,3,Served,11:30 - 11:40,11:30:56,00:00:13,11:31:09,00:01:47,00:02:00,k3
39,2,Served,11:30 - 11:40,11:31:06,00:00:07,11:31:13,00:01:34,00:01:41,k2
40,1,Served,11:30 - 11:40,11:38:52,00:00:00,11:38:52,00:02:50,00:02:50,k2
41,3,Served,11:30 - 11:40,11:35:02,00:01:07,11:36:09,00:02:20,00:03:27,k2
42,4,Served,11:30 - 11:40,11:33:59,00:01:19,11:35:18,00:02:12,00:03:31,h1
43,2,Served,11:30 - 11:40,11:30:52,00:00:00,11:30:52,00:04:55,00:04:55,k1
44,3,Served,11:30 - 11:40,11:33:45,00:00:00,11:33:45,00:02:24,00:02:24,k2
45,2,Served,11:30 - 11:40,11:38:30,00:00:00,11:38:30,00:05:04,00:05:04,k1
46,4,Served,11:30 - 11:40,11:33:24,00:00:00,11:33:24,00:01:54,00:01:54,h1
47,1,Served,11:30 - 11:40,11:34:45,00:01:02,11:35:47,00:02:04,00:03:06,k1
48,4,Served,11:30 - 11:40,11:36:30,00:01:00,11:37:30,00:02:26,00:03:26,h1
49,4,Served,11:30 - 11:40,11:33:49,00:00:00,11:33:49,00:03:32,00:03:32,k3
50,3,Served,11:30 - 11:40,11:39:52,00:00:00,11:39:52,00:01:31,00:01:31,k3
51,3,Served,11:40 - 11:50,11:46:41,00:01:31,11:48:12,00:02:14,00:03:45,k1
52,2,Served,11:40 - 11:50,11:46:33,00:00:00,11:46:33,00:02:07,00:02:07,k2
53,1,Served,11:40 - 11:50,11:42:34,00:00:00,11:42:34,00:01:56,00:01:56,k2
54,2,Served,11:40 - 11:50,11:48:34,00:00:39,11:49:13,00:02:04,00:02:43,h1
55,3,Served,11:40 - 11:50,11:43:03,00:00:17,11:43:20,00:05:53,00:06:10,h1
56,1,Served,11:40 - 11:50,11:47:32,00:01:08,11:48:40,00:01:48,00:02:56,k2
57,5,Served,11:40 - 11:50,11:44:44,00:00:30,11:45:14,00:09:42,00:10:12,k3
58,2,Served,11:40 - 11:50,11:41:37,00:00:00,11:41:37,00:01:43,00:01:43,h1
59,4,Served,11:40 - 11:50,11:46:33,00:00:00,11:46:33,00:01:39,00:01:39,k1
60,2,Served,11:40 - 11:50,11:42:50,00:00:00,11:42:50,00:02:24,00:02:24,k3
61,4,Served,11:40 - 11:50,11:43:38,00:00:00,11:43:38,00:02:14,00:02:14,k1
62,2,Served,11:40 - 11:50,11:44:18,00:00:12,11:44:30,00:01:25,00:01:37,k2
63,4,Served,11:40 - 11:50,11:49:18,00:01:08,11:50:26,00:01:22,00:02:30,k1
64,2,Served,11:50 - 12:00,11:58:11,00:00:33,11:58:44,00:03:49,00:04:22,h1
65,3,Served,11:50 - 12:00,11:59:35,00:00:50,12:00:25,00:01:37,00:02:27,k1
66,2,Served,11:50 - 12:00,11:53:23,00:00:00,11:53:23,00:01:46,00:01:46,h1
67,2,Served,11:50 - 12:00,11:59:57,00:00:48,12:00:45,00:02:19,00:03:07,k3
68,3,Served,11:50 - 12:00,11:57:03,00:00:00,11:57:03,00:01:41,00:01:41,h1
69,3,Served,11:50 - 12:00,11:53:24,00:00:00,11:53:24,00:01:42,00:01:42,k1
70,3,Served,11:50 - 12:00,11:57:56,00:00:00,11:57:56,00:02:49,00:02:49,k3
71,3,Served,11:50 - 12:00,11:57:18,00:00:00,11:57:18,00:03:07,00:03:07,k1
72,2,Served,11:50 - 12:00,11:51:00,00:00:00,11:51:00,00:01:30,00:01:30,k2
73,3,Served,11:50 - 12:00,11:54:56,00:00:00,11:54:56,00:01:09,00:01:09,k3
74,1,Served,11:50 - 12:00,11:54:48,00:00:00,11:54:48,00:06:38,00:06:38,k2
75,3,Served,12:00 - 12:10,12:02:58,00:00:00,12:02:58,00:01:16,00:01:16,h1
76,4,Served,12:00 - 12:10,12:01:28,00:00:00,12:01:28,00:02:34,00:02:34,k2
