time,length
00:00:00,0
10:34:55,1
10:34:55,0
10:45:40,1
10:45:40,0
10:48:43,1
10:48:43,0
10:50:32,1
10:50:32,0
10:57:21,1
10:57:21,0
10:59:00,1
10:59:00,0
10:59:25,1
11:00:11,0
11:00:32,1
11:00:49,2
11:00:55,1
11:02:03,0
11:02:43,1
11:02:43,0
11:04:08,1
11:04:08,0
11:04:59,1
11:04:59,0
11:06:15,1
11:06:15,0
11:06:50,1
11:06:53,0
11:08:17,1
11:08:25,2
11:08:51,1
11:09:03,0
11:10:13,1
11:10:47,2
11:11:09,3
11:11:30,2
11:11:38,1
11:14:23,0
11:14:39,1
11:14:51,2
11:15:29,3
11:15:49,2
11:15:55,3
11:16:41,4
11:17:14,5
11:17:25,4
11:18:00,5
11:18:23,4
11:18:43,3
11:19:30,4
11:19:54,5
11:20:27,6
11:20:39,5
11:21:04,4
11:21:05,5
11:21:20,6
11:21:34,7
11:22:05,6
11:22:11,7
11:22:17,6
11:22:20,7
11:23:05,8
11:24:28,7
11:25:09,8
11:25:28,7
11:25:32,8
11:26:17,7
11:26:39,8
11:26:47,9
11:26:55,10
11:27:24,9
11:28:05,10
11:29:42,9
11:30:25,10
11:31:41,9
11:31:47,10
11:31:47,9
11:32:16,10
11:33:56,9
11:34:24,8
11:34:33,9
11:35:26,10
11:36:55,9
11:37:05,10
11:37:20,9
11:37:45,10
11:39:03,9
11:39:05,10
11:40:10,9
11:40:18,10
11:41:25,9
11:41:58,8
11:42:14,9
11:42:40,10
11:43:45,9
11:43:53,10
11:45:00,9
11:45:13,10
11:45:52,9
11:46:19,10
11:46:29,9
11:47:57,8
11:48:17,7
11:50:19,8
11:50:20,7
11:50:41,8
11:51:40,9
11:51:51,8
11:52:47,9
11:53:17,8
11:53:22,7
11:54:21,8
11:54:52,9
11:54:59,10
11:55:11,9
11:55:39,10
11:55:59,9
11:56:07,8
11:57:23,7
11:57:24,8
11:57:43,7
11:57:53,8
11:57:55,9
11:59:35,8
12:00:34,7
12:00:54,6
12:02:50,5
12:04:00,6
12:04:03,7
12:04:05,8
12:04:07,9
12:05:29,8
12:06:16,7
12:07:50,8
12:09:09,7
12:09:49,6
12:10:05,7
12:10:18,8
12:12:52,7
12:14:56,6
12:15:12,7
12:15:28,8
12:15:37,9
12:16:19,8
12:18:10,9
12:18:34,8
12:19:23,7
12:20:29,8
12:20:36,9
12:20:36,8
12:21:18,7
12:21:30,6
12:22:28,7
12:23:37,6
12:24:07,7
12:24:52,8
12:24:52,7
12:25:47,6
12:26:36,5
12:26:44,6
12:27:05,7
12:27:12,8
12:29:06,7
12:30:16,6
12:30:30,7
12:31:32,8
12:32:07,7
12:33:58,6
12:34:00,7
12:34:19,6
12:34:56,5
12:36:02,6
12:37:17,5
12:37:36,6
12:38:17,7
12:39:32,6
12:39:44,7
12:40:02,8
12:40:57,7
12:41:15,6
12:42:28,5
12:43:22,6
12:43:41,7
12:43:49,6
12:44:43,7
12:44:47,8
12:45:15,7
12:47:02,8
12:47:11,9
12:47:21,8
12:47:30,9
12:47:52,10
12:49:11,9
12:50:16,8
12:50:39,7
12:50:54,8
12:51:56,9
12:53:48,10
12:53:51,9
12:54:21,10
12:54:27,9
12:55:13,8
12:55:19,7
12:55:35,8
12:55:36,9
12:56:01,10
12:56:25,9
12:56:30,10
12:57:09,9
12:57:22,10
12:57:48,9
12:58:49,8
12:59:22,9
12:59:43,10
13:00:15,9
13:00:26,10
13:00:51,9
13:01:20,10
13:03:07,9
13:03:34,10
13:05:19,9
13:05:38,8
13:06:16,9
13:06:17,10
13:07:35,9
13:08:12,10
13:09:29,9
13:09:33,10
13:12:05,9
13:12:29,10
13:14:10,9
13:14:22,8
13:14:30,9
13:14:54,10
13:16:23,9
13:16:38,10
13:21:39,9
13:21:47,10
13:21:58,9
13:22:59,10
13:23:15,9
13:23:22,10
13:23:51,9
13:24:12,10
13:25:26,9
13:25:43,8
13:25:44,9
13:26:16,10
13:27:44,9
13:28:43,8
13:29:33,9
13:29:35,10
13:32:00,9
13:32:01,10
13:32:22,9
13:32:23,10
13:33:28,9
13:34:04,8
13:35:20,7
13:35:44,8
13:35:47,9
13:35:49,10
13:35:55,9
13:36:10,10
13:38:31,9
13:38:33,10
13:40:42,9
13:40:47,10
13:41:42,9
13:41:49,10
13:43:20,9
13:43:30,10
13:45:16,9
13:45:47,8
13:45:54,9
13:45:55,10
13:46:38,9
13:47:01,10
13:47:33,9
13:48:06,10
13:48:09,9
13:48:20,10
13:49:02,9
13:49:56,8
13:50:48,7
13:51:12,6
13:51:46,7
13:52:01,6
13:52:22,7
13:53:30,6
13:54:07,7
13:54:15,8
13:54:23,9
13:54:34,8
13:55:22,7
13:55:28,8
13:55:43,9
13:56:19,8
13:57:16,7
13:57:17,8
13:57:34,9
13:57:45,10
13:59:19,9
13:59:37,8
13:59:54,9
14:00:38,10
14:03:08,9
14:03:16,8
14:03:22,9
14:03:42,10
14:04:49,9
14:05:45,10
14:05:52,9
14:06:08,8
14:07:59,9
14:08:34,8
14:10:04,7
14:11:35,6
14:11:39,5
14:12:20,4
14:14:01,5
14:14:13,6
14:14:23,5
14:14:52,4
14:15:43,5
14:15:53,6
14:16:41,5
14:17:20,4
14:17:44,5
14:17:54,4
14:18:08,5
14:18:39,6
14:19:28,5
14:21:20,6
14:21:21,5
14:23:15,4
14:24:32,3
14:26:13,2
14:26:47,1
14:28:20,2
14:28:27,3
14:28:39,4
14:30:08,3
14:32:21,2
14:32:38,1
14:35:10,0
14:35:46,1
14:37:23,2
14:39:31,3
14:40:13,2
14:40:48,3
14:41:23,4
14:42:10,3
14:42:17,2
14:42:19,3
14:43:49,2
14:45:20,1
14:45:39,0
14:51:39,1
14:51:39,0
14:54:39,1
14:54:39,0
14:55:34,1
14:55:34,0
14:55:52,1
14:55:52,0
14:57:17,1
14:58:25,0
15:02:17,1
15:02:17,0
15:02:30,1
15:02:37,2
15:04:22,1
15:04:36,2
15:04:47,1
15:05:03,2
15:05:35,1
15:06:50,0
15:09:52,1
15:09:52,0
15:10:33,1
15:10:51,0
15:11:51,1
15:11:51,0
15:13:04,1
15:13:04,0
15:13:41,1
15:14:21,2
15:14:23,1
15:16:17,0
15:16:25,1
15:16:29,2
15:17:55,1
15:18:11,2
15:18:51,3
15:19:26,2
15:20:47,3
15:21:14,2
15:21:48,3
15:22:01,4
15:22:10,5
15:22:25,6
15:24:02,7
15:26:00,6
15:27:23,7
15:27:39,6
15:28:06,7
15:28:47,8
15:28:48,7
15:29:51,6
15:31:31,7
15:32:17,6
15:32:58,7
15:34:02,8
15:34:32,7
15:34:48,6
15:35:07,7
15:35:42,6
15:36:11,7
15:36:19,8
15:36:54,9
15:37:07,8
15:37:20,7
15:38:03,6
15:39:27,7
15:39:28,8
15:39:39,7
15:39:55,6
15:40:40,7
15:41:18,8
15:41:41,7
15:41:43,6
15:41:57,7
15:42:03,8
15:42:23,9
15:43:05,10
15:43:23,9
15:43:52,8
15:44:34,9
15:44:40,10
15:45:40,9
15:46:48,8
15:46:55,9
15:48:05,8
15:48:15,9
15:48:59,10
15:49:09,9
15:49:45,10
15:50:18,9
15:51:11,8
15:52:08,9
15:52:26,8
15:52:36,9
15:53:02,10
15:53:11,9
15:53:43,10
15:54:57,9
15:55:31,10
15:56:40,9
15:57:04,8
15:58:52,9
15:59:37,8
15:59:43,9
16:00:11,10
16:00:59,9
16:01:39,8
16:02:26,9
16:02:59,8
16:04:04,9
16:04:29,8
16:04:34,9
16:05:28,8
16:05:36,9
16:05:38,8
16:06:12,9
16:06:50,10
16:07:29,9
16:07:58,10
16:09:32,9
16:09:56,10
16:09:57,9
16:10:50,10
16:11:29,9
16:11:39,8
16:12:15,7
16:13:18,6
16:13:35,7
16:14:27,8
16:14:31,9
16:16:07,8
16:17:50,7
16:18:12,8
16:18:17,9
16:19:04,8
16:19:15,7
16:19:44,8
16:20:08,9
16:20:43,8
16:22:14,7
16:22:33,8
16:23:24,7
16:24:14,8
16:25:25,7
16:26:24,8
16:26:59,9
16:27:27,8
16:28:29,9
16:28:53,10
16:29:13,9
16:29:42,8
16:29:44,9
16:30:02,10
16:30:53,9
16:31:07,10
16:31:23,9
16:31:31,10
16:31:55,9
16:32:10,10
16:32:27,9
16:33:58,8
16:35:01,7
16:36:05,8
16:36:30,7
16:36:35,6
16:37:16,7
16:37:19,8
16:37:34,9
16:40:59,10
16:41:12,9
16:42:08,8
16:43:13,7
16:43:23,8
16:43:34,7
16:43:56,6
16:44:11,7
16:45:38,8
16:45:38,7
16:45:59,6
16:46:12,7
16:47:00,6
16:47:26,7
16:47:59,8
16:48:41,7
16:49:44,8
16:50:43,9
16:51:00,8
16:51:10,7
16:52:31,6
16:53:19,7
16:53:45,6
16:53:49,7
16:53:58,6
16:54:47,7
16:55:33,6
16:56:01,7
16:57:53,8
16:58:30,7
16:58:52,6
16:59:34,7
17:00:04,6
