arrival_time,wait_time
10:31:42,00:00:52
10:40:15,00:02:13
10:53:06,00:02:52
10:54:12,00:03:49
10:56:40,00:03:35
11:01:07,00:01:12
11:01:32,00:04:41
11:02:03,00:05:04
11:02:55,00:06:35
11:05:06,00:07:17
11:05:18,00:08:42
11:06:51,00:08:04
11:08:27,00:08:25
11:09:58,00:08:59
11:10:45,00:10:31
11:12:09,N/A
11:13:57,00:08:49
11:14:21,00:10:37
11:14:43,N/A
11:15:04,00:11:43
11:15:28,N/A
11:17:17,00:15:27
11:18:38,N/A
11:19:08,00:18:22
11:19:33,N/A
11:19:59,N/A
11:20:47,N/A
11:21:22,00:18:01
11:21:26,N/A
11:22:24,N/A
11:23:22,00:19:00
11:23:54,N/A
11:24:05,N/A
11:25:01,00:19:04
11:26:20,N/A
11:27:52,00:17:58
11:28:27,N/A
11:29:23,N/A
11:29:34,N/A
11:30:28,N/A
11:31:28,N/A
11:31:45,N/A
11:32:59,00:14:45
11:33:09,N/A
11:33:39,N/A
11:33:47,N/A
11:34:13,N/A
11:34:47,N/A
11:35:18,N/A
11:35:42,N/A
11:35:54,N/A
11:36:07,N/A
11:36:12,N/A
11:36:45,N/A
11:36:48,N/A
11:38:41,00:11:20
11:38:48,N/A
11:38:51,N/A
11:39:24,00:11:10
11:41:47,N/A
11:42:20,N/A
11:42:46,00:09:25
11:43:40,N/A
11:44:11,00:10:48
11:44:24,N/A
11:45:41,N/A
11:45:43,N/A
11:46:53,00:09:20
11:47:54,00:11:12
11:47:56,N/A
11:49:29,N/A
11:49:35,N/A
11:49:41,N/A
11:49:50,N/A
11:50:03,00:11:27
11:50:24,N/A
11:52:50,00:10:23
11:53:18,00:12:14
11:53:50,N/A
11:54:24,N/A
11:55:15,00:13:10
11:57:07,00:13:02
11:57:46,N/A
12:04:05,00:08:54
12:04:07,00:10:10
12:07:15,00:08:23
12:08:23,00:08:52
12:08:29,00:09:41
12:09:30,N/A
12:10:38,00:10:17
12:11:12,N/A
