arrival_time,in_queue_time
10:40:01,00:00:00
10:44:13,00:00:00
10:52:51,00:00:00
10:54:57,00:00:00
11:02:06,00:00:00
11:02:45,00:00:00
11:04:05,00:00:00
11:04:10,00:00:22
11:05:13,00:00:00
11:08:23,00:00:00
11:10:40,00:00:00
11:11:10,00:00:00
11:12:16,00:00:00
11:14:36,00:00:00
11:16:05,00:00:00
11:16:12,00:00:00
11:16:43,00:00:01
11:17:11,00:00:16
11:19:25,00:00:00
11:21:28,00:00:00
11:21:56,00:00:00
11:22:44,00:00:00
11:23:03,00:00:00
11:23:04,00:00:04
11:25:53,00:00:00
11:26:33,00:00:00
11:26:34,00:00:00
11:26:56,00:01:32
11:27:14,00:01:26
11:27:21,00:01:24
11:27:52,00:02:33
11:29:23,00:01:57
11:32:26,00:00:17
11:32:29,00:00:20
11:33:15,00:00:50
11:34:16,00:00:50
11:34:56,00:01:09
11:35:15,00:00:59
11:35:53,00:01:34
11:36:55,00:01:27
11:37:55,00:01:22
11:38:15,00:02:04
11:39:06,00:05:19
11:39:23,00:06:07
11:39:49,00:06:48
11:40:05,00:06:48
11:40:49,00:07:33
11:40:53,00:07:52
11:41:38,00:07:19
11:45:06,00:04:31
11:45:29,00:04:52
11:45:45,00:05:32
11:45:56,00:05:51
11:46:09,00:07:04
11:48:23,00:06:31
11:48:27,00:08:21
11:49:06,00:07:42
11:50:30,00:06:32
11:50:55,00:08:40
11:51:44,00:08:46
11:51:53,00:10:19
11:52:39,00:11:17
11:56:04,00:08:35
11:57:53,00:08:30
12:01:17,00:05:14
12:02:04,00:05:22
12:06:33,00:01:50
12:08:33,00:00:00
12:11:52,00:00:00
12:12:34,00:00:00
12:18:30,00:00:00
12:23:07,00:00:00
12:23:27,00:00:00
12:25:34,00:00:00
12:28:17,00:00:00
12:31:50,00:00:00
12:35:03,00:00:00
12:38:25,00:00:00
12:39:32,00:00:00
12:39:53,00:00:00
12:41:17,00:00:37
12:42:23,00:00:00
12:43:30,00:00:00
12:44:07,00:00:15
12:44:58,00:01:06
12:45:47,00:01:05
12:45:59,00:01:21
12:46:03,00:01:59
12:47:24,00:01:44
12:47:28,00:01:44
12:52:08,00:00:00
12:52:14,00:00:00
12:53:21,00:00:00
12:53:48,00:00:00
12:53:54,00:01:06
12:54:17,00:03:05
12:55:53,00:01:30
12:56:17,00:01:13
12:57:04,00:03:11
12:57:07,00:03:58
12:57:39,00:03:44
12:57:51,00:04:31
13:00:29,00:01:54
13:00:33,00:03:10
13:01:48,00:02:28
13:02:54,00:03:51
13:04:20,00:04:07
13:04:37,00:04:19
13:04:53,00:04:04
13:05:47,00:04:22
13:06:04,00:05:27
13:06:10,00:05:28
13:06:17,00:05:56
13:08:11,00:05:08
13:08:29,00:05:03
13:09:16,00:05:04
13:09:54,00:04:28
13:10:07,00:05:41
13:10:49,00:05:44
13:10:50,00:06:58
13:11:18,00:06:30
13:12:36,00:06:52
13:12:58,00:07:28
13:13:28,00:07:19
13:15:11,00:07:57
13:16:15,00:07:57
