group_id,service_time
1,00:05:19
2,00:01:30
5,00:05:22
6,00:03:23
14,00:02:22
15,00:06:39
18,00:04:26
23,00:03:06
27,00:00:53
29,00:02:26
31,00:01:59
34,00:03:19
35,00:01:40
38,00:02:55
40,00:02:33
50,00:06:27
52,00:05:57
55,00:01:25
56,00:02:51
58,00:03:07
64,00:02:58
66,00:02:08
67,00:04:11
72,00:01:00
74,00:02:10
77,00:04:11
79,00:04:45
81,00:03:51
82,00:04:33
87,00:00:50
88,00:02:02
92,00:03:24
93,00:01:00
94,00:01:03
96,00:01:39
100,00:05:16
101,00:03:34
106,00:01:57
107,00:02:05
108,00:02:36
116,00:02:39
118,00:01:54
126,00:03:19
127,00:02:54
128,00:02:31
133,00:02:38
134,00:03:25
137,00:02:15
140,00:02:15
142,00:02:26
145,00:02:25
146,00:02:05
147,00:02:24
148,00:02:25
156,00:02:03
158,00:01:39
159,00:02:09
165,00:04:10
166,00:01:13
169,00:03:29
173,00:02:22
176,00:06:23
184,00:03:45
185,00:00:50
188,00:03:12
191,00:07:41
194,00:01:42
197,00:02:02
202,00:01:24
204,00:02:43
205,00:03:47
208,00:01:23
209,00:02:30
210,00:04:59
212,00:02:42
213,00:02:53
214,00:01:25
215,00:02:21
217,00:03:55
218,00:02:27
222,00:04:53
226,00:03:06
230,00:05:31
232,00:01:00
233,00:00:58
235,00:03:58
240,00:04:42
242,00:01:39
246,00:02:34
250,00:04:08
252,00:02:02
254,00:03:02
257,00:06:09
262,00:01:07
263,00:02:45
264,00:03:01
265,00:01:10
266,00:02:57
271,00:03:35
274,00:03:26
278,00:02:51
279,00:02:35
281,00:01:18
283,00:03:49
285,00:01:13
287,00:01:55
289,00:00:30
290,00:03:39
294,00:02:01
295,00:01:22
296,00:02:50
298,00:00:58
301,00:04:53
303,00:02:34
306,00:01:54
309,00:01:14
311,00:01:34
314,00:03:09
316,00:02:04
317,00:04:19
319,00:03:17
323,00:02:45
326,00:02:35
327,00:01:42
328,00:01:40
331,00:01:47
333,00:04:29
336,00:02:35
338,00:03:26
339,00:03:15
