group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:00 - 10:10,10:05:18,00:00:00,10:05:18,00:02:36,00:02:36,h1
2,1,Served,10:30 - 10:40,10:31:20,00:00:00,10:31:20,00:02:50,00:02:50,h1
3,1,Served,10:30 - 10:40,10:36:37,00:00:00,10:36:37,00:04:49,00:04:49,h1
4,3,Served,10:40 - 10:50,10:44:09,00:00:00,10:44:09,00:04:19,00:04:19,h1
5,3,Served,10:50 - 11:00,10:50:04,00:00:00,10:50:04,00:01:26,00:01:26,h1
6,1,Served,10:50 - 11:00,10:59:31,00:00:00,10:59:31,00:01:47,00:01:47,h1
7,1,Served,10:50 - 11:00,10:50:57,00:00:00,10:50:57,00:02:57,00:02:57,k1
8,1,Served,10:50 - 11:00,10:55:38,00:00:00,10:55:38,00:05:15,00:05:15,k1
9,3,Served,10:50 - 11:00,10:55:14,00:00:00,10:55:14,00:02:20,00:02:20,h1
10,2,Served,11:00 - 11:10,11:09:43,00:01:08,11:10:51,00:06:07,00:07:15,h1
11,1,Served,11:00 - 11:10,11:03:29,00:00:00,11:03:29,00:02:46,00:02:46,k2
12,1,Served,11:00 - 11:10,11:00:21,00:00:00,11:00:21,00:00:55,00:00:55,k2
13,1,Served,11:00 - 11:10,11:09:52,00:01:46,11:11:38,00:02:52,00:04:38,k1
14,1,Served,11:00 - 11:10,11:06:57,00:01:35,11:08:32,00:02:19,00:03:54,h1
15,1,Served,11:00 - 11:10,11:00:44,00:00:00,11:00:44,00:04:00,00:04:00,k3
16,3,Served,11:00 - 11:10,11:00:58,00:00:00,11:00:58,00:03:00,00:03:00,k1
17,1,Served,11:00 - 11:10,11:08:31,00:01:47,11:10:18,00:06:15,00:08:02,k2
18,1,Served,11:00 - 11:10,11:09:08,00:01:21,11:10:29,00:01:09,00:02:30,k1
19,1,Served,11:00 - 11:10,11:04:01,00:00:00,11:04:01,00:02:59,00:02:59,k1
20,1,Served,11:00 - 11:10,11:04:27,00:00:17,11:04:44,00:03:51,00:04:08,k3
21,1,Served,11:00 - 11:10,11:06:51,00:00:09,11:07:00,00:03:29,00:03:38,k1
22,1,Served,11:00 - 11:10,11:08:14,00:00:21,11:08:35,00:05:04,00:05:25,k3
23,1,Served,11:00 - 11:10,11:06:34,00:00:03,11:06:37,00:01:55,00:01:58,h1
