arrival_time,in_queue_time
10:05:18,00:00:00
10:31:20,00:00:00
10:36:37,00:00:00
10:44:09,00:00:00
10:50:04,00:00:00
10:50:57,00:00:00
10:55:14,00:00:00
10:55:38,00:00:00
10:59:31,00:00:00
11:00:21,00:00:00
11:00:44,00:00:00
11:00:58,00:00:00
11:03:11,00:00:00
11:03:29,00:00:00
11:04:01,00:00:00
11:04:27,00:00:17
11:04:51,00:01:24
11:06:34,00:00:03
11:06:51,00:00:09
11:06:57,00:01:35
11:08:14,00:00:21
11:08:31,00:01:47
11:09:08,00:01:21
11:09:43,00:01:08
11:09:52,00:01:46
11:10:10,00:03:29
11:10:30,00:04:00
11:10:53,00:05:40
11:11:27,00:05:31
11:11:45,00:06:21
11:11:55,00:07:33
11:12:40,00:06:54
11:12:57,00:07:55
11:12:58,00:08:33
11:15:52,00:06:34
11:15:56,00:06:33
11:16:02,00:07:24
11:16:58,00:06:33
11:17:58,00:05:36
11:18:05,00:07:32
11:18:07,00:08:20
11:18:19,00:08:23
11:19:12,00:07:31
11:19:21,00:09:26
11:20:20,00:09:14
11:20:44,00:09:06
11:20:47,00:09:56
11:20:59,00:10:10
11:21:43,00:10:53
11:22:11,00:11:23
11:22:19,00:11:23
11:22:31,00:11:13
11:23:22,00:11:38
11:23:26,00:11:57
11:23:32,00:12:25
11:24:36,00:12:55
11:25:08,00:12:26
11:25:50,00:14:06
11:26:51,00:13:49
11:27:47,00:12:55
11:27:57,00:13:09
11:27:58,00:15:29
11:28:12,00:15:26
11:29:15,00:15:31
11:29:43,00:16:24
11:30:10,N/A
11:30:10,00:16:37
11:31:06,00:16:23
11:31:47,00:16:33
11:31:48,N/A
11:32:00,N/A
11:32:12,N/A
11:32:12,N/A
11:32:13,N/A
11:32:53,00:15:54
11:32:58,N/A
11:33:01,N/A
11:33:51,00:15:48
11:33:56,00:15:52
11:33:57,00:16:56
11:34:01,N/A
11:35:19,00:15:46
11:35:40,00:15:48
11:35:48,N/A
11:36:28,00:16:14
11:36:35,N/A
11:37:50,00:17:16
11:38:16,00:17:11
11:39:18,N/A
11:39:39,N/A
11:39:56,N/A
11:40:17,00:16:54
11:40:40,N/A
11:40:45,00:16:28
11:42:35,00:14:52
11:43:45,00:15:26
11:44:08,00:17:00
11:44:12,00:17:01
11:44:44,N/A
11:45:05,00:17:13
11:45:07,N/A
11:45:30,N/A
11:45:54,N/A
11:45:57,N/A
11:46:50,00:15:43
11:47:08,00:16:57
11:47:22,N/A
11:48:30,00:15:48
11:48:41,00:15:59
11:49:08,00:15:56
11:49:34,N/A
11:51:17,00:15:18
11:51:19,00:16:37
11:51:28,00:17:31
11:51:38,00:17:52
11:51:52,00:18:14
11:52:05,N/A
11:52:26,N/A
11:53:33,00:17:08
11:54:38,N/A
11:55:01,N/A
11:55:55,00:15:10
11:57:43,00:14:00
11:57:58,00:15:02
11:58:02,00:15:09
11:58:17,00:15:29
11:58:36,N/A
11:59:26,00:15:00
11:59:33,N/A
11:59:50,N/A
11:59:54,N/A
12:02:36,00:12:22
12:03:03,00:11:59
12:04:28,00:11:31
12:06:22,00:10:41
12:06:27,00:11:31
12:08:36,00:09:42
12:09:14,00:10:55
12:09:38,00:10:37
12:12:00,00:10:19
12:13:34,00:09:06
12:14:21,00:11:22
12:15:22,00:11:05
12:16:04,00:10:47
12:18:26,00:08:28
12:19:41,00:07:25
12:19:49,00:08:05
12:22:57,00:05:22
12:23:55,00:05:13
12:24:53,00:04:55
12:25:16,00:04:45
12:25:21,00:05:01
12:25:36,00:05:28
12:26:00,00:05:56
12:26:34,00:05:30
12:29:16,00:03:30
12:31:13,00:02:02
12:32:12,00:01:33
12:32:28,00:03:09
12:33:28,00:03:24
12:33:44,00:03:33
12:34:25,00:02:56
12:34:34,00:03:38
12:37:04,00:01:15
12:37:40,00:01:04
12:37:51,00:01:05
12:38:37,00:02:00
12:38:40,00:03:02
12:40:38,00:01:24
12:41:01,00:02:27
12:41:17,00:02:26
12:42:04,00:03:18
12:42:07,00:03:26
12:42:13,00:03:29
12:42:17,00:04:45
12:43:50,00:03:30
