arrival_time,in_queue_time
10:39:30,00:00:00
10:44:00,00:00:00
10:48:10,00:00:00
10:51:30,00:00:00
10:53:28,00:00:00
10:53:35,00:00:00
10:54:26,00:00:00
10:54:38,00:00:00
10:58:50,00:00:00
11:00:24,00:00:00
11:00:50,00:00:00
11:01:24,00:00:00
11:01:51,00:00:00
11:03:04,00:00:00
11:03:27,00:00:00
11:03:32,00:00:00
11:05:13,00:00:00
11:05:27,00:00:00
11:05:40,00:00:00
11:08:01,00:00:00
11:08:26,00:00:00
11:08:39,00:00:00
11:08:53,00:00:00
11:09:03,00:00:00
11:09:07,00:01:09
11:10:18,00:00:00
11:10:28,00:00:19
11:10:36,00:00:44
11:10:54,00:00:32
11:11:20,00:00:22
11:11:40,00:00:58
11:11:44,00:01:15
11:13:40,00:00:00
11:13:45,00:00:46
11:15:14,00:00:00
11:15:16,00:00:00
11:15:19,00:00:00
11:16:06,00:00:00
11:16:09,00:01:15
11:18:59,00:00:00
11:20:08,00:00:00
11:20:43,00:00:00
11:22:04,00:00:00
11:22:18,00:00:00
11:23:28,00:00:00
11:23:42,00:00:00
11:23:57,00:00:00
11:25:20,00:00:00
11:25:28,00:00:00
11:25:28,00:00:00
11:25:41,00:00:32
11:26:11,00:01:02
11:27:09,00:00:31
11:27:34,00:01:09
11:27:42,00:01:19
11:28:06,00:00:56
11:28:15,00:01:09
11:30:26,00:00:00
11:30:33,00:00:00
11:30:43,00:00:00
11:30:49,00:00:14
11:30:56,00:01:38
11:32:18,00:00:24
11:33:15,00:01:33
11:33:59,00:00:57
11:34:03,00:01:08
11:34:14,00:01:19
11:36:08,00:00:56
11:36:48,00:00:22
11:36:58,00:00:26
11:37:03,00:00:59
11:37:06,00:02:37
11:38:09,00:01:36
11:38:12,00:01:50
11:39:04,00:01:16
11:39:22,00:01:47
11:40:14,00:01:00
11:41:23,00:00:17
11:41:27,00:00:17
11:41:42,00:00:07
11:42:22,00:00:00
11:43:16,00:00:05
11:43:54,00:00:38
11:44:08,00:01:02
11:44:22,00:01:02
11:45:45,00:00:08
11:46:02,00:00:27
11:46:03,00:02:15
11:46:40,00:01:41
11:46:53,00:02:12
11:47:03,00:02:08
11:47:03,00:02:24
11:47:17,00:03:12
11:47:19,00:03:22
11:49:01,00:01:44
11:50:25,00:01:34
11:51:53,00:00:15
11:52:00,00:00:21
11:53:25,00:00:00
11:54:08,00:00:00
11:54:15,00:00:12
11:55:25,00:00:00
11:56:12,00:00:00
11:56:31,00:00:00
11:57:10,00:00:03
11:57:15,00:00:01
11:57:24,00:02:39
11:57:50,00:02:48
11:58:40,00:02:39
11:58:45,00:02:39
11:59:59,00:01:52
12:00:46,00:01:32
12:00:59,00:01:22
12:01:16,00:01:15
12:06:08,00:00:00
12:06:39,00:00:00
12:07:26,00:00:00
12:09:06,00:00:00
12:09:13,00:00:00
12:10:46,00:00:00
12:11:49,00:00:00
12:14:03,00:00:00
12:14:53,00:00:00
12:15:36,00:00:00
12:15:53,00:00:00
12:16:24,00:00:00
12:18:30,00:00:00
12:18:54,00:00:00
12:23:19,00:00:00
12:24:01,00:00:00
12:24:21,00:00:00
12:24:40,00:00:00
12:24:51,00:00:00
12:27:25,00:00:00
12:27:46,00:00:00
12:29:01,00:00:00
12:30:46,00:00:00
12:30:54,00:00:00
12:32:17,00:00:00
12:33:52,00:00:00
12:34:04,00:00:00
12:34:59,00:00:00
12:35:00,00:00:00
12:37:30,00:00:00
12:39:01,00:00:00
12:39:19,00:00:00
12:39:28,00:00:00
12:39:47,00:00:00
12:40:18,00:00:00
12:40:38,00:00:19
12:40:45,00:00:42
12:41:09,00:01:14
12:42:55,00:00:06
12:42:59,00:00:04
12:43:13,00:00:12
12:44:02,00:00:28
12:44:18,00:00:41
12:45:45,00:00:00
12:45:50,00:00:20
12:47:10,00:00:00
12:49:01,00:00:00
12:50:09,00:00:00
12:50:18,00:00:00
12:50:28,00:00:00
12:50:31,00:00:49
12:50:46,00:00:36
12:52:01,00:00:00
12:52:15,00:01:06
12:53:20,00:00:19
12:53:49,00:00:00
12:53:52,00:00:03
12:53:53,00:00:10
12:54:04,00:01:03
12:54:44,00:00:32
12:54:46,00:01:17
12:55:24,00:00:57
12:56:18,00:01:08
12:56:41,00:01:16
12:57:17,00:01:30
12:57:29,00:01:29
12:57:32,00:01:55
12:59:36,00:00:01
13:00:12,00:00:00
13:00:13,00:00:17
13:01:21,00:00:00
13:02:09,00:00:15
13:02:17,00:00:42
13:02:44,00:00:28
13:03:09,00:00:27
13:04:21,00:00:00
13:04:23,00:00:26
13:04:41,00:00:39
13:04:45,00:01:55
13:05:03,00:02:53
13:05:25,00:02:38
13:05:45,00:02:46
13:06:15,00:02:59
13:06:46,00:03:09
13:06:49,00:03:44
13:07:00,00:04:28
13:07:26,00:04:04
13:07:39,00:04:55
13:07:46,00:06:03
13:08:26,00:05:36
13:08:50,00:05:58
13:09:44,00:05:12
13:09:44,00:05:08
13:10:11,00:06:04
13:10:11,00:05:17
13:10:29,00:06:00
13:11:41,00:06:35
13:11:52,00:06:46
13:12:18,00:07:48
13:12:55,00:07:21
13:13:30,00:07:35
13:13:52,00:07:46
13:14:19,00:08:35
13:15:53,00:08:23
13:15:55,00:08:22
13:16:05,00:09:32
13:17:17,00:08:52
13:17:28,00:09:41
13:17:40,00:09:35
13:18:07,00:09:26
13:18:32,00:09:19
13:18:32,00:11:19
13:18:33,00:11:42
13:18:39,00:12:11
13:18:54,00:12:36
13:19:09,00:12:35
13:19:21,00:12:34
13:19:27,00:13:30
13:19:33,00:13:42
13:19:50,00:13:53
13:20:38,00:13:16
13:21:04,00:13:31
13:21:44,00:13:26
13:21:49,00:13:43
13:21:59,00:14:34
13:22:06,00:15:04
13:22:16,00:15:37
13:22:36,N/A
13:23:09,00:14:57
13:23:15,N/A
13:23:18,N/A
13:23:20,N/A
13:23:43,N/A
13:23:51,N/A
13:24:09,N/A
13:25:23,00:13:08
13:25:25,00:13:08
13:26:06,00:13:10
13:26:23,00:13:46
13:26:30,N/A
13:26:48,N/A
13:26:57,N/A
13:27:25,00:13:32
13:27:26,00:14:06
13:27:45,00:14:34
13:28:15,00:15:41
13:28:16,N/A
13:28:38,N/A
13:28:42,N/A
13:28:57,N/A
13:29:09,N/A
13:29:12,N/A
13:29:52,00:14:26
13:30:09,N/A
13:30:16,00:14:14
13:30:59,00:14:00
13:31:03,N/A
13:31:09,N/A
13:32:22,00:13:31
13:32:24,00:13:43
13:32:34,00:14:39
13:33:12,00:14:24
13:33:21,00:14:29
13:33:27,N/A
13:34:08,00:14:20
13:34:39,00:14:00
13:34:41,00:15:32
13:35:21,00:15:17
13:35:52,00:14:51
13:35:55,N/A
13:36:22,N/A
13:36:49,00:13:56
13:36:57,N/A
13:37:16,00:13:56
13:37:17,N/A
13:37:44,N/A
13:38:45,00:13:37
13:38:57,00:13:49
13:39:04,00:13:59
13:39:18,00:13:56
13:40:07,00:14:36
13:40:48,00:14:44
13:40:52,N/A
13:40:54,N/A
13:41:02,00:14:31
13:41:43,00:14:53
13:41:49,N/A
13:42:27,00:14:55
13:42:36,N/A
13:42:36,N/A
13:42:46,N/A
13:43:04,N/A
