arrival_time,wait_time
10:05:54,00:04:09
10:41:43,00:03:07
10:49:52,00:02:37
10:52:49,00:01:34
10:52:53,00:03:39
10:52:54,00:01:13
10:56:05,00:05:37
10:56:46,00:02:59
10:57:04,00:01:49
10:57:07,00:02:47
11:00:23,00:03:06
11:00:38,00:04:57
11:00:41,00:03:07
11:02:05,00:02:17
11:02:46,00:02:37
11:02:48,00:05:04
11:03:27,00:04:54
11:03:29,00:04:29
11:05:12,00:01:45
11:05:42,00:00:35
11:06:20,00:01:18
11:07:09,00:03:48
11:08:41,00:03:03
11:08:45,00:03:31
11:09:08,00:01:42
11:10:06,00:02:25
11:10:08,00:03:30
11:10:11,00:02:30
11:11:05,00:04:08
11:11:07,00:03:40
11:11:21,00:02:48
11:11:46,00:02:14
11:13:18,00:03:55
11:13:42,00:04:39
11:15:42,00:01:59
11:16:32,00:14:25
11:16:57,00:02:21
11:17:12,00:04:54
11:17:13,00:02:25
11:17:40,00:06:17
11:17:53,00:05:46
11:19:24,00:01:36
11:19:45,00:02:17
11:20:05,00:03:45
11:20:11,00:03:37
11:20:36,00:03:59
11:21:56,00:03:33
11:22:23,00:04:25
11:22:31,00:04:23
11:22:44,00:04:11
11:23:35,00:03:28
11:23:40,00:04:41
11:23:46,00:06:18
11:23:56,00:05:14
11:24:05,00:05:09
11:25:56,00:05:52
11:26:24,00:08:42
11:27:07,00:11:24
11:29:07,00:05:34
11:29:10,00:05:12
11:29:56,00:05:52
11:30:11,00:06:49
11:31:08,00:10:36
11:32:06,00:08:07
11:32:45,00:05:05
11:33:18,00:05:23
11:33:27,00:09:27
11:33:30,00:06:51
11:33:53,00:06:46
11:34:22,00:07:52
11:35:33,00:07:21
11:35:47,00:08:27
11:35:57,00:07:40
11:35:57,00:08:36
11:36:02,00:09:45
11:36:38,00:11:56
11:36:52,00:10:40
11:36:56,00:08:55
11:37:14,00:08:53
11:38:05,00:10:14
11:38:05,00:11:16
11:38:11,00:09:07
11:38:11,00:14:19
11:39:00,00:09:53
11:40:10,00:13:20
11:41:23,00:11:29
11:42:03,00:09:16
11:42:10,00:08:39
11:42:38,00:10:33
11:42:51,00:12:07
11:42:57,00:13:57
11:42:59,00:11:29
11:43:22,00:15:44
11:43:48,00:11:21
11:44:10,00:11:16
11:44:20,00:12:49
11:44:42,00:13:45
11:44:44,00:12:20
11:45:27,00:15:03
11:45:29,00:14:17
11:47:16,00:12:36
11:47:34,00:12:29
11:48:34,00:16:23
11:48:41,00:16:40
11:49:12,00:12:09
11:50:30,00:11:54
11:50:39,00:13:17
11:51:18,00:11:25
11:51:26,00:14:38
11:51:38,00:12:12
11:52:17,00:13:49
11:52:49,00:18:31
11:53:12,00:13:41
11:54:31,00:15:34
11:54:36,00:14:10
11:55:14,00:13:24
11:56:01,00:13:04
11:57:33,00:15:31
11:57:48,00:13:14
11:58:32,00:14:52
11:58:42,00:17:26
11:59:41,00:18:14
11:59:56,00:20:28
12:01:28,00:14:28
12:01:48,00:16:25
12:05:25,00:14:34
12:08:00,00:09:42
12:08:45,00:11:07
12:09:31,00:11:50
12:09:56,00:12:17
12:10:26,00:11:50
12:12:12,00:09:25
12:12:32,00:10:03
12:13:41,00:13:51
12:14:55,00:07:49
12:15:15,00:10:04
12:16:09,00:07:53
