arrival_time,wait_time
10:35:13,00:01:13
10:45:56,00:04:02
10:54:35,00:03:18
10:58:43,00:01:29
11:02:04,00:02:38
11:04:22,00:02:41
11:05:24,00:01:34
11:06:18,00:02:30
11:07:26,00:04:21
11:07:42,00:03:08
11:11:04,00:01:06
11:11:06,00:03:16
11:11:39,00:02:22
11:12:22,00:02:34
11:14:25,00:01:05
11:14:42,00:03:42
11:15:08,00:06:54
11:15:34,00:06:07
11:16:04,00:07:06
11:18:47,00:08:43
11:19:54,00:04:25
11:19:54,00:08:19
11:20:39,00:10:13
11:21:15,00:09:59
11:21:18,00:11:16
11:21:22,00:14:13
11:22:20,00:12:24
11:23:07,00:13:59
11:24:39,00:12:35
11:27:58,00:10:37
11:29:28,00:10:38
11:29:44,00:10:12
11:30:00,00:13:04
11:30:53,00:12:04
11:32:32,00:13:43
11:33:18,00:10:58
11:34:22,00:13:10
11:36:03,00:11:28
11:36:17,00:13:36
11:36:41,N/A
11:36:58,N/A
11:37:12,00:12:55
11:39:11,00:14:27
11:39:27,00:16:09
11:39:30,N/A
11:40:15,00:14:53
11:42:13,00:15:42
11:42:17,N/A
11:42:29,N/A
11:42:32,N/A
11:43:58,00:16:53
11:44:03,00:15:29
11:46:31,00:16:38
11:46:53,00:15:44
11:47:04,N/A
11:47:46,00:17:42
11:49:13,00:15:39
11:51:34,00:14:56
11:52:25,00:14:48
11:52:29,N/A
11:53:42,00:15:01
11:55:08,N/A
11:57:05,00:14:05
11:58:41,00:11:40
12:02:39,00:10:01
12:03:38,00:11:19
12:04:55,00:13:04
12:04:56,00:14:10
12:07:15,00:13:02
12:10:46,00:11:57
12:11:12,00:11:20
12:16:42,00:07:51
12:19:34,00:03:44
12:24:21,00:04:25
12:25:48,00:01:46
12:25:53,00:03:14
12:26:44,00:04:15
12:30:38,00:03:28
12:35:45,00:03:34
12:37:03,00:01:27
12:37:18,00:07:44
12:37:33,00:05:59
12:38:12,00:07:56
12:40:36,00:07:15
12:40:36,00:12:24
12:41:30,00:11:12
12:45:00,00:12:09
12:45:38,00:09:23
12:46:52,00:16:19
12:48:04,00:10:41
12:49:48,00:10:59
12:50:03,00:12:01
12:50:17,00:12:51
12:50:27,00:15:14
12:50:46,00:14:06
12:52:45,00:15:24
12:52:48,00:16:15
12:53:24,00:18:18
12:54:18,N/A
12:56:03,00:15:34
12:56:24,N/A
12:58:50,00:13:42
12:59:39,00:14:56
13:01:16,00:12:47
13:01:23,N/A
13:02:47,00:13:02
13:04:12,00:13:51
13:04:48,00:14:42
13:05:27,00:14:20
13:05:30,N/A
13:06:07,00:15:01
13:06:11,N/A
13:06:19,N/A
13:06:53,N/A
13:07:54,N/A
13:08:15,00:19:35
13:10:12,00:11:54
13:13:14,00:11:48
13:13:17,00:13:59
13:13:25,N/A
13:13:25,00:15:45
13:14:35,00:16:37
13:16:16,00:14:40
13:16:20,00:18:26
13:17:50,N/A
13:17:56,N/A
13:17:59,N/A
13:19:24,00:15:49
13:20:08,00:17:31
13:20:11,00:17:49
13:20:12,N/A
13:20:26,N/A
13:21:52,00:18:44
13:22:34,00:21:08
13:22:41,N/A
13:23:04,N/A
13:23:46,N/A
13:24:06,N/A
13:24:53,N/A
13:24:56,N/A
13:25:22,00:17:47
13:26:09,N/A
13:26:19,N/A
13:26:57,N/A
13:27:04,N/A
13:27:20,00:17:51
13:27:28,N/A
13:28:25,00:19:00
13:30:45,00:18:20
13:31:09,00:18:30
13:32:08,00:19:54
13:33:08,N/A
13:33:46,N/A
13:34:11,N/A
13:35:09,00:18:10
13:36:16,00:17:58
13:36:44,N/A
13:36:45,N/A
13:37:38,N/A
13:38:34,00:18:57
13:38:53,00:17:27
13:39:05,N/A
13:39:38,N/A
13:40:53,00:17:08
13:41:15,N/A
13:41:21,N/A
13:42:18,N/A
13:42:27,N/A
13:43:23,00:16:09
13:44:17,00:16:10
13:44:37,N/A
13:44:41,N/A
13:45:26,00:16:23
13:46:01,N/A
13:47:19,N/A
13:49:02,00:16:23
13:49:54,00:15:07
13:51:01,00:16:04
13:53:00,00:14:11
13:53:44,00:14:16
13:54:22,00:14:40
13:57:00,00:14:46
13:57:11,N/A
13:57:16,N/A
13:57:29,N/A
13:59:15,00:15:41
13:59:30,00:15:07
14:01:35,00:17:20
14:03:08,00:13:30
14:03:25,00:20:22
14:04:51,N/A
14:06:08,00:14:30
14:08:51,00:14:41
14:09:22,00:17:55
14:10:43,00:14:59
14:13:11,00:13:58
14:16:39,00:12:25
14:16:41,00:13:42
14:20:10,00:12:02
14:23:26,00:08:44
14:27:45,00:05:12
14:29:58,00:03:48
14:32:26,00:09:46
14:37:47,00:02:54
14:40:48,00:02:36
14:51:08,00:02:54
14:52:38,00:03:33
14:59:01,00:03:33
15:01:26,00:06:08
15:04:58,00:04:38
15:05:17,00:05:17
15:06:17,00:06:46
15:08:22,00:07:44
15:11:44,00:03:14
15:15:47,00:01:56
15:15:55,00:03:37
15:16:49,00:02:20
15:16:50,00:05:36
15:19:53,00:02:18
15:20:14,00:06:00
15:21:08,00:04:52
15:24:21,00:03:57
15:25:45,00:02:19
15:28:02,00:01:01
15:28:38,00:04:32
15:29:15,00:05:06
15:30:07,00:05:41
15:32:53,00:06:47
15:36:09,00:02:31
15:36:24,00:09:10
15:36:26,00:06:13
15:36:33,00:08:37
15:37:35,00:08:29
15:37:54,00:09:08
15:40:11,00:08:17
15:43:13,00:07:49
15:45:26,00:06:26
15:46:17,00:09:15
15:47:28,00:09:05
15:48:31,00:10:30
15:49:24,00:09:15
15:49:32,00:10:21
15:50:01,00:13:10
15:51:04,00:12:15
15:53:14,00:11:51
15:53:16,00:12:40
15:53:24,00:12:39
15:54:10,00:14:17
15:54:17,00:12:48
15:56:51,00:12:50
15:59:01,00:11:50
16:01:12,00:09:55
16:01:25,00:10:08
16:01:55,00:09:57
16:02:27,N/A
16:03:22,00:11:04
16:03:26,00:11:08
16:05:35,00:16:54
16:07:18,00:08:12
16:12:54,00:04:24
16:14:45,00:06:14
16:14:52,00:08:26
16:14:59,00:16:35
16:15:03,00:10:10
16:16:08,00:10:46
16:18:17,00:12:04
16:20:17,00:12:52
16:20:20,00:14:31
16:20:23,00:14:32
16:23:43,00:12:33
16:25:03,00:12:36
16:27:12,00:12:24
16:29:39,00:11:13
16:30:52,00:10:57
16:32:40,00:10:45
16:32:41,00:11:23
16:36:27,00:07:56
16:37:04,00:10:44
16:37:20,00:10:34
16:37:23,00:11:39
16:40:41,00:09:55
16:42:37,00:08:43
16:46:45,00:07:30
16:49:52,00:07:01
16:52:23,00:04:17
16:53:26,00:07:09
16:54:32,00:04:22
16:55:31,00:04:34
16:57:32,00:03:15
17:02:07,00:01:53
17:02:38,00:01:58
17:04:13,00:03:35
17:04:47,00:02:27
17:09:06,00:03:30
17:11:34,00:03:15
17:11:47,00:01:58
17:12:22,00:03:13
17:13:43,00:02:08
17:13:52,00:09:28
17:13:59,00:03:55
17:17:45,00:04:53
17:21:45,00:02:03
17:22:03,00:03:40
17:23:55,00:01:25
17:25:20,00:01:30
17:29:29,00:02:46
17:29:43,00:04:37
17:29:56,00:03:46
17:31:25,00:04:57
17:31:52,00:07:02
17:32:44,00:06:02
17:33:49,00:05:43
17:36:12,00:06:29
17:38:37,00:01:57
17:40:09,00:02:35
17:43:08,00:03:35
17:46:11,00:01:43
17:47:58,00:05:29
17:48:19,00:02:04
17:48:21,00:04:02
17:50:16,00:06:06
17:51:14,00:03:34
17:51:28,00:05:13
17:51:31,00:08:11
17:52:22,00:06:46
17:52:57,00:07:18
17:53:19,00:08:42
18:00:29,00:02:19
18:00:35,00:06:30
18:05:44,00:06:25
18:13:19,00:03:39
18:17:10,00:00:49
18:18:11,00:04:54
18:19:43,00:02:20
18:21:35,00:02:19
18:27:57,00:01:17
18:30:16,00:03:10
19:09:35,00:01:17
