time,length
00:00:00,0
10:09:38,1
10:09:38,0
10:43:09,1
10:43:09,0
10:43:53,1
10:43:53,0
10:54:41,1
10:54:41,0
10:55:43,1
10:55:43,0
10:56:26,1
10:56:26,0
10:57:47,1
10:57:47,0
11:00:34,1
11:00:34,0
11:00:41,1
11:00:41,0
11:01:30,1
11:01:30,0
11:02:28,1
11:02:28,0
11:05:05,1
11:05:05,0
11:05:13,1
11:05:13,0
11:06:58,1
11:06:58,0
11:07:02,1
11:07:02,0
11:07:20,1
11:07:58,0
11:08:27,1
11:08:27,0
11:10:16,1
11:10:16,0
11:11:42,1
11:11:42,0
11:11:55,1
11:11:55,0
11:14:33,1
11:14:33,0
11:14:59,1
11:14:59,0
11:16:27,1
11:16:27,0
11:16:36,1
11:16:36,0
11:16:47,1
11:16:47,0
11:17:02,1
11:17:02,0
11:17:26,1
11:17:46,0
11:19:05,1
11:19:05,0
11:19:08,1
11:19:43,2
11:20:09,3
11:20:26,2
11:21:08,1
11:21:12,2
11:21:16,1
11:21:39,0
11:21:55,1
11:22:37,2
11:22:37,3
11:23:12,4
11:23:21,3
11:23:24,4
11:23:27,3
11:23:58,2
11:24:09,3
11:24:41,4
11:24:49,3
11:24:50,2
11:25:10,1
11:25:42,0
11:26:11,1
11:26:33,2
11:26:41,1
11:27:10,0
11:27:35,1
11:27:35,0
11:27:45,1
11:27:45,0
11:29:03,1
11:29:03,0
11:29:17,1
11:29:17,0
11:30:47,1
11:30:47,0
11:31:13,1
11:31:13,0
11:31:34,1
11:31:34,2
11:31:34,1
11:31:34,0
11:33:16,1
11:33:16,0
11:34:36,1
11:34:36,0
11:35:08,1
11:35:08,0
11:35:34,1
11:35:34,0
11:36:20,1
11:36:25,0
11:36:59,1
11:37:22,2
11:37:42,1
11:37:56,0
11:38:06,1
11:38:21,0
11:38:42,1
11:38:42,0
11:38:47,1
11:39:18,2
11:39:42,3
11:40:25,4
11:40:33,3
11:40:35,2
11:40:46,1
11:41:15,0
11:41:43,1
11:41:43,0
11:41:54,1
11:41:54,0
11:43:28,1
11:43:28,0
11:43:52,1
11:43:52,0
11:44:02,1
11:44:02,0
11:45:03,1
11:45:03,0
11:46:10,1
11:46:10,0
11:46:51,1
11:46:51,0
11:47:06,1
11:47:06,0
11:47:59,1
11:47:59,0
11:48:11,1
11:48:11,0
11:48:45,1
