group_id,service_time
1,00:03:26
2,00:02:28
3,00:02:55
4,00:02:11
5,00:02:06
6,00:01:50
7,00:02:15
9,00:03:00
10,00:04:56
11,00:02:44
12,00:00:48
13,00:02:13
14,00:02:12
15,00:00:56
20,00:03:50
21,00:02:21
25,00:01:31
26,00:02:18
29,00:02:20
38,00:01:56
40,00:02:10
41,00:03:51
44,00:01:53
51,00:03:57
55,00:01:50
56,00:01:01
57,00:02:39
66,00:02:45
69,00:01:21
70,00:03:29
77,00:01:01
82,00:01:30
83,00:01:38
86,00:01:28
89,00:01:13
90,00:03:21
91,00:03:13
92,00:00:54
93,00:02:12
94,00:01:05
95,00:02:40
96,00:03:17
98,00:02:10
99,00:03:25
100,00:01:50
101,00:02:04
102,00:01:13
103,00:00:48
104,00:02:08
105,00:05:13
107,00:05:07
108,00:01:32
110,00:02:15
112,00:01:21
116,00:01:02
120,00:03:14
121,00:02:48
123,00:05:53
127,00:03:32
129,00:01:51
135,00:07:27
137,00:02:48
140,00:02:00
144,00:04:10
160,00:01:44
170,00:02:01
188,00:02:03
189,00:01:31
191,00:01:08
192,00:04:14
197,00:03:11
200,00:02:36
205,00:03:02
214,00:01:17
220,00:05:23
225,00:02:56
228,00:04:26
230,00:04:18
235,00:02:44
238,00:00:51
241,00:04:26
242,00:03:50
252,00:01:48
253,00:01:15
258,00:01:18
259,00:01:48
262,00:02:49
263,00:01:44
264,00:02:05
265,00:02:50
266,00:03:57
267,00:04:01
269,00:01:50
270,00:02:18
271,00:02:58
272,00:03:30
273,00:03:00
275,00:02:58
276,00:01:12
277,00:03:19
279,00:01:40
280,00:01:38
281,00:01:41
282,00:02:39
283,00:04:49
284,00:03:17
285,00:04:18
286,00:01:40
290,00:02:55
292,00:00:52
294,00:04:03
295,00:01:31
297,00:00:52
300,00:02:03
305,00:02:58
306,00:01:34
307,00:01:47
308,00:04:17
311,00:03:44
312,00:02:21
314,00:02:39
315,00:04:46
319,00:01:45
322,00:00:38
330,00:02:20
333,00:02:51
341,00:00:53
346,00:01:03
348,00:02:11
351,00:02:09
352,00:02:43
357,00:01:27
359,00:06:06
360,00:02:22
363,00:01:34
364,00:02:28
365,00:02:43
366,00:03:42
371,00:02:48
372,00:02:08
373,00:00:39
375,00:02:54
378,00:02:32
379,00:04:14
380,00:00:31
387,00:01:01
388,00:04:40
389,00:01:44
391,00:02:13
394,00:02:41
395,00:01:40
396,00:01:59
397,00:02:36
398,00:03:03
399,00:01:56
400,00:02:10
401,00:01:00
402,00:03:43
403,00:01:38
405,00:01:28
412,00:04:16
415,00:02:02
416,00:02:42
419,00:03:07
420,00:02:25
421,00:02:29
423,00:02:06
426,00:01:57
431,00:03:01
433,00:03:13
434,00:02:41
438,00:02:31
440,00:01:18
445,00:02:11
446,00:01:41
448,00:01:57
449,00:01:55
452,00:02:22
453,00:01:23
454,00:01:31
455,00:01:32
457,00:01:10
458,00:03:39
459,00:01:27
460,00:02:32
461,00:02:48
462,00:05:58
463,00:02:22
