arrival_time,wait_time
10:38:04,00:03:26
10:43:19,00:02:28
10:44:35,00:04:07
10:50:01,00:02:15
10:58:28,00:01:50
10:59:15,00:03:14
10:59:23,00:05:12
11:01:21,00:06:14
11:02:42,00:07:06
11:03:50,00:10:54
11:04:32,00:11:08
11:05:33,00:12:51
11:06:03,00:13:09
11:06:42,N/A
11:08:16,00:13:08
11:10:40,00:13:02
11:10:59,N/A
11:11:17,N/A
11:11:55,N/A
11:13:42,N/A
11:14:38,N/A
11:14:46,00:10:27
11:15:02,N/A
11:16:14,00:12:49
11:16:24,N/A
11:16:41,N/A
11:18:20,N/A
11:18:59,00:12:25
11:20:34,00:12:46
11:20:40,N/A
11:20:42,N/A
11:21:11,N/A
11:21:56,00:13:44
11:22:12,N/A
11:22:34,N/A
11:23:09,N/A
11:23:52,00:13:58
11:24:35,N/A
11:25:39,00:16:02
11:26:38,N/A
11:26:47,N/A
11:27:37,N/A
11:28:44,N/A
11:30:09,00:13:22
11:30:30,N/A
11:31:04,N/A
11:31:44,00:14:26
11:31:48,N/A
11:31:56,N/A
11:33:01,N/A
11:33:34,00:16:33
11:34:04,N/A
11:35:20,N/A
11:36:21,00:15:39
11:37:14,N/A
11:37:23,N/A
11:37:39,N/A
11:37:47,N/A
11:38:52,00:14:09
11:39:44,N/A
11:39:58,N/A
11:41:15,N/A
11:41:48,00:13:58
11:42:40,N/A
11:42:44,N/A
11:43:23,N/A
11:43:31,N/A
11:44:04,00:15:11
11:44:21,N/A
11:44:48,N/A
11:47:48,00:12:48
11:48:29,N/A
11:49:15,N/A
11:49:30,N/A
11:49:40,N/A
11:50:55,00:10:42
11:51:34,N/A
11:51:56,N/A
11:52:21,00:10:44
11:53:45,00:10:58
11:54:27,N/A
11:55:36,N/A
11:56:00,00:10:13
11:57:18,N/A
11:58:11,N/A
11:58:33,N/A
11:59:08,N/A
11:59:14,N/A
12:00:04,00:07:22
12:01:28,00:09:19
12:02:48,00:10:11
12:03:53,00:12:19
12:06:57,00:10:09
12:11:45,00:06:26
12:12:44,00:08:44
12:13:47,00:09:51
12:14:37,00:11:41
12:15:52,N/A
12:20:47,00:06:19
12:22:11,00:06:45
12:27:09,00:03:55
12:27:29,00:04:48
12:28:50,00:08:40
12:29:18,00:11:37
12:29:30,00:13:29
12:31:39,00:12:41
12:31:53,00:17:34
12:32:16,N/A
12:32:26,00:18:33
12:33:40,N/A
12:33:58,N/A
12:36:44,N/A
12:39:31,00:13:43
12:41:41,00:14:21
12:43:23,00:13:41
12:43:33,N/A
12:43:47,N/A
12:45:57,00:17:00
12:46:03,N/A
12:46:26,N/A
12:46:46,N/A
12:47:21,N/A
12:48:56,N/A
12:49:39,00:16:32
12:50:17,N/A
12:50:37,N/A
12:51:35,00:22:03
12:51:51,N/A
12:51:57,N/A
12:53:38,00:23:32
12:54:12,N/A
12:55:19,N/A
12:56:27,00:23:31
12:57:03,N/A
12:57:46,00:24:03
12:58:34,N/A
12:59:24,N/A
13:00:39,N/A
13:00:48,N/A
13:02:11,N/A
13:02:22,N/A
13:02:25,N/A
13:02:25,N/A
13:02:42,N/A
13:03:03,00:22:56
13:03:16,N/A
13:03:29,N/A
13:03:54,N/A
13:03:58,N/A
13:04:03,N/A
13:06:50,00:21:09
13:07:01,N/A
13:07:19,N/A
13:07:54,N/A
13:08:17,N/A
13:08:21,N/A
13:08:40,N/A
13:10:25,N/A
13:10:28,N/A
13:10:29,N/A
13:11:11,N/A
13:11:35,N/A
13:11:44,N/A
13:13:33,N/A
13:14:18,00:15:42
13:15:15,N/A
13:15:57,N/A
13:16:49,N/A
13:17:00,N/A
13:17:01,N/A
13:18:21,00:13:23
13:18:38,N/A
13:19:13,N/A
13:19:20,N/A
13:19:28,N/A
13:20:17,00:15:41
13:21:36,N/A
13:21:57,00:16:04
13:22:11,N/A
13:22:17,N/A
13:22:18,N/A
13:23:01,N/A
13:23:39,N/A
13:23:40,N/A
13:24:15,N/A
13:24:45,N/A
13:25:16,N/A
13:25:19,N/A
13:25:23,N/A
13:25:25,N/A
13:25:54,N/A
13:26:50,00:12:42
13:26:52,N/A
13:27:35,N/A
13:29:01,00:11:39
13:29:26,N/A
13:30:03,00:11:54
13:30:27,N/A
13:31:04,N/A
13:31:26,N/A
13:33:25,00:11:34
13:33:26,N/A
13:33:37,N/A
13:33:56,N/A
13:34:02,N/A
13:34:38,N/A
13:34:47,N/A
13:34:51,N/A
13:35:27,N/A
13:35:42,N/A
13:35:57,N/A
13:36:18,00:11:17
13:37:15,N/A
13:37:23,N/A
13:37:42,N/A
13:37:43,N/A
13:38:33,00:12:13
13:38:59,N/A
13:40:10,00:14:54
13:40:30,N/A
13:41:23,00:16:37
13:42:13,00:20:13
13:42:54,N/A
13:43:33,N/A
13:43:58,N/A
13:45:08,00:22:41
13:45:55,N/A
13:46:05,N/A
13:46:21,N/A
13:47:05,N/A
13:47:38,00:22:55
13:48:06,N/A
13:48:50,N/A
13:48:58,N/A
13:49:04,N/A
13:51:06,00:23:53
13:51:51,N/A
13:52:10,N/A
13:53:01,N/A
13:54:06,N/A
13:54:16,N/A
13:54:25,N/A
13:54:38,N/A
13:55:24,00:20:26
13:55:25,N/A
13:55:39,N/A
13:56:10,N/A
13:57:10,N/A
13:59:26,00:20:14
14:00:19,N/A
14:01:22,N/A
14:03:43,00:17:12
14:05:40,N/A
14:06:18,N/A
14:07:02,N/A
14:07:07,N/A
14:08:46,00:13:57
14:10:30,N/A
14:12:32,00:11:59
14:17:19,00:10:01
14:18:18,00:10:46
14:18:31,N/A
14:19:58,00:10:24
14:23:08,00:10:04
14:26:31,00:10:42
14:26:53,00:14:17
14:28:30,00:14:45
14:30:52,00:14:41
14:31:01,00:17:30
14:31:08,N/A
14:35:19,00:15:02
14:38:09,00:15:42
14:40:49,N/A
14:45:34,00:11:17
14:47:31,00:12:18
14:52:18,00:08:43
14:52:19,00:12:01
14:53:44,00:12:14
14:53:46,N/A
14:58:59,00:08:39
15:04:41,00:06:14
15:05:45,00:09:28
15:07:34,00:09:19
15:08:37,00:09:57
15:09:07,00:12:06
15:09:42,00:16:20
15:13:04,00:17:01
15:14:54,N/A
15:16:38,00:14:19
15:17:02,00:15:26
15:17:12,N/A
15:17:17,N/A
15:17:29,N/A
15:17:34,N/A
15:19:51,00:15:32
15:21:45,00:14:30
15:22:57,N/A
15:23:09,N/A
15:23:55,N/A
15:24:25,N/A
15:24:44,N/A
15:26:21,00:11:57
15:27:29,N/A
15:27:51,N/A
15:31:58,00:08:41
15:32:04,00:12:52
15:32:20,N/A
15:33:29,00:13:14
15:33:58,N/A
15:36:20,00:11:57
15:37:16,00:13:59
15:37:55,N/A
15:39:01,00:15:58
15:40:03,N/A
