time,length
00:00:00,0
10:38:04,1
10:38:04,0
10:43:19,1
10:43:19,0
10:44:35,1
10:45:47,0
10:50:01,1
10:50:01,0
10:58:28,1
10:58:28,0
10:59:15,1
10:59:23,2
11:00:18,1
11:01:21,2
11:02:29,1
11:02:42,2
11:03:50,3
11:04:32,4
11:04:35,3
11:05:33,4
11:06:03,5
11:07:35,4
11:08:16,5
11:09:48,4
11:10:40,5
11:14:44,4
11:14:46,5
11:15:40,4
11:16:14,5
11:18:24,4
11:18:59,5
11:19:12,4
11:20:34,5
11:21:24,4
11:21:56,5
11:23:42,4
11:23:52,5
11:25:13,4
11:25:39,5
11:29:03,4
11:30:09,5
11:31:24,4
11:31:44,5
11:33:20,4
11:33:34,5
11:35:40,4
11:36:21,5
11:37:50,4
11:38:52,5
11:41:41,4
11:41:48,5
11:43:31,4
11:44:04,5
11:46:10,4
11:47:48,5
11:50:07,4
11:50:55,5
11:52:00,4
11:52:21,5
11:53:01,4
11:53:45,5
11:55:46,4
11:56:00,5
11:59:15,4
12:00:04,5
12:00:36,4
12:01:28,5
12:01:37,4
12:02:48,5
12:03:05,4
12:03:53,5
12:04:43,4
12:06:13,3
12:06:57,4
12:07:26,3
12:10:47,2
12:11:45,3
12:12:44,4
12:12:59,3
12:13:47,4
12:14:37,5
12:16:12,4
12:17:06,3
12:18:11,2
12:20:47,3
12:21:28,2
12:22:11,3
12:23:38,2
12:26:18,1
12:27:06,0
12:27:09,1
12:27:29,2
12:28:50,3
12:28:56,2
12:29:18,3
12:29:30,4
12:31:04,3
12:31:39,4
12:31:53,5
12:32:17,4
12:32:26,5
12:37:30,4
12:39:31,5
12:40:55,4
12:41:41,5
12:42:59,4
12:43:23,5
12:44:20,4
12:45:57,5
12:49:27,4
12:49:39,5
12:50:59,4
12:51:35,5
12:53:14,4
12:53:38,5
12:56:02,4
12:56:27,5
12:57:04,4
12:57:46,5
13:02:57,4
13:03:03,5
13:06:11,4
13:06:50,5
13:13:38,4
13:14:18,5
13:17:10,4
13:18:21,5
13:19:58,4
13:20:17,5
13:21:49,4
13:21:57,5
13:25:59,4
13:26:50,5
13:27:59,4
13:29:01,5
13:30:00,4
13:30:03,5
13:31:44,4
13:33:25,5
13:35:58,4
13:36:18,5
13:38:01,4
13:38:33,5
13:39:32,4
13:40:10,5
13:40:40,4
13:41:23,5
13:41:57,4
13:42:13,5
13:44:59,4
13:45:08,5
13:47:35,4
13:47:38,5
13:50:46,4
13:51:06,5
13:55:04,4
13:55:24,5
13:58:00,4
13:59:26,5
14:02:26,4
14:03:43,5
14:07:49,4
14:08:46,5
14:10:33,4
14:12:32,5
14:14:59,4
14:15:50,3
14:17:19,4
14:18:18,5
14:19:40,4
14:19:58,5
14:20:55,4
14:22:43,3
14:23:08,4
14:24:31,3
14:26:31,4
14:26:53,5
14:27:20,4
14:28:30,5
14:29:04,4
14:30:22,3
14:30:52,4
14:31:01,5
14:33:12,4
14:35:19,5
14:37:13,4
14:38:09,5
14:41:10,4
14:43:15,3
14:45:33,2
14:45:34,3
14:47:31,4
14:48:31,3
14:50:21,2
14:52:18,3
14:52:19,4
14:53:44,5
14:53:51,4
14:56:51,3
14:58:59,4
14:59:49,3
15:01:01,2
15:04:20,1
15:04:41,2
15:05:45,3
15:05:58,2
15:07:34,3
15:07:38,2
15:08:37,3
15:09:07,4
15:09:42,5
15:10:55,4
15:13:04,5
15:15:13,4
15:16:38,5
15:16:53,4
15:17:02,5
15:18:34,4
15:19:51,5
15:21:13,4
15:21:45,5
15:26:02,4
15:26:21,5
15:30:05,4
15:30:57,3
15:31:58,4
15:32:04,5
15:32:28,4
15:33:29,5
15:35:23,4
15:36:15,3
15:36:20,4
15:37:16,5
15:38:18,4
15:39:01,5
15:40:39,4
15:42:15,5
15:44:56,4
15:46:43,3
15:47:06,4
15:48:17,3
15:48:43,4
15:48:59,5
15:51:15,4
15:51:40,5
15:54:59,4
15:55:34,5
15:56:44,4
15:57:38,5
16:01:30,4
16:01:42,5
16:02:08,4
16:03:06,5
16:04:47,4
16:07:38,3
16:07:47,4
16:08:31,5
16:09:58,4
16:10:51,3
16:12:19,4
16:12:24,5
16:13:00,4
16:13:51,5
16:14:03,4
16:15:13,5
16:16:14,4
16:16:26,5
16:18:57,4
16:19:09,5
16:21:40,4
16:22:37,5
16:23:07,4
16:23:39,5
16:24:41,4
16:25:41,5
16:27:03,4
16:27:26,5
16:33:09,4
16:33:15,5
16:35:37,4
16:36:16,3
16:36:58,4
16:37:40,5
16:38:24,4
16:38:32,5
16:42:06,4
16:42:35,5
16:44:54,4
16:45:25,3
16:46:10,4
16:48:33,5
16:49:39,4
16:50:50,5
16:52:11,4
16:52:58,5
16:55:05,4
16:56:06,3
16:57:50,2
17:02:25,3
17:02:26,4
17:02:30,3
17:03:53,4
17:04:43,3
17:07:24,2
17:07:35,3
17:09:12,4
17:09:17,5
17:09:20,4
17:10:27,5
17:11:00,4
17:13:36,3
17:15:17,4
17:15:26,5
17:16:39,4
17:16:46,5
17:18:38,4
17:20:29,5
17:20:48,4
17:22:08,5
17:22:26,4
17:23:22,5
17:26:09,4
17:26:21,5
17:27:37,4
17:28:01,5
17:28:37,4
17:28:48,5
17:31:06,4
17:32:19,5
17:33:08,4
17:33:13,5
17:37:24,4
17:37:28,5
17:39:49,4
17:40:30,5
17:42:56,4
17:43:48,5
17:45:38,4
17:46:10,5
17:47:44,4
17:47:48,5
17:49:41,4
17:50:12,5
17:52:42,4
17:54:11,5
17:55:55,4
17:56:18,5
17:58:26,4
17:59:25,5
17:59:44,4
18:02:25,3
18:04:36,2
18:06:17,1
18:07:04,2
18:07:14,3
18:08:14,2
18:09:46,3
18:10:09,2
18:10:28,3
18:11:30,4
18:11:59,5
18:12:31,4
18:14:02,3
18:15:25,2
18:16:57,1
18:18:07,0
18:23:50,1
18:23:50,0
18:27:01,1
18:27:01,0
18:38:51,1
18:38:51,0
18:42:03,1
18:42:03,0
18:54:17,1
18:54:17,0
