group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:00 - 10:10,10:01:36,00:00:00,10:01:36,00:02:42,00:02:42,h1
2,1,Served,10:20 - 10:30,10:23:38,00:00:00,10:23:38,00:02:33,00:02:33,h1
3,2,Served,10:30 - 10:40,10:34:41,00:00:00,10:34:41,00:02:22,00:02:22,h1
4,1,Served,10:40 - 10:50,10:40:19,00:00:00,10:40:19,00:03:52,00:03:52,h1
5,1,Served,10:40 - 10:50,10:48:16,00:00:00,10:48:16,00:04:56,00:04:56,k1
6,2,Served,10:40 - 10:50,10:47:09,00:00:00,10:47:09,00:03:42,00:03:42,h1
7,2,Served,10:50 - 11:00,10:55:14,00:00:00,10:55:14,00:01:23,00:01:23,h1
8,2,Served,10:50 - 11:00,10:56:02,00:00:00,10:56:02,00:01:16,00:01:16,k1
9,2,Served,10:50 - 11:00,10:56:38,00:00:00,10:56:38,00:03:40,00:03:40,h1
10,1,Served,10:50 - 11:00,10:58:21,00:00:00,10:58:21,00:05:26,00:05:26,k1
11,3,Served,11:00 - 11:10,11:06:36,00:01:08,11:07:44,00:01:05,00:02:13,h1
12,2,Served,11:00 - 11:10,11:05:32,00:00:00,11:05:32,00:02:12,00:02:12,h1
13,2,Served,11:00 - 11:10,11:06:36,00:00:00,11:06:36,00:02:51,00:02:51,k3
14,4,Served,11:00 - 11:10,11:02:50,00:00:00,11:02:50,00:01:38,00:01:38,k2
15,1,Served,11:00 - 11:10,11:01:56,00:00:00,11:01:56,00:02:19,00:02:19,h1
16,1,Served,11:00 - 11:10,11:06:34,00:00:00,11:06:34,00:01:24,00:01:24,k2
17,2,Served,11:00 - 11:10,11:07:12,00:01:32,11:08:44,00:01:37,00:03:09,k2
18,3,Served,11:00 - 11:10,11:06:32,00:00:00,11:06:32,00:04:26,00:04:26,k1
19,2,Served,11:00 - 11:10,11:07:12,00:00:46,11:07:58,00:00:46,00:01:32,k2
20,4,Served,11:10 - 11:20,11:18:25,00:00:41,11:19:06,00:02:15,00:02:56,k1
21,2,Served,11:10 - 11:20,11:14:09,00:00:00,11:14:09,00:04:20,00:04:20,k2
22,2,Served,11:10 - 11:20,11:18:44,00:01:06,11:19:50,00:03:34,00:04:40,h1
23,1,Served,11:10 - 11:20,11:18:17,00:00:12,11:18:29,00:02:09,00:02:21,k2
24,2,Served,11:10 - 11:20,11:12:19,00:00:00,11:12:19,00:01:16,00:01:16,k1
25,5,Served,11:10 - 11:20,11:13:59,00:00:00,11:13:59,00:03:35,00:03:35,k1
26,2,Served,11:10 - 11:20,11:16:23,00:00:00,11:16:23,00:01:29,00:01:29,k3
27,5,Served,11:10 - 11:20,11:18:08,00:00:00,11:18:08,00:03:05,00:03:05,k3
28,3,Served,11:10 - 11:20,11:15:37,00:00:00,11:15:37,00:04:13,00:04:13,h1
