group_id,service_time
9,00:03:20
15,00:05:24
17,00:03:48
19,00:01:42
23,00:00:54
24,00:03:03
28,00:01:44
30,00:01:45
34,00:01:46
35,00:03:06
39,00:02:16
41,00:02:38
44,00:02:32
45,00:02:10
49,00:03:08
52,00:04:41
55,00:02:20
60,00:01:35
61,00:03:47
64,00:03:23
74,00:03:52
76,00:01:18
77,00:01:37
78,00:01:47
80,00:01:56
82,00:01:37
85,00:03:27
92,00:02:08
94,00:03:19
97,00:02:53
99,00:01:45
102,00:02:04
104,00:04:47
109,00:05:28
113,00:05:20
117,00:03:05
119,00:01:09
121,00:08:20
129,00:03:21
130,00:02:29
133,00:02:23
134,00:00:51
143,00:02:00
150,00:02:34
152,00:01:21
154,00:02:52
155,00:03:39
160,00:05:47
162,00:02:21
163,00:01:47
167,00:03:17
170,00:05:12
175,00:08:12
186,00:00:50
195,00:01:49
197,00:02:37
207,00:01:52
218,00:03:02
225,00:04:12
232,00:06:01
248,00:05:47
249,00:01:51
250,00:01:16
252,00:02:03
263,00:02:33
266,00:01:45
267,00:01:08
268,00:02:47
274,00:02:17
275,00:03:34
287,00:02:28
288,00:01:37
294,00:08:10
296,00:01:36
297,00:03:40
304,00:01:22
308,00:03:39
309,00:02:27
314,00:01:02
318,00:04:19
319,00:03:24
327,00:06:56
332,00:02:46
338,00:02:51
342,00:02:58
343,00:01:35
344,00:01:41
349,00:01:52
356,00:01:13
360,00:06:44
366,00:04:10
367,00:06:05
374,00:02:47
378,00:02:49
380,00:04:23
382,00:02:54
386,00:00:58
387,00:04:13
389,00:01:42
393,00:01:00
397,00:02:44
399,00:01:52
402,00:04:08
407,00:02:14
411,00:05:57
414,00:02:14
415,00:03:43
419,00:08:42
427,00:04:30
430,00:02:30
434,00:03:06
438,00:02:00
441,00:01:59
444,00:02:08
447,00:02:48
452,00:02:38
454,00:05:38
457,00:04:03
459,00:01:52
469,00:02:16
