arrival_time,wait_time
10:25:35,00:01:31
10:38:40,00:01:40
10:46:07,00:05:25
10:49:56,00:03:03
10:51:08,00:03:20
10:51:38,00:01:50
10:51:55,00:01:52
10:54:29,00:02:33
10:57:57,00:01:15
10:59:26,00:05:07
11:00:07,00:02:43
11:00:49,00:05:24
11:01:35,00:01:54
11:01:51,00:04:29
11:03:14,00:02:11
11:03:28,00:03:42
11:04:11,00:05:50
11:07:42,00:02:19
11:10:28,00:03:14
11:13:01,00:00:41
11:13:10,00:01:44
11:14:16,00:02:12
11:15:24,00:02:12
11:15:25,00:03:03
11:15:29,00:04:21
11:16:12,00:03:21
11:16:26,00:02:56
11:17:10,00:03:54
11:18:22,00:03:43
11:20:03,00:01:38
11:20:11,00:03:09
11:20:31,00:04:29
11:20:56,00:03:06
11:23:01,00:02:57
11:24:28,00:03:29
11:24:41,00:02:07
11:24:56,00:02:47
11:26:38,00:03:34
11:27:20,00:03:29
11:28:40,00:02:37
11:29:12,00:01:53
11:29:17,00:03:18
11:29:33,00:04:24
11:30:37,00:03:33
11:33:31,00:03:08
11:33:35,00:06:00
11:34:07,00:01:28
11:34:28,00:04:29
11:34:42,00:04:07
11:34:44,00:06:37
11:35:17,00:06:14
11:35:39,00:07:14
11:36:38,00:07:03
11:37:31,00:05:04
11:37:33,00:07:12
11:37:52,00:06:41
11:38:01,00:10:21
11:38:34,00:10:12
11:39:39,00:06:18
11:40:00,00:08:43
11:40:03,00:11:42
11:41:58,00:10:03
11:42:23,00:10:38
11:43:01,00:10:19
11:43:16,00:09:52
11:43:21,00:10:40
11:43:59,00:11:01
11:45:39,00:11:28
11:48:29,00:07:35
11:48:32,00:08:14
11:48:55,00:09:13
11:49:01,00:10:44
11:50:02,00:08:42
11:51:21,00:11:08
11:52:05,00:08:16
11:52:31,00:10:24
11:53:17,00:08:51
11:53:40,00:12:20
11:54:16,00:10:58
11:55:05,00:13:24
11:55:46,00:14:46
11:56:41,00:11:15
11:58:25,00:10:49
11:58:37,00:11:58
11:59:11,00:13:30
12:00:09,00:12:34
12:00:55,00:16:44
12:00:58,00:15:02
12:04:16,00:10:28
12:04:55,00:11:37
12:06:09,00:11:59
12:07:50,00:10:06
12:08:31,00:11:25
12:09:37,00:10:24
12:12:05,00:07:48
12:13:43,00:09:03
12:16:58,00:04:07
12:17:53,00:03:44
12:18:43,00:04:08
12:20:09,00:02:41
12:20:18,00:07:15
12:25:59,00:06:14
12:27:46,00:01:58
12:28:07,00:02:04
12:28:44,00:04:16
12:30:39,00:05:20
12:30:43,00:03:04
12:31:16,00:04:06
12:31:18,00:03:30
12:31:47,00:07:16
12:32:39,00:05:34
12:33:21,00:08:06
12:38:50,00:01:13
12:41:56,00:01:58
12:43:01,00:03:49
12:44:33,00:03:40
12:45:03,00:03:05
12:45:50,00:05:37
12:45:57,00:03:20
12:46:40,00:05:12
12:47:08,00:10:29
12:47:20,00:06:08
12:48:04,00:07:30
12:49:46,00:06:15
12:49:51,00:08:09
12:51:19,00:06:29
12:51:35,00:08:25
12:52:09,00:06:51
12:52:19,00:07:55
12:52:56,00:08:04
12:52:58,00:10:23
12:53:14,00:09:15
12:53:56,00:08:16
12:54:28,00:10:03
12:55:39,00:09:47
12:58:46,00:05:26
12:59:41,00:07:00
12:59:46,00:07:06
13:00:01,00:07:54
13:00:25,00:08:50
13:01:29,00:07:25
13:01:53,00:08:10
13:02:24,00:10:11
13:02:39,00:09:28
13:02:56,00:10:13
13:03:11,00:10:17
13:03:14,00:10:42
13:03:16,00:12:10
13:04:37,00:12:30
13:05:46,00:09:41
13:06:13,00:12:04
13:06:25,00:10:34
13:07:43,00:09:55
13:09:02,00:10:05
13:09:06,00:12:07
13:11:49,00:10:43
13:12:52,00:12:02
13:13:30,00:12:41
13:14:10,00:12:13
13:14:40,00:12:01
13:15:48,00:13:37
13:16:02,00:12:03
13:16:10,00:12:52
13:17:29,00:13:01
13:18:09,00:16:05
13:18:12,00:12:35
13:18:18,00:17:27
13:18:29,00:13:50
13:18:50,00:19:04
13:18:54,00:18:37
13:19:22,00:17:32
13:19:27,00:18:37
13:19:48,N/A
13:19:54,N/A
13:20:06,N/A
13:20:14,N/A
13:22:34,00:15:47
13:22:42,00:16:27
13:22:49,N/A
13:23:01,N/A
13:23:07,N/A
13:23:42,N/A
13:23:59,N/A
13:24:04,N/A
13:24:34,N/A
13:25:00,00:15:34
13:25:10,N/A
13:25:17,N/A
13:25:44,N/A
13:25:55,N/A
13:26:05,N/A
13:26:50,00:13:20
13:27:58,00:12:42
13:28:03,00:20:19
13:29:15,00:14:33
13:29:23,00:12:53
13:30:18,00:13:06
13:31:21,00:14:46
13:32:03,00:13:54
13:32:11,N/A
13:32:24,00:15:40
13:33:23,N/A
13:33:26,N/A
13:33:27,N/A
13:33:48,N/A
13:33:58,N/A
13:33:59,N/A
13:34:03,N/A
13:34:52,00:12:20
13:35:30,N/A
13:36:00,00:14:04
13:38:00,00:13:17
13:38:12,00:12:02
13:38:20,00:14:10
13:38:36,00:14:15
13:39:45,00:14:04
13:39:59,00:15:10
13:40:24,00:16:39
13:40:45,00:15:31
13:41:19,00:16:10
13:41:25,N/A
13:42:09,N/A
13:43:09,00:20:07
13:43:16,N/A
13:43:17,N/A
13:43:54,00:16:11
13:44:29,00:15:20
13:44:40,N/A
13:45:26,N/A
13:47:02,00:15:43
13:47:08,00:18:58
13:47:52,00:19:22
13:48:03,N/A
13:48:29,00:16:04
13:48:31,00:18:28
13:48:43,N/A
13:48:53,N/A
13:50:24,00:17:33
13:51:16,00:17:19
13:51:41,00:18:05
13:52:26,N/A
13:52:49,00:16:24
13:53:13,00:19:25
13:53:30,N/A
13:54:30,00:16:46
13:54:46,N/A
13:54:47,N/A
13:55:07,N/A
13:55:12,00:15:55
13:57:24,00:15:40
13:58:13,00:18:50
13:59:16,00:15:53
13:59:24,N/A
13:59:57,00:15:54
14:00:40,00:17:13
14:00:51,N/A
14:02:13,N/A
14:02:13,N/A
14:02:44,N/A
14:04:56,00:14:49
14:04:57,00:13:51
14:04:57,00:15:03
14:06:06,N/A
14:08:50,00:12:31
14:09:12,00:13:44
14:09:57,00:11:11
14:11:54,00:10:57
14:12:13,00:10:16
14:12:53,00:12:23
14:17:00,00:09:02
14:17:13,00:07:07
14:20:21,00:09:00
14:22:29,00:05:04
14:25:08,00:03:23
14:28:29,00:03:34
14:31:57,00:00:43
14:34:36,00:02:09
14:35:00,00:02:54
14:39:13,00:01:26
14:40:27,00:02:29
14:46:09,00:01:18
14:46:14,00:02:25
14:52:48,00:02:20
14:53:49,00:03:13
14:54:44,00:01:37
14:55:15,00:02:06
14:55:49,00:03:00
14:57:42,00:02:40
15:00:39,00:02:07
15:01:04,00:02:24
15:01:57,00:08:10
15:02:42,00:03:30
15:02:51,00:01:34
15:04:43,00:00:55
15:07:58,00:01:31
15:11:34,00:01:00
15:12:23,00:01:59
15:16:51,00:03:43
15:17:01,00:01:58
15:17:01,00:03:40
15:17:31,00:03:54
15:19:24,00:02:42
15:19:50,00:02:27
15:20:16,00:02:20
15:20:36,00:04:48
15:20:58,00:02:41
15:21:06,00:07:50
15:27:05,00:01:54
15:27:05,00:02:27
15:27:43,00:02:59
15:29:18,00:01:51
15:29:55,00:03:39
15:30:57,00:01:10
15:31:33,00:01:23
15:32:23,00:02:03
15:32:34,00:01:59
15:33:17,00:03:41
15:33:23,00:06:05
15:33:47,00:03:57
15:34:08,00:07:09
15:34:32,00:04:14
15:34:37,00:06:30
15:36:41,00:07:03
15:37:46,00:06:28
15:38:43,00:03:36
15:40:11,00:04:54
15:40:54,00:04:34
15:42:03,00:03:20
15:42:23,00:09:38
15:44:12,00:02:24
15:44:20,00:03:35
15:45:14,00:03:09
15:48:01,00:01:49
15:48:32,00:02:03
15:48:36,00:03:24
15:49:22,00:03:20
15:49:27,00:04:14
15:52:09,00:02:58
15:53:03,00:01:41
15:53:47,00:02:07
15:54:07,00:07:39
15:54:21,00:02:21
15:54:24,00:02:54
15:54:42,00:03:41
15:56:08,00:02:43
15:56:12,00:04:03
15:56:52,00:03:10
15:59:37,00:01:36
15:59:42,00:03:24
15:59:52,00:03:18
16:00:23,00:05:08
16:01:39,00:08:11
16:01:43,00:02:48
16:02:14,00:03:55
16:02:49,00:05:28
16:03:01,00:05:08
16:03:20,00:07:28
16:03:25,00:06:19
16:03:35,00:07:05
16:04:23,00:06:40
16:05:12,00:08:29
16:05:23,00:07:41
16:10:42,00:04:31
16:11:07,00:02:48
