group_id,service_time
4,00:02:09
8,00:03:27
10,00:01:17
12,00:02:41
15,00:02:19
20,00:01:50
21,00:04:08
30,00:03:17
38,00:02:04
39,00:03:37
44,00:02:52
45,00:02:07
48,00:06:12
50,00:00:51
53,00:00:52
56,00:02:47
59,00:01:03
62,00:06:29
66,00:01:14
71,00:03:34
76,00:04:20
81,00:05:21
91,00:01:02
93,00:07:08
103,00:04:19
104,00:08:17
111,00:04:10
114,00:04:44
116,00:04:26
123,00:02:48
126,00:05:38
133,00:03:46
151,00:01:37
152,00:03:47
153,00:05:49
155,00:02:27
156,00:02:16
158,00:01:21
161,00:01:12
162,00:02:43
166,00:01:44
168,00:02:03
177,00:03:39
178,00:02:32
186,00:01:39
188,00:00:51
192,00:04:07
197,00:02:16
199,00:02:27
202,00:00:46
203,00:01:41
205,00:00:47
206,00:01:24
208,00:01:47
214,00:00:53
218,00:01:11
223,00:01:09
224,00:01:52
232,00:02:41
239,00:02:59
244,00:01:53
247,00:03:58
252,00:01:16
254,00:03:29
256,00:03:17
258,00:01:54
263,00:08:59
266,00:01:10
269,00:07:19
277,00:02:37
279,00:00:45
281,00:02:41
284,00:03:05
288,00:02:31
291,00:01:34
292,00:02:26
300,00:08:30
310,00:08:53
311,00:07:17
315,00:02:55
321,00:02:58
326,00:03:13
328,00:03:54
338,00:01:23
341,00:04:59
342,00:02:33
344,00:02:02
346,00:02:38
349,00:07:24
352,00:02:20
356,00:03:02
366,00:03:30
369,00:02:22
371,00:07:49
375,00:01:21
380,00:04:28
387,00:05:11
389,00:01:04
392,00:01:40
400,00:02:57
402,00:06:24
406,00:02:47
411,00:00:55
413,00:02:27
415,00:02:12
421,00:05:00
425,00:02:49
427,00:04:15
434,00:01:25
440,00:04:31
445,00:02:04
447,00:07:14
