arrival_time,in_queue_time
10:43:06,00:00:00
10:48:35,00:00:00
10:54:11,00:00:00
10:55:27,00:00:00
10:57:11,00:00:00
10:58:36,00:00:00
11:03:27,00:00:00
11:04:14,00:00:00
11:04:57,00:00:00
11:05:29,00:00:00
11:05:53,00:01:01
11:06:47,00:00:54
11:09:13,00:00:00
11:10:24,00:00:00
11:10:34,00:00:00
11:11:02,00:00:00
11:11:09,00:00:45
11:12:12,00:00:41
11:13:34,00:00:06
11:14:51,00:00:00
11:15:10,00:00:00
11:18:47,00:00:00
11:19:09,00:00:00
11:20:08,00:00:00
11:20:59,00:00:00
11:21:03,00:00:00
11:21:09,00:00:00
11:21:22,00:00:06
11:21:23,00:02:07
11:23:50,00:00:00
11:24:20,00:00:04
11:24:51,00:00:00
11:25:11,00:00:09
11:25:22,00:00:53
11:25:31,00:01:13
11:25:42,00:01:10
11:26:18,00:00:49
11:26:32,00:01:15
11:28:04,00:00:10
11:28:24,00:00:00
11:30:22,00:00:00
11:30:24,00:00:00
11:30:36,00:00:08
11:30:37,00:01:10
11:30:59,00:02:21
11:31:49,00:01:35
11:31:57,00:01:57
11:32:06,00:01:59
11:32:41,00:02:18
11:32:46,00:04:27
11:33:09,00:04:47
11:33:16,00:06:11
11:34:44,00:04:43
11:35:40,00:04:26
11:36:06,00:04:51
11:36:19,00:07:25
11:37:53,00:05:59
11:38:40,00:05:27
11:39:04,00:05:32
11:39:08,00:07:42
11:40:29,00:06:55
11:41:01,00:06:27
11:41:13,00:06:23
11:42:23,00:05:24
11:43:08,00:05:34
11:43:18,00:05:32
11:43:18,00:06:57
11:44:38,00:05:50
11:45:58,00:04:50
11:46:04,00:05:56
11:46:16,00:06:54
11:47:56,00:05:32
11:48:16,00:06:55
11:48:38,00:07:22
11:48:49,00:08:19
11:51:12,00:06:02
11:51:40,00:06:01
11:51:48,00:06:57
11:51:49,00:07:50
11:52:45,00:07:15
11:53:47,00:06:55
11:54:52,00:06:05
11:59:04,00:03:20
11:59:05,00:03:25
11:59:07,00:03:45
11:59:11,00:03:54
11:59:15,00:06:15
11:59:43,00:05:57
11:59:53,00:07:21
12:00:48,00:06:57
12:07:36,00:00:50
12:07:39,00:01:17
12:09:58,00:00:00
12:10:20,00:00:56
12:12:36,00:00:00
12:18:10,00:00:00
12:19:40,00:00:00
12:20:31,00:00:00
12:22:41,00:00:00
12:24:31,00:00:00
12:26:36,00:00:00
12:27:00,00:00:00
12:28:15,00:00:00
12:28:42,00:00:06
12:29:41,00:00:00
12:32:23,00:00:00
12:35:16,00:00:00
12:36:14,00:00:00
12:36:45,00:00:00
12:37:16,00:00:00
12:38:26,00:00:00
12:38:56,00:00:00
12:39:46,00:00:16
12:40:13,00:00:11
12:40:58,00:00:00
12:41:49,00:01:18
12:42:57,00:00:27
12:44:28,00:00:00
12:45:41,00:00:00
12:48:47,00:00:00
12:49:10,00:00:00
12:49:36,00:00:00
12:49:48,00:00:00
12:50:33,00:00:00
12:50:52,00:00:05
12:51:13,00:00:40
12:52:04,00:00:02
12:54:16,00:00:00
12:54:44,00:00:00
12:55:03,00:00:00
12:55:34,00:00:23
12:55:49,00:00:38
12:56:18,00:01:07
12:56:46,00:00:49
12:58:58,00:00:00
12:59:15,00:00:00
13:00:32,00:01:36
13:00:37,00:01:47
13:01:01,00:02:46
13:01:32,00:02:15
13:01:58,00:02:22
13:01:59,00:02:54
13:03:30,00:01:45
13:04:06,00:01:29
13:04:24,00:02:58
13:04:33,00:03:34
13:04:52,00:03:48
13:05:23,00:04:27
13:06:15,00:04:18
13:07:54,00:03:47
13:08:05,00:04:40
13:08:27,00:05:13
13:09:15,00:05:14
13:09:38,00:05:53
13:10:02,00:05:43
13:10:06,00:06:00
13:10:17,00:06:05
13:10:51,00:06:36
13:10:54,00:07:46
13:10:58,00:08:30
13:11:23,00:08:07
13:11:56,00:09:01
13:12:55,00:09:18
13:12:56,00:09:32
13:13:58,00:09:59
13:15:02,00:08:59
13:15:14,00:10:17
13:15:48,00:10:22
13:15:54,00:10:30
13:16:01,00:10:28
13:16:58,00:10:25
13:17:57,00:10:43
13:20:07,00:09:05
13:20:17,00:09:01
13:20:26,00:09:26
13:21:31,00:08:42
13:22:10,00:08:38
13:22:59,00:09:36
13:23:12,00:09:26
13:23:14,00:10:17
13:23:26,00:10:31
13:23:56,00:10:08
13:24:48,00:09:27
13:25:21,00:09:01
13:25:50,00:10:05
13:25:51,00:11:03
13:26:48,00:10:26
13:27:07,00:10:39
13:27:07,00:10:53
13:27:15,00:13:12
13:27:47,00:13:14
13:27:57,N/A
13:28:10,N/A
13:28:13,N/A
13:28:53,00:12:47
13:29:15,00:12:58
13:30:17,00:12:23
13:30:21,00:13:05
13:30:37,00:13:50
13:33:08,00:11:42
13:33:44,00:11:16
13:34:03,00:11:08
13:35:27,00:11:13
13:35:35,00:11:42
13:35:43,00:11:42
13:36:21,00:11:33
13:36:34,00:12:59
13:36:41,00:14:01
13:38:37,00:12:37
13:38:39,00:12:35
13:39:15,00:12:38
13:39:20,00:12:41
13:39:42,N/A
13:40:54,00:11:17
13:41:30,00:11:42
13:41:39,N/A
13:42:52,00:10:54
13:42:54,00:10:54
13:43:13,00:11:20
13:43:20,N/A
13:43:59,00:11:00
13:44:22,N/A
13:45:51,00:10:17
13:46:17,00:09:59
13:47:15,00:09:27
13:47:16,00:09:45
13:47:32,00:10:21
13:47:33,00:12:09
13:47:43,00:12:11
13:49:29,00:11:02
13:49:50,00:11:42
13:49:58,N/A
13:50:14,N/A
13:50:16,N/A
13:51:12,00:10:22
13:51:25,00:10:11
13:53:12,00:09:46
13:53:16,00:10:11
13:54:28,00:10:52
13:54:41,00:11:45
13:55:10,00:11:56
13:55:51,00:11:40
13:56:05,00:11:29
13:57:49,00:10:51
13:58:47,00:10:29
13:59:12,00:10:37
13:59:24,00:10:36
14:00:59,00:09:25
14:01:18,00:09:33
14:04:13,00:06:45
14:04:16,00:07:14
14:04:21,00:07:19
14:04:38,00:07:04
14:04:50,00:08:06
14:05:03,00:10:06
14:06:07,00:10:20
14:06:47,00:10:16
14:08:39,00:09:19
14:09:18,00:09:45
14:10:59,00:09:08
14:11:49,00:08:31
14:13:16,00:07:53
14:16:08,00:05:37
14:16:10,00:05:54
14:19:50,00:03:58
14:20:25,00:06:07
14:21:01,00:08:13
14:26:20,00:02:59
14:30:03,00:00:00
14:33:27,00:00:00
14:35:18,00:00:00
14:36:07,00:00:00
14:40:12,00:00:00
14:43:32,00:00:00
14:51:14,00:00:00
