group_id,service_time
1,00:02:57
2,00:01:47
3,00:01:35
5,00:06:53
6,00:02:07
9,00:01:34
10,00:02:46
12,00:01:48
13,00:01:00
14,00:01:26
15,00:01:39
18,00:01:37
20,00:02:54
21,00:01:32
22,00:02:15
23,00:01:42
26,00:01:16
28,00:02:07
30,00:04:20
33,00:02:35
34,00:05:41
36,00:02:15
37,00:01:18
39,00:01:47
42,00:00:35
54,00:02:22
56,00:02:03
57,00:01:41
59,00:01:28
76,00:02:15
82,00:01:55
85,00:01:40
86,00:01:31
89,00:03:25
90,00:01:43
91,00:03:11
96,00:01:32
103,00:06:15
110,00:03:18
116,00:01:13
129,00:05:57
134,00:01:54
137,00:01:57
138,00:01:17
141,00:01:50
145,00:01:08
146,00:02:28
147,00:01:27
153,00:03:18
154,00:02:04
159,00:01:37
161,00:01:26
165,00:02:24
166,00:01:50
167,00:05:09
168,00:03:00
170,00:01:32
176,00:02:48
182,00:06:16
190,00:02:09
192,00:02:14
193,00:01:17
199,00:03:46
202,00:02:57
218,00:01:43
227,00:02:18
237,00:02:23
239,00:03:03
257,00:03:13
258,00:02:51
259,00:04:42
260,00:01:34
278,00:01:59
279,00:01:29
294,00:03:19
299,00:03:04
302,00:03:49
311,00:01:57
312,00:02:37
315,00:01:14
336,00:04:10
337,00:01:44
339,00:01:59
345,00:01:13
352,00:02:38
353,00:02:30
360,00:02:01
369,00:03:21
371,00:02:08
372,00:01:52
375,00:02:42
385,00:01:34
390,00:02:42
391,00:01:38
392,00:04:36
396,00:02:10
397,00:01:28
398,00:02:39
400,00:02:02
401,00:02:42
402,00:01:08
404,00:01:06
405,00:01:30
409,00:03:22
412,00:06:59
415,00:02:59
416,00:03:17
420,00:01:46
421,00:01:20
423,00:00:59
424,00:02:26
425,00:01:46
427,00:01:35
428,00:01:51
429,00:01:09
432,00:02:58
434,00:02:36
435,00:05:24
437,00:01:55
438,00:02:36
439,00:01:40
440,00:04:49
442,00:02:13
444,00:04:50
446,00:01:36
451,00:00:40
454,00:01:43
462,00:02:40
472,00:01:48
474,00:04:04
481,00:01:29
489,00:02:51
490,00:01:52
492,00:01:31
493,00:04:30
495,00:03:52
500,00:04:44
504,00:00:42
507,00:01:42
508,00:03:10
518,00:02:04
519,00:01:44
521,00:01:46
523,00:01:25
527,00:01:27
528,00:01:00
537,00:04:28
541,00:02:50
544,00:03:14
545,00:09:16
547,00:01:32
550,00:01:16
551,00:03:05
552,00:04:21
558,00:04:12
559,00:01:44
563,00:02:58
570,00:02:42
571,00:01:55
574,00:01:06
577,00:02:28
578,00:00:40
580,00:03:03
592,00:00:46
593,00:02:00
599,00:01:56
603,00:04:44
605,00:02:43
606,00:03:03
609,00:01:45
612,00:04:09
614,00:01:35
620,00:02:25
621,00:03:31
622,00:01:37
624,00:02:16
627,00:01:27
629,00:03:21
630,00:02:40
634,00:01:27
643,00:02:11
648,00:03:48
649,00:02:03
652,00:01:32
653,00:01:20
656,00:01:52
657,00:02:51
659,00:02:26
660,00:03:06
661,00:01:03
662,00:01:23
664,00:05:05
665,00:01:49
666,00:01:57
