group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:00 - 10:10,10:08:58,00:00:00,10:08:58,00:01:48,00:01:48,h1
2,2,Served,10:40 - 10:50,10:44:41,00:00:00,10:44:41,00:03:54,00:03:54,k1
3,2,Served,10:40 - 10:50,10:42:27,00:00:00,10:42:27,00:07:57,00:07:57,h1
4,2,Served,10:50 - 11:00,10:54:15,00:00:00,10:54:15,00:02:54,00:02:54,k1
5,1,Served,10:50 - 11:00,10:56:07,00:00:00,10:56:07,00:03:06,00:03:06,h1
6,5,Served,10:50 - 11:00,10:51:58,00:00:00,10:51:58,00:02:51,00:02:51,h1
7,3,Served,11:00 - 11:10,11:02:24,00:00:34,11:02:58,00:02:57,00:03:31,h1
8,2,Served,11:00 - 11:10,11:00:54,00:00:00,11:00:54,00:02:04,00:02:04,h1
9,2,Served,11:00 - 11:10,11:04:54,00:00:00,11:04:54,00:07:10,00:07:10,k1
10,3,Served,11:00 - 11:10,11:02:05,00:00:00,11:02:05,00:06:14,00:06:14,k2
11,2,Served,11:00 - 11:10,11:07:08,00:01:10,11:08:18,00:02:31,00:03:41,h1
12,1,Served,11:00 - 11:10,11:05:21,00:00:34,11:05:55,00:02:23,00:02:57,h1
13,2,Served,11:00 - 11:10,11:09:04,00:00:00,11:09:04,00:03:14,00:03:14,k2
14,2,Served,11:00 - 11:10,11:09:44,00:01:05,11:10:49,00:03:39,00:04:44,h1
15,3,Served,11:00 - 11:10,11:01:08,00:00:00,11:01:08,00:02:19,00:02:19,k1
16,2,Served,11:10 - 11:20,11:15:23,00:03:29,11:18:52,00:01:15,00:04:44,h1
17,2,Served,11:10 - 11:20,11:12:43,00:00:43,11:13:26,00:04:30,00:05:13,k1
18,4,Served,11:10 - 11:20,11:15:16,00:03:09,11:18:25,00:03:30,00:06:39,k2
19,3,Served,11:10 - 11:20,11:10:11,00:01:53,11:12:04,00:01:22,00:03:15,k1
20,2,Served,11:10 - 11:20,11:11:16,00:01:02,11:12:18,00:04:56,00:05:58,k2
21,5,Served,11:10 - 11:20,11:16:44,00:03:23,11:20:07,00:01:46,00:05:09,h1
22,2,Served,11:10 - 11:20,11:17:21,00:04:32,11:21:53,00:01:44,00:06:16,h1
23,2,Served,11:10 - 11:20,11:13:01,00:01:27,11:14:28,00:01:58,00:03:25,h1
24,3,Served,11:10 - 11:20,11:14:18,00:02:56,11:17:14,00:01:11,00:04:07,k2
25,2,Served,11:10 - 11:20,11:13:44,00:02:42,11:16:26,00:02:26,00:05:08,h1
26,2,Served,11:10 - 11:20,11:14:19,00:03:37,11:17:56,00:05:09,00:08:46,k1
27,2,Served,11:20 - 11:30,11:22:55,00:06:45,11:29:40,00:04:53,00:11:38,k1
28,2,Served,11:20 - 11:30,11:26:55,00:07:38,11:34:33,00:05:34,00:13:12,k1
29,2,Served,11:20 - 11:30,11:20:11,00:01:44,11:21:55,00:08:24,00:10:08,k2
30,2,Served,11:20 - 11:30,11:22:33,00:05:54,11:28:27,00:01:57,00:07:51,h1
31,5,Served,11:20 - 11:30,11:21:26,00:04:28,11:25:54,00:01:30,00:05:58,k1
32,1,Served,11:20 - 11:30,11:21:48,00:05:36,11:27:24,00:02:16,00:07:52,k1
33,2,Served,11:20 - 11:30,11:27:36,00:11:45,11:39:21,00:02:32,00:14:17,k2
34,2,Served,11:20 - 11:30,11:27:36,00:07:19,11:34:55,00:04:26,00:11:45,k2
35,3,Served,11:20 - 11:30,11:23:54,00:06:25,11:30:19,00:04:36,00:11:01,k2
36,4,Served,11:20 - 11:30,11:21:03,00:02:02,11:23:05,00:02:49,00:04:51,k1
