group_id,service_time
12,00:02:29
16,00:02:33
18,00:02:07
25,00:07:04
27,00:01:47
37,00:00:44
38,00:03:00
40,00:01:59
45,00:03:07
51,00:02:15
61,00:05:52
65,00:01:34
66,00:02:27
69,00:01:17
71,00:02:42
77,00:03:08
83,00:03:57
87,00:05:26
91,00:01:25
96,00:03:11
98,00:01:16
102,00:02:10
106,00:06:08
110,00:01:23
113,00:04:07
117,00:01:25
133,00:02:58
135,00:04:08
138,00:02:10
139,00:05:00
141,00:05:13
153,00:01:06
156,00:01:12
163,00:01:23
168,00:02:24
170,00:07:49
175,00:03:32
179,00:02:54
191,00:03:13
196,00:04:03
202,00:01:24
209,00:08:29
214,00:02:19
218,00:00:57
223,00:03:14
230,00:03:38
236,00:02:15
243,00:07:28
253,00:02:08
259,00:01:31
262,00:02:04
272,00:05:30
278,00:04:49
282,00:02:08
287,00:02:49
290,00:01:24
292,00:05:31
298,00:02:06
308,00:04:16
314,00:02:51
322,00:02:59
323,00:03:03
