arrival_time,in_queue_time
10:43:04,00:00:00
10:51:09,00:00:00
10:56:09,00:00:00
10:56:43,00:00:00
11:01:37,00:00:00
11:04:03,00:00:00
11:04:17,00:00:00
11:05:45,00:00:00
11:05:58,00:00:00
11:06:10,00:00:00
11:10:46,00:00:00
11:11:46,00:00:00
11:12:38,00:00:00
11:14:47,00:00:00
11:15:04,00:00:00
11:15:08,00:00:00
11:19:46,00:00:00
11:19:53,00:00:00
11:20:14,00:00:00
11:21:29,00:00:00
11:21:39,00:00:00
11:23:05,00:00:00
11:23:18,00:00:07
11:26:55,00:00:00
11:27:32,00:00:00
11:28:03,00:00:00
11:28:42,00:00:00
11:29:49,00:00:00
11:30:23,00:01:43
11:30:58,00:01:37
11:31:12,00:02:14
11:34:59,00:00:00
11:35:32,00:00:00
11:35:39,00:00:00
11:35:41,00:00:32
11:35:57,00:01:00
11:37:35,00:00:17
11:39:06,00:00:00
11:39:36,00:00:00
11:39:49,00:00:21
11:41:14,00:00:00
11:42:46,00:00:00
11:43:32,00:00:00
11:45:13,00:00:00
11:46:29,00:00:00
11:47:11,00:00:00
11:47:36,00:00:00
11:47:40,00:00:08
11:48:09,00:01:27
11:48:35,00:02:41
11:48:40,00:03:07
11:50:38,00:02:47
11:51:25,00:02:12
11:52:36,00:03:01
11:53:36,00:02:08
11:53:51,00:02:09
11:54:22,00:03:06
11:56:23,00:01:43
11:59:55,00:00:00
11:59:59,00:00:00
12:00:55,00:00:00
12:01:16,00:00:00
12:02:18,00:00:00
12:05:58,00:00:00
12:06:01,00:00:00
12:10:56,00:00:00
12:11:30,00:00:00
12:18:10,00:00:00
12:25:44,00:00:00
12:26:31,00:00:00
12:27:33,00:00:00
12:27:51,00:00:00
12:30:29,00:00:00
12:31:59,00:00:00
12:34:12,00:00:00
12:35:32,00:00:00
12:35:42,00:00:00
12:41:46,00:00:00
12:43:49,00:00:00
12:44:06,00:00:00
12:44:48,00:00:00
12:45:26,00:00:00
12:46:37,00:00:00
12:49:41,00:00:00
12:49:43,00:00:00
12:50:33,00:00:00
12:51:04,00:00:17
12:51:06,00:01:21
12:52:19,00:00:15
12:52:26,00:00:15
12:55:31,00:00:00
12:59:38,00:00:00
12:59:47,00:00:00
13:00:21,00:00:00
13:00:52,00:00:00
13:00:54,00:00:22
13:02:05,00:00:00
13:02:41,00:00:00
13:03:49,00:00:00
13:03:54,00:00:00
13:04:42,00:00:00
13:05:59,00:00:00
13:06:34,00:00:00
13:07:40,00:00:31
13:07:55,00:01:46
13:10:08,00:00:05
13:10:19,00:00:05
13:10:34,00:00:26
13:11:28,00:00:22
13:14:26,00:00:00
13:15:09,00:00:00
13:15:14,00:00:00
13:15:25,00:00:00
13:15:36,00:01:37
13:16:14,00:01:31
13:17:21,00:01:09
13:18:55,00:00:25
13:20:37,00:00:00
13:20:43,00:01:53
13:21:27,00:01:30
13:21:36,00:02:20
13:23:43,00:02:04
13:24:58,00:01:05
13:25:04,00:01:10
13:25:31,00:01:22
13:25:41,00:01:24
13:26:26,00:01:06
13:27:04,00:00:52
13:27:22,00:01:23
13:27:38,00:01:52
13:28:29,00:01:17
13:28:46,00:02:21
13:29:37,00:01:59
13:31:43,00:00:20
13:32:04,00:01:31
13:32:16,00:01:40
13:32:25,00:02:43
13:33:47,00:01:54
13:33:53,00:01:53
13:34:09,00:02:30
13:35:39,00:02:20
13:36:10,00:03:53
13:36:37,00:03:40
13:36:49,00:04:35
13:37:16,00:04:53
13:37:35,00:04:55
13:37:52,00:05:31
13:39:00,00:04:36
13:39:52,00:05:49
13:40:54,00:04:48
13:41:52,00:04:06
13:41:58,00:05:08
13:43:32,00:04:37
13:43:59,00:04:43
13:44:42,00:04:50
13:45:31,00:04:47
13:47:07,00:03:16
13:47:13,00:03:17
13:47:32,00:03:04
13:47:51,00:04:21
13:48:27,00:04:01
13:48:46,00:04:04
13:49:18,00:03:49
13:49:21,00:04:16
13:50:06,00:04:11
13:50:09,00:04:55
13:50:42,00:04:38
13:51:21,00:03:59
13:52:23,00:03:42
13:54:53,00:02:46
13:56:11,00:02:03
13:56:13,00:02:14
13:58:00,00:01:13
13:58:01,00:01:44
13:59:05,00:01:02
13:59:22,00:00:56
14:02:41,00:00:00
14:03:00,00:00:00
14:03:53,00:00:07
14:04:34,00:00:53
14:04:51,00:01:01
14:05:09,00:00:54
14:06:59,00:00:00
14:07:30,00:00:00
14:11:00,00:00:00
14:12:52,00:00:00
14:14:05,00:00:00
14:19:55,00:00:00
14:24:48,00:00:00
14:25:24,00:00:00
14:29:04,00:00:00
14:29:54,00:00:00
14:32:06,00:00:00
14:37:44,00:00:00
14:41:45,00:00:00
14:44:44,00:00:00
14:55:18,00:00:00
14:56:18,00:00:00
14:57:57,00:00:00
15:06:21,00:00:00
15:06:46,00:00:00
15:07:35,00:00:00
15:07:47,00:00:00
15:12:14,00:00:00
15:12:37,00:00:00
15:13:02,00:00:00
15:14:17,00:00:00
15:15:59,00:00:00
15:16:04,00:00:00
15:20:09,00:00:00
15:24:07,00:00:00
15:24:07,00:00:00
15:25:38,00:00:00
15:26:48,00:00:00
15:28:14,00:00:00
15:30:51,00:00:00
15:31:12,00:00:00
15:31:20,00:00:00
15:34:03,00:00:00
15:34:30,00:00:00
15:36:42,00:00:00
15:38:34,00:00:00
15:39:08,00:00:00
15:39:46,00:00:00
15:41:31,00:00:00
15:42:35,00:00:00
15:45:43,00:00:00
15:46:02,00:00:00
15:46:51,00:00:00
15:47:09,00:00:00
15:47:46,00:00:00
15:47:56,00:00:40
15:49:23,00:00:00
15:50:03,00:00:03
15:50:21,00:00:00
15:50:51,00:00:00
15:51:08,00:00:48
15:53:23,00:00:00
15:53:31,00:00:00
15:54:27,00:00:00
15:56:32,00:00:00
15:56:50,00:00:00
15:57:45,00:00:00
16:00:24,00:00:00
16:00:27,00:00:00
16:00:59,00:00:00
16:01:57,00:00:00
16:05:55,00:00:00
16:07:41,00:00:00
16:08:58,00:00:00
16:09:43,00:00:00
16:10:02,00:00:00
16:11:40,00:00:00
16:12:04,00:00:00
16:12:33,00:00:00
16:13:32,00:00:30
16:17:52,00:00:00
16:22:26,00:00:00
16:23:32,00:00:00
16:25:44,00:00:00
16:27:21,00:00:00
16:28:29,00:00:00
16:28:41,00:00:00
16:29:30,00:00:00
16:29:50,00:00:24
16:31:49,00:00:00
16:33:20,00:00:00
16:33:28,00:00:41
16:34:19,00:00:01
16:34:55,00:00:07
16:35:32,00:00:06
16:40:05,00:00:00
16:41:09,00:00:00
16:45:10,00:00:00
16:45:46,00:00:00
16:47:40,00:00:00
16:54:26,00:00:00
16:55:23,00:00:00
16:56:19,00:00:00
16:56:19,00:00:00
16:57:17,00:00:00
16:57:29,00:00:46
17:00:12,00:00:00
17:01:02,00:00:00
17:03:39,00:00:00
17:07:25,00:00:00
17:08:16,00:00:00
17:08:35,00:00:00
17:11:18,00:00:00
17:12:38,00:00:00
17:15:23,00:00:00
17:16:04,00:00:00
17:19:59,00:00:00
17:20:36,00:00:00
17:20:36,00:00:00
17:20:38,00:00:53
17:24:00,00:00:00
17:26:07,00:00:00
17:27:08,00:00:00
17:28:02,00:00:00
17:31:10,00:00:00
17:32:06,00:00:00
17:32:47,00:00:00
17:35:26,00:00:00
17:35:47,00:00:00
17:37:47,00:00:00
17:38:59,00:00:00
17:39:18,00:00:00
17:42:01,00:00:00
17:42:02,00:00:00
17:42:37,00:00:00
17:45:54,00:00:00
17:45:55,00:00:00
17:47:44,00:00:00
17:48:05,00:00:00
17:53:08,00:00:00
17:56:29,00:00:00
17:56:46,00:00:00
17:56:51,00:00:00
17:58:30,00:00:00
17:59:24,00:00:00
18:01:27,00:00:00
18:02:54,00:00:00
18:03:35,00:00:00
18:13:16,00:00:00
18:15:20,00:00:00
18:18:35,00:00:00
18:23:18,00:00:00
18:28:38,00:00:00
18:33:56,00:00:00
18:44:56,00:00:00
