arrival_time,wait_time
10:20:22,00:03:08
10:30:52,00:04:27
10:46:09,00:02:39
10:53:40,00:01:52
10:55:48,00:01:22
10:56:11,00:01:24
11:01:10,00:00:56
11:02:12,00:03:30
11:03:05,00:03:04
11:05:08,00:05:59
11:07:15,00:03:51
11:12:06,00:02:14
11:13:47,00:02:23
11:14:39,00:03:12
11:14:49,00:03:31
11:16:29,00:07:45
11:16:35,00:03:59
11:16:39,00:04:20
11:17:24,00:05:08
11:17:52,00:05:00
11:19:42,00:05:57
11:20:21,00:04:48
11:22:59,00:02:25
11:23:59,00:03:40
11:24:18,00:03:11
11:24:39,00:07:15
11:26:23,00:02:06
11:26:55,00:02:39
11:27:22,00:03:09
11:28:05,00:01:41
11:29:52,00:02:02
11:30:51,00:01:37
11:31:20,00:03:00
11:31:28,00:02:17
11:32:34,00:06:09
11:33:15,00:03:17
11:34:42,00:01:24
11:34:53,00:01:42
11:37:42,00:02:37
11:38:28,00:04:17
11:39:16,00:02:17
11:40:37,00:02:19
11:42:53,00:02:18
11:43:00,00:02:01
11:44:11,00:03:06
11:45:24,00:03:17
11:45:33,00:02:05
11:45:33,00:03:12
11:47:35,00:03:48
11:47:40,00:03:33
11:47:57,00:02:52
11:50:48,00:02:49
11:52:22,00:03:46
11:52:58,00:03:27
11:54:39,00:02:02
11:55:22,00:01:03
11:56:04,00:03:59
11:56:35,00:02:43
11:57:24,00:02:34
11:58:50,00:01:19
12:02:15,00:03:24
12:04:09,00:00:47
12:05:06,00:01:44
12:08:09,00:05:22
12:14:07,00:01:41
12:16:46,00:01:14
12:18:14,00:02:44
12:24:54,00:02:01
12:25:51,00:05:02
12:26:37,00:02:26
12:27:34,00:00:24
12:29:51,00:02:29
12:33:24,00:02:22
12:34:20,00:06:03
12:35:04,00:02:35
12:35:29,00:01:57
12:35:33,00:02:40
12:37:14,00:01:13
12:40:05,00:03:26
12:41:20,00:01:20
12:42:25,00:01:08
12:42:59,00:01:33
12:43:27,00:02:08
