arrival_time,wait_time
10:09:48,00:04:05
10:33:13,00:05:11
10:38:03,00:01:51
10:41:48,00:02:14
10:44:08,00:04:32
10:47:12,00:00:55
10:50:05,00:04:03
10:51:38,00:02:42
10:53:11,00:05:07
10:53:35,00:02:37
10:54:48,00:02:05
10:57:30,00:04:12
11:01:47,00:01:54
11:02:27,00:01:54
11:02:29,00:01:48
11:02:34,00:04:02
11:02:36,00:04:07
11:02:43,00:03:06
11:04:55,00:01:32
11:05:17,00:04:28
11:06:09,00:05:30
11:06:58,00:05:53
11:07:50,00:04:27
11:08:57,00:01:58
11:09:56,00:01:36
11:11:21,00:02:14
11:12:11,00:02:11
11:12:23,00:04:14
11:12:31,00:02:52
11:12:46,00:05:38
11:13:19,00:08:18
11:14:00,00:01:21
11:14:40,00:03:21
11:15:41,00:01:40
11:16:19,00:03:56
11:16:23,00:02:11
11:16:42,00:05:55
11:16:52,00:02:50
11:17:00,00:04:01
11:17:46,00:04:08
11:17:59,00:04:14
11:18:18,00:04:50
11:18:44,00:06:45
11:19:19,00:05:50
11:20:42,00:02:29
11:22:23,00:03:27
11:22:52,00:03:20
11:24:36,00:03:19
11:25:02,00:02:10
11:25:04,00:09:38
11:25:25,00:01:38
11:25:38,00:03:06
11:26:23,00:05:38
11:26:28,00:02:08
11:27:45,00:00:43
11:27:59,00:11:24
11:28:01,00:02:28
11:28:23,00:02:11
11:28:50,00:02:29
11:28:50,00:04:53
11:29:02,00:06:13
11:29:32,00:04:12
11:29:37,00:08:24
11:29:50,00:08:16
11:30:03,00:08:03
11:30:42,00:07:39
11:31:03,00:08:38
11:31:12,00:08:03
11:32:08,00:07:46
11:32:13,00:09:39
11:32:34,00:07:45
11:33:02,00:08:08
11:33:33,00:10:36
11:33:51,00:08:10
11:34:03,00:08:23
11:35:40,00:08:55
11:36:02,00:08:03
11:36:40,00:09:04
11:37:21,00:07:19
11:37:26,00:09:39
11:38:06,00:08:02
11:38:19,00:07:53
11:38:45,00:07:09
11:39:20,00:08:18
11:39:31,00:08:23
11:39:58,00:10:04
11:40:03,00:09:02
11:40:30,00:09:16
11:40:50,00:09:42
11:41:26,00:08:11
11:41:29,00:10:15
11:41:31,00:12:10
11:42:06,00:10:24
11:42:18,00:09:06
11:43:04,00:08:22
11:43:07,00:09:20
11:44:14,00:09:26
11:46:07,00:13:25
11:46:48,00:07:54
11:47:08,00:08:26
11:47:26,00:08:07
11:47:58,00:07:56
11:48:03,00:09:19
11:48:06,00:10:42
11:48:23,00:11:06
11:48:35,00:09:56
11:49:08,00:12:02
11:49:22,00:13:43
11:51:03,00:10:57
11:51:11,00:15:07
11:51:25,00:11:25
11:52:01,00:11:01
11:52:38,00:11:24
11:54:14,00:11:44
11:54:24,00:12:04
11:54:48,00:09:43
11:55:00,00:13:33
11:55:02,00:19:54
11:55:10,00:12:09
11:55:20,00:13:31
11:55:47,00:12:58
11:56:11,00:14:44
11:56:13,00:18:06
11:56:41,00:14:27
11:57:58,00:14:50
11:59:15,00:12:39
11:59:42,00:14:18
12:00:37,00:13:23
12:00:51,00:15:57
12:01:02,00:15:26
12:01:47,00:15:19
12:04:05,00:18:48
12:04:46,00:11:42
12:05:00,00:14:11
12:05:28,00:12:36
12:07:59,00:13:18
12:08:16,00:11:19
12:08:20,00:13:05
12:09:55,00:11:38
12:12:10,00:08:46
12:12:50,00:09:57
12:13:53,00:09:51
12:14:49,00:08:18
12:15:48,00:08:49
12:15:59,00:08:05
12:16:12,00:07:54
12:19:10,00:06:40
12:19:42,00:07:40
12:19:49,00:13:37
12:20:30,00:05:06
12:22:21,00:06:58
12:22:42,00:04:39
12:24:02,00:04:24
12:24:13,00:06:20
12:25:43,00:02:58
12:26:48,00:02:48
12:27:22,00:02:31
12:28:07,00:02:37
12:28:21,00:04:43
12:30:34,00:02:54
12:30:54,00:01:52
12:31:19,00:04:17
12:35:10,00:00:48
12:35:55,00:01:24
12:36:23,00:01:32
12:36:24,00:03:48
12:37:42,00:01:30
12:38:21,00:01:54
12:38:59,00:03:15
12:39:18,00:02:55
12:39:49,00:02:23
12:39:52,00:02:45
12:42:05,00:03:06
12:42:39,00:01:48
12:43:05,00:02:39
12:43:25,00:03:33
12:44:10,00:02:31
12:44:20,00:01:52
