group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,2,Served,10:40 - 10:50,10:45:48,00:00:00,10:45:48,00:04:39,00:04:39,h1
2,3,Served,10:40 - 10:50,10:46:17,00:00:00,10:46:17,00:01:11,00:01:11,k1
3,2,Served,10:50 - 11:00,10:52:30,00:00:00,10:52:30,00:03:20,00:03:20,k1
4,1,Served,10:50 - 11:00,10:52:19,00:00:00,10:52:19,00:02:42,00:02:42,h1
5,2,Served,10:50 - 11:00,10:55:23,00:00:00,10:55:23,00:01:58,00:01:58,h1
6,5,Served,10:50 - 11:00,10:58:43,00:00:00,10:58:43,00:02:30,00:02:30,h1
7,4,Served,11:00 - 11:10,11:05:23,00:00:00,11:05:23,00:03:17,00:03:17,h1
8,5,Served,11:00 - 11:10,11:09:13,00:01:21,11:10:34,00:01:58,00:03:19,k2
9,4,Served,11:00 - 11:10,11:06:58,00:00:00,11:06:58,00:01:27,00:01:27,k1
10,3,Served,11:00 - 11:10,11:09:06,00:00:00,11:09:06,00:02:56,00:02:56,k1
11,2,Served,11:00 - 11:10,11:09:05,00:00:00,11:09:05,00:01:33,00:01:33,h1
12,2,Served,11:00 - 11:10,11:07:33,00:00:00,11:07:33,00:03:01,00:03:01,k2
13,3,Served,11:10 - 11:20,11:16:47,00:01:51,11:18:38,00:02:24,00:04:15,k2
14,2,Served,11:10 - 11:20,11:16:45,00:00:00,11:16:45,00:01:53,00:01:53,k2
15,5,Served,11:10 - 11:20,11:11:08,00:01:23,11:12:31,00:02:41,00:04:04,h1
16,4,Served,11:10 - 11:20,11:16:35,00:00:00,11:16:35,00:02:57,00:02:57,h1
17,4,Served,11:10 - 11:20,11:13:55,00:00:00,11:13:55,00:01:56,00:01:56,k2
18,2,Served,11:10 - 11:20,11:16:40,00:00:00,11:16:40,00:03:28,00:03:28,k1
19,1,Served,11:10 - 11:20,11:10:29,00:01:33,11:12:02,00:03:03,00:04:36,k1
20,2,Served,11:10 - 11:20,11:10:03,00:00:35,11:10:38,00:01:53,00:02:28,h1
21,3,Served,11:10 - 11:20,11:17:12,00:02:20,11:19:32,00:04:51,00:07:11,h1
22,2,Served,11:10 - 11:20,11:19:37,00:00:31,11:20:08,00:02:55,00:03:26,k1
23,2,Served,11:20 - 11:30,11:23:44,00:00:00,11:23:44,00:02:26,00:02:26,k1
24,3,Served,11:20 - 11:30,11:20:09,00:00:53,11:21:02,00:05:53,00:06:46,k2
25,2,Served,11:20 - 11:30,11:24:49,00:02:04,11:26:53,00:01:46,00:03:50,h1
26,2,Served,11:20 - 11:30,11:25:22,00:01:33,11:26:55,00:01:45,00:03:18,k2
27,1,Served,11:20 - 11:30,11:29:50,00:01:17,11:31:07,00:01:47,00:03:04,h1
28,2,Served,11:20 - 11:30,11:28:10,00:00:30,11:28:40,00:02:09,00:02:39,k2
29,4,Served,11:20 - 11:30,11:29:57,00:01:34,11:31:31,00:03:32,00:05:06,k1
30,3,Served,11:20 - 11:30,11:26:09,00:02:30,11:28:39,00:02:28,00:04:58,h1
31,4,Served,11:20 - 11:30,11:24:29,00:00:00,11:24:29,00:02:24,00:02:24,h1
32,3,Served,11:20 - 11:30,11:28:10,00:00:33,11:28:43,00:02:48,00:03:21,k1
33,3,Served,11:20 - 11:30,11:24:44,00:01:26,11:26:10,00:02:33,00:03:59,k1
34,5,Served,11:20 - 11:30,11:29:28,00:01:21,11:30:49,00:06:48,00:08:09,k2
35,3,Served,11:30 - 11:40,11:30:28,00:03:33,11:34:01,00:02:53,00:06:26,h1
36,5,Served,11:30 - 11:40,11:30:27,00:02:27,11:32:54,00:01:07,00:03:34,h1
37,5,Served,11:30 - 11:40,11:39:58,00:04:12,11:44:10,00:02:52,00:07:04,k2
38,3,Served,11:30 - 11:40,11:31:19,00:03:44,11:35:03,00:02:35,00:06:19,k1
