arrival_time,in_queue_time
10:45:48,00:00:00
10:46:17,00:00:00
10:52:19,00:00:00
10:52:30,00:00:00
10:55:23,00:00:00
10:58:43,00:00:00
11:05:23,00:00:00
11:06:58,00:00:00
11:07:33,00:00:00
11:09:05,00:00:00
11:09:06,00:00:00
11:09:13,00:01:21
11:10:03,00:00:35
11:10:29,00:01:33
11:11:08,00:01:23
11:13:55,00:00:00
11:16:35,00:00:00
11:16:40,00:00:00
11:16:45,00:00:00
11:16:47,00:01:51
11:17:12,00:02:20
11:19:37,00:00:31
11:20:09,00:00:53
11:23:44,00:00:00
11:24:29,00:00:00
11:24:44,00:01:26
11:24:49,00:02:04
11:25:22,00:01:33
11:26:09,00:02:30
11:28:10,00:00:30
11:28:10,00:00:33
11:29:28,00:01:21
11:29:50,00:01:17
11:29:57,00:01:34
11:30:27,00:02:27
11:30:28,00:03:33
11:31:19,00:03:44
11:31:24,00:05:30
11:33:06,00:04:31
11:33:13,00:04:25
11:33:41,00:04:46
11:35:37,00:04:05
11:36:40,00:03:42
11:38:01,00:04:13
11:39:44,00:04:02
11:39:58,00:04:12
11:41:04,00:03:58
11:41:54,00:04:33
11:44:05,00:02:57
11:44:21,00:03:34
11:45:09,00:02:48
11:46:14,00:03:48
11:47:29,00:02:35
11:48:12,00:02:36
11:49:03,00:02:57
11:50:11,00:02:31
11:52:33,00:00:38
11:52:35,00:01:11
11:52:43,00:01:40
11:54:52,00:00:05
11:55:14,00:00:00
11:56:16,00:00:00
11:56:36,00:00:00
11:58:11,00:00:00
11:58:49,00:00:00
11:59:26,00:00:45
12:01:06,00:00:00
12:01:44,00:00:00
12:03:08,00:00:00
12:05:13,00:00:00
12:07:58,00:00:00
12:15:54,00:00:00
12:17:04,00:00:00
12:17:46,00:00:00
12:19:07,00:00:00
12:20:02,00:00:49
12:22:12,00:00:00
12:22:41,00:00:00
12:24:44,00:00:00
12:26:53,00:00:00
12:28:06,00:00:00
12:31:14,00:00:00
12:31:35,00:00:00
12:35:03,00:00:00
12:37:09,00:00:00
12:37:35,00:00:00
12:37:56,00:00:23
12:39:56,00:00:00
12:40:02,00:00:00
12:42:15,00:00:00
12:43:45,00:00:03
12:45:06,00:00:00
12:47:52,00:00:00
12:48:59,00:00:00
12:49:23,00:00:30
12:49:48,00:01:02
12:50:20,00:00:35
12:50:55,00:01:16
12:53:28,00:00:10
12:54:39,00:01:13
12:54:57,00:01:22
12:55:12,00:01:52
12:55:52,00:03:18
12:56:57,00:02:21
12:57:09,00:02:13
12:59:55,00:04:32
13:00:17,00:04:39
13:01:38,00:04:37
13:01:56,00:05:01
13:02:31,00:04:35
13:02:58,00:05:16
13:03:08,00:05:36
13:03:57,00:06:05
13:04:02,00:08:04
13:04:27,00:08:27
13:04:47,00:08:32
13:05:29,00:09:24
13:06:28,00:08:44
13:07:16,00:09:22
13:07:44,00:11:17
13:08:35,00:11:19
13:09:57,00:10:27
13:11:26,00:10:19
13:11:30,00:10:15
13:12:12,00:11:37
13:12:16,00:11:37
13:12:23,00:12:25
13:12:40,00:12:18
13:13:30,00:11:42
13:13:32,00:13:16
13:13:32,00:13:43
13:13:58,N/A
13:17:14,00:11:24
13:17:48,00:11:31
13:19:02,00:10:43
13:21:53,00:08:34
13:22:37,00:09:12
13:22:56,00:11:34
13:23:07,00:11:56
13:23:34,00:11:49
13:24:17,00:11:35
13:24:26,00:13:11
13:24:35,N/A
13:25:19,00:12:40
13:25:37,00:13:47
13:26:13,00:14:42
13:26:24,N/A
13:26:55,00:14:27
13:27:04,N/A
13:27:44,00:14:32
13:28:00,N/A
13:28:18,N/A
13:29:39,00:12:40
13:29:45,00:12:57
13:30:51,00:13:17
13:32:20,00:12:33
13:32:20,00:13:01
13:33:20,N/A
13:33:55,N/A
13:35:46,00:11:12
13:35:56,00:12:17
13:36:51,00:13:43
13:37:04,00:13:56
13:37:17,N/A
13:37:21,N/A
13:39:28,00:12:40
13:39:30,00:12:53
13:40:09,00:13:42
13:40:41,N/A
13:41:25,00:14:30
13:41:26,00:16:23
13:41:46,N/A
13:43:24,00:16:16
13:43:27,00:16:38
13:44:11,00:16:34
13:44:54,00:17:18
13:45:12,N/A
13:45:12,00:18:32
13:45:37,00:21:15
13:45:47,N/A
13:49:16,00:18:45
13:50:22,00:19:05
13:50:37,00:19:17
13:52:14,00:17:51
13:54:02,00:17:35
13:54:56,00:17:08
13:55:11,00:17:12
13:56:42,00:17:29
13:57:06,N/A
13:58:04,00:16:20
13:58:09,N/A
13:58:51,N/A
14:00:34,00:14:28
14:01:02,00:15:50
14:01:58,00:15:17
14:02:46,00:16:26
14:06:44,00:12:28
14:07:46,00:12:49
14:08:31,00:12:18
14:09:20,N/A
14:10:08,00:14:08
14:15:34,00:10:24
14:15:56,00:10:04
14:16:36,00:09:30
14:17:37,00:10:03
14:19:28,00:08:44
14:21:02,00:08:27
14:27:06,00:02:36
14:28:37,00:02:15
14:32:35,00:00:00
14:33:22,00:00:00
14:33:26,00:01:08
14:36:10,00:00:00
14:39:04,00:00:00
14:40:52,00:00:00
14:49:15,00:00:00
14:50:04,00:00:00
14:51:02,00:00:00
14:54:02,00:00:00
14:54:22,00:00:00
14:57:56,00:00:00
15:03:43,00:00:00
15:08:20,00:00:00
15:08:23,00:00:00
15:08:53,00:00:00
