group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:20 - 10:30,10:21:07,00:00:00,10:21:07,00:01:59,00:01:59,h1
2,2,Served,10:30 - 10:40,10:35:26,00:00:00,10:35:26,00:03:12,00:03:12,h1
3,2,Served,10:40 - 10:50,10:45:34,00:00:00,10:45:34,00:01:10,00:01:10,h1
4,3,Served,10:50 - 11:00,10:56:59,00:00:00,10:56:59,00:02:47,00:02:47,h1
5,5,Served,10:50 - 11:00,10:53:18,00:00:00,10:53:18,00:00:58,00:00:58,h1
6,1,Served,11:00 - 11:10,11:05:57,00:00:00,11:05:57,00:00:57,00:00:57,k1
7,3,Served,11:00 - 11:10,11:04:57,00:00:00,11:04:57,00:01:52,00:01:52,h1
8,4,Served,11:00 - 11:10,11:05:41,00:00:00,11:05:41,00:01:51,00:01:51,h2
9,4,Served,11:00 - 11:10,11:09:36,00:00:00,11:09:36,00:05:42,00:05:42,h2
10,3,Served,11:00 - 11:10,11:08:40,00:00:00,11:08:40,00:01:17,00:01:17,h1
11,4,Served,11:00 - 11:10,11:00:46,00:00:00,11:00:46,00:03:18,00:03:18,h1
12,4,Served,11:10 - 11:20,11:11:36,00:00:00,11:11:36,00:01:25,00:01:25,k1
13,4,Served,11:10 - 11:20,11:11:55,00:01:06,11:13:01,00:03:31,00:04:37,k1
14,3,Served,11:10 - 11:20,11:13:22,00:01:56,11:15:18,00:02:54,00:04:50,h2
15,3,Served,11:10 - 11:20,11:11:12,00:00:00,11:11:12,00:04:40,00:04:40,h1
16,2,Served,11:10 - 11:20,11:17:55,00:01:04,11:18:59,00:04:04,00:05:08,k1
17,3,Served,11:10 - 11:20,11:17:10,00:01:02,11:18:12,00:03:33,00:04:35,h2
18,3,Served,11:10 - 11:20,11:15:43,00:00:09,11:15:52,00:02:52,00:03:01,h1
19,4,Served,11:10 - 11:20,11:16:05,00:00:27,11:16:32,00:02:27,00:02:54,k1
20,2,Served,11:10 - 11:20,11:17:49,00:00:55,11:18:44,00:01:58,00:02:53,h1
21,3,Served,11:20 - 11:30,11:27:49,00:02:14,11:30:03,00:01:47,00:04:01,h1
22,4,Served,11:20 - 11:30,11:27:29,00:01:30,11:28:59,00:03:09,00:04:39,h2
23,3,Served,11:20 - 11:30,11:26:42,00:00:00,11:26:42,00:03:21,00:03:21,h1
24,5,Served,11:20 - 11:30,11:23:17,00:00:00,11:23:17,00:01:29,00:01:29,h2
25,4,Served,11:20 - 11:30,11:26:47,00:00:00,11:26:47,00:02:12,00:02:12,h2
26,2,Served,11:20 - 11:30,11:24:36,00:00:00,11:24:36,00:01:25,00:01:25,h1
27,2,Served,11:20 - 11:30,11:28:46,00:03:04,11:31:50,00:02:13,00:05:17,h1
28,2,Served,11:20 - 11:30,11:26:54,00:00:00,11:26:54,00:05:08,00:05:08,k1
29,5,Served,11:20 - 11:30,11:20:19,00:00:23,11:20:42,00:01:33,00:01:56,h1
30,4,Served,11:20 - 11:30,11:22:44,00:00:00,11:22:44,00:01:45,00:01:45,h1
31,4,Served,11:30 - 11:40,11:36:00,00:01:47,11:37:47,00:03:54,00:05:41,h1
32,2,Served,11:30 - 11:40,11:31:42,00:00:20,11:32:02,00:02:30,00:02:50,k1
33,4,Served,11:30 - 11:40,11:33:17,00:01:15,11:34:32,00:03:55,00:05:10,k1
34,2,Served,11:30 - 11:40,11:38:25,00:03:16,11:41:41,00:04:05,00:07:21,h1
35,3,Served,11:30 - 11:40,11:34:18,00:01:34,11:35:52,00:01:55,00:03:29,h1
36,2,Served,11:30 - 11:40,11:39:55,00:05:51,11:45:46,00:02:11,00:08:02,h1
37,2,Served,11:30 - 11:40,11:32:01,00:00:07,11:32:08,00:03:57,00:04:04,h2
