group_id,service_time
17,00:03:38
20,00:04:54
28,00:03:33
44,00:04:25
47,00:02:20
52,00:03:41
56,00:03:22
59,00:02:38
62,00:03:00
63,00:00:47
64,00:04:45
73,00:01:26
76,00:03:00
81,00:01:53
103,00:06:56
104,00:03:34
126,00:02:26
131,00:03:38
137,00:01:59
143,00:03:20
144,00:06:22
167,00:08:28
181,00:01:48
182,00:04:47
192,00:06:43
194,00:04:49
201,00:03:04
208,00:03:17
213,00:01:19
221,00:05:06
224,00:04:19
231,00:02:16
235,00:02:09
236,00:01:48
237,00:02:47
248,00:01:37
255,00:02:33
293,00:04:25
304,00:04:25
311,00:02:05
315,00:04:38
327,00:05:55
333,00:01:32
339,00:02:29
352,00:04:23
361,00:02:26
368,00:05:31
394,00:03:02
416,00:02:37
424,00:01:59
425,00:02:49
