arrival_time,in_queue_time
10:35:21,00:00:00
10:44:30,00:00:00
10:47:05,00:00:00
10:51:01,00:00:00
10:51:20,00:00:00
10:58:11,00:00:00
11:00:08,00:00:00
11:01:39,00:00:00
11:03:38,00:00:00
11:06:04,00:00:00
11:06:08,00:00:00
11:06:41,00:00:00
11:08:48,00:00:00
11:14:21,00:00:00
11:14:50,00:00:00
11:15:06,00:00:00
11:16:01,00:00:00
11:16:01,00:00:00
11:16:11,00:00:00
11:16:20,00:00:41
11:16:52,00:00:48
11:17:52,00:00:27
11:18:17,00:00:39
11:18:22,00:00:54
11:18:32,00:01:20
11:19:04,00:02:01
11:19:43,00:01:37
11:20:42,00:00:52
11:23:51,00:00:00
11:23:53,00:00:00
11:24:13,00:00:00
11:25:41,00:00:00
11:26:01,00:00:00
11:27:22,00:00:00
11:27:31,00:00:00
11:27:32,00:01:06
11:29:02,00:00:00
11:29:58,00:00:00
11:30:06,00:00:00
11:30:22,00:00:08
11:31:13,00:00:00
11:31:21,00:01:02
11:31:53,00:01:54
11:33:27,00:02:16
11:33:29,00:02:17
11:33:31,00:02:36
11:33:53,00:02:22
11:34:09,00:03:10
11:35:10,00:03:35
11:35:39,00:03:23
11:36:06,00:03:28
11:36:36,00:03:17
11:37:06,00:03:26
11:37:31,00:03:09
11:39:36,00:01:44
11:39:39,00:02:05
11:39:58,00:03:44
11:40:14,00:03:40
11:40:23,00:03:49
11:40:43,00:06:09
11:42:40,00:04:14
11:43:09,00:04:22
11:43:19,00:05:52
11:44:17,00:04:56
11:44:26,00:05:39
11:44:41,00:06:41
11:44:51,00:06:37
11:45:52,00:05:47
11:46:34,00:05:09
11:47:02,00:05:16
11:47:28,00:05:37
11:48:55,00:04:57
11:49:46,00:04:27
11:50:13,00:05:17
11:52:24,00:03:07
11:53:37,00:02:41
11:54:00,00:02:30
11:55:05,00:01:38
11:55:21,00:02:10
11:56:02,00:01:51
11:57:02,00:01:02
11:57:19,00:00:51
11:58:52,00:00:00
11:59:23,00:00:00
12:02:09,00:00:00
12:02:27,00:00:00
12:03:05,00:00:00
12:04:02,00:00:00
12:07:22,00:00:00
12:10:05,00:00:00
12:14:09,00:00:00
12:15:26,00:00:00
12:15:33,00:00:00
12:15:42,00:00:00
12:16:35,00:00:00
12:21:12,00:00:00
12:21:46,00:00:00
12:25:04,00:00:00
12:26:12,00:00:00
12:26:38,00:00:00
12:29:20,00:00:00
12:29:25,00:00:00
12:31:25,00:00:00
12:31:32,00:00:00
12:31:37,00:00:00
12:31:39,00:00:00
12:32:02,00:01:43
12:32:27,00:01:36
12:32:30,00:02:00
12:35:04,00:00:09
12:37:58,00:00:00
12:38:46,00:00:00
12:40:03,00:00:00
12:40:24,00:00:00
12:42:00,00:00:00
12:42:37,00:00:00
12:42:41,00:00:00
12:44:02,00:00:00
12:45:04,00:00:00
12:45:35,00:00:00
12:45:36,00:00:00
12:47:47,00:00:00
12:49:02,00:00:00
12:52:46,00:00:00
12:53:07,00:00:00
12:53:18,00:00:00
12:53:31,00:00:00
12:53:44,00:00:00
12:54:00,00:01:02
12:55:22,00:00:00
12:56:28,00:00:00
12:56:36,00:00:00
12:56:43,00:00:21
12:58:07,00:00:00
12:58:34,00:00:00
12:59:00,00:00:00
12:59:27,00:00:47
13:00:07,00:00:20
13:01:25,00:00:00
13:01:59,00:00:41
13:02:07,00:00:46
13:02:49,00:00:15
13:03:25,00:01:26
13:03:27,00:01:29
13:03:53,00:01:19
13:04:18,00:01:33
13:04:45,00:01:15
13:05:13,00:00:52
13:05:27,00:00:52
13:05:32,00:01:27
13:06:37,00:00:50
13:06:44,00:01:00
13:08:05,00:00:19
13:08:12,00:00:49
13:09:12,00:01:37
13:09:52,00:01:16
13:10:47,00:00:46
13:11:17,00:00:27
13:12:32,00:00:00
13:13:12,00:00:14
13:13:47,00:00:00
13:13:52,00:00:10
13:14:16,00:00:00
13:14:41,00:01:11
13:15:44,00:00:15
13:15:47,00:01:12
13:16:41,00:00:20
13:17:03,00:00:55
13:17:24,00:01:30
13:17:58,00:01:39
13:19:49,00:00:00
13:20:02,00:00:58
13:20:04,00:01:34
13:20:44,00:01:00
13:21:22,00:00:54
13:21:41,00:01:07
13:22:27,00:01:18
13:22:39,00:01:19
13:23:21,00:01:13
13:23:32,00:02:45
13:24:34,00:02:04
13:24:39,00:02:14
13:24:57,00:03:12
13:25:07,00:03:07
13:25:13,00:03:44
13:25:16,00:04:15
13:25:40,00:04:05
13:26:06,00:04:50
13:26:34,00:05:02
13:27:20,00:04:37
13:27:25,00:05:02
13:28:00,00:05:49
13:28:27,00:05:32
13:30:43,00:03:35
13:30:56,00:03:43
13:30:59,00:04:37
13:31:19,00:04:59
13:32:22,00:04:13
13:33:15,00:03:35
13:33:38,00:05:16
13:34:28,00:04:33
13:34:46,00:04:21
13:34:47,00:04:31
13:35:50,00:03:31
13:36:19,00:03:48
13:36:50,00:03:54
13:37:30,00:04:13
13:38:13,00:03:47
13:38:16,00:04:08
13:39:47,00:02:57
13:39:55,00:03:52
13:40:08,00:04:05
13:40:22,00:04:04
13:40:31,00:04:46
13:41:00,00:04:28
13:41:27,00:05:19
13:41:51,00:05:18
13:41:55,00:05:22
13:43:27,00:05:14
13:44:16,00:05:07
13:44:22,00:05:25
13:46:10,00:03:57
13:46:55,00:04:24
13:47:58,00:03:44
13:48:51,00:04:37
13:48:52,00:05:37
13:48:56,00:05:49
13:49:33,00:05:20
13:49:47,00:05:24
13:50:06,00:05:11
13:50:32,00:05:40
13:50:50,00:06:05
13:51:56,00:05:03
13:53:24,00:04:36
13:53:58,00:04:54
13:54:27,00:04:30
13:55:29,00:03:28
13:56:18,00:03:51
13:57:07,00:03:50
13:57:35,00:04:07
13:58:09,00:03:56
13:58:27,00:04:09
13:59:33,00:03:23
13:59:43,00:03:13
14:00:54,00:02:50
14:01:11,00:02:57
14:01:29,00:02:51
14:02:44,00:01:55
14:04:21,00:00:51
14:05:21,00:00:57
14:08:25,00:00:00
14:09:03,00:00:00
14:10:01,00:00:00
14:10:56,00:00:00
14:11:46,00:00:00
14:11:56,00:00:00
14:12:53,00:00:00
14:18:47,00:00:00
14:20:27,00:00:00
14:22:15,00:00:00
14:29:48,00:00:00
14:29:58,00:00:00
14:30:48,00:00:00
14:33:50,00:00:00
14:35:09,00:00:00
14:39:55,00:00:00
14:43:51,00:00:00
14:46:26,00:00:00
14:46:29,00:00:00
14:50:22,00:00:00
14:51:32,00:00:00
14:55:38,00:00:00
14:59:29,00:00:00
14:59:31,00:00:00
14:59:48,00:00:00
15:04:13,00:00:00
15:04:32,00:00:00
15:05:55,00:00:00
15:08:03,00:00:00
15:08:36,00:00:00
15:09:13,00:00:00
15:10:53,00:00:00
15:11:01,00:00:00
15:12:52,00:00:00
15:14:48,00:00:00
15:16:00,00:00:00
15:17:49,00:00:00
15:18:18,00:00:00
15:19:16,00:00:00
15:19:19,00:00:00
15:21:35,00:00:00
15:23:17,00:00:00
15:24:31,00:00:00
15:26:57,00:00:00
15:26:57,00:00:00
15:26:59,00:00:00
15:28:17,00:00:00
15:28:22,00:00:00
15:28:39,00:00:45
15:28:39,00:00:28
15:31:07,00:00:00
15:33:55,00:00:00
15:33:56,00:00:00
15:34:08,00:00:00
15:34:43,00:00:00
15:34:45,00:00:38
15:35:51,00:00:00
15:36:29,00:00:16
15:38:34,00:00:00
15:38:54,00:00:00
15:40:05,00:00:00
15:41:51,00:00:00
15:42:41,00:00:00
15:44:35,00:00:00
15:45:21,00:00:00
15:45:53,00:00:00
15:45:54,00:01:19
15:46:18,00:01:04
15:46:42,00:02:02
15:46:54,00:02:46
