group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:00 - 10:10,10:06:00,00:00:00,10:06:00,00:01:34,00:01:34,h1
2,1,Served,10:20 - 10:30,10:23:54,00:00:00,10:23:54,00:02:49,00:02:49,h1
3,3,Served,10:30 - 10:40,10:38:41,00:00:00,10:38:41,00:01:21,00:01:21,h1
4,1,Served,10:40 - 10:50,10:48:26,00:00:00,10:48:26,00:06:02,00:06:02,h1
5,1,Served,10:40 - 10:50,10:45:05,00:00:00,10:45:05,00:01:47,00:01:47,h1
6,1,Served,10:40 - 10:50,10:42:01,00:00:00,10:42:01,00:01:53,00:01:53,h1
7,1,Served,10:40 - 10:50,10:48:57,00:05:31,10:54:28,00:03:05,00:08:36,h1
8,1,Served,10:50 - 11:00,10:57:30,00:05:07,11:02:37,00:06:41,00:11:48,h1
9,2,Served,10:50 - 11:00,10:53:03,00:04:30,10:57:33,00:01:49,00:06:19,h1
10,2,Served,10:50 - 11:00,10:59:40,00:14:43,11:14:23,00:02:57,00:17:40,h1
11,1,Served,10:50 - 11:00,10:56:40,00:02:42,10:59:22,00:03:15,00:05:57,h1
12,1,Served,10:50 - 11:00,10:58:23,00:10:55,11:09:18,00:03:29,00:14:24,h1
13,1,Served,10:50 - 11:00,10:59:20,00:13:27,11:12:47,00:01:36,00:15:03,h1
14,1,Rejected,11:00 - 11:10,11:03:45,N/A,N/A,N/A,N/A,N/A
15,1,Rejected,11:00 - 11:10,11:01:21,N/A,N/A,N/A,N/A,N/A
16,1,Rejected,11:00 - 11:10,11:01:03,N/A,N/A,N/A,N/A,N/A
17,4,Rejected,11:00 - 11:10,11:03:00,N/A,N/A,N/A,N/A,N/A
18,2,Rejected,11:00 - 11:10,11:08:57,N/A,N/A,N/A,N/A,N/A
19,2,Rejected,11:00 - 11:10,11:03:06,N/A,N/A,N/A,N/A,N/A
20,2,Served,11:00 - 11:10,11:02:59,00:16:28,11:19:27,00:02:34,00:19:02,h1
