arrival_time,wait_time
10:06:00,00:01:34
10:23:54,00:02:49
10:38:41,00:01:21
10:42:01,00:01:53
10:45:05,00:01:47
10:48:26,00:06:02
10:48:57,00:08:36
10:53:03,00:06:19
10:56:40,00:05:57
10:57:30,00:11:48
10:58:23,00:14:24
10:59:20,00:15:03
10:59:40,00:17:40
11:00:51,00:18:36
11:01:03,N/A
11:01:07,N/A
11:01:21,N/A
11:02:59,00:19:02
11:03:00,N/A
11:03:06,N/A
11:03:38,N/A
11:03:45,N/A
11:07:24,N/A
11:07:52,N/A
11:08:57,N/A
11:11:30,00:15:11
11:11:56,N/A
11:12:17,N/A
11:12:19,N/A
11:12:32,N/A
11:12:45,N/A
11:13:08,00:15:50
11:13:38,N/A
11:13:49,N/A
11:13:57,N/A
11:14:05,N/A
11:15:48,00:16:29
11:16:10,N/A
11:16:12,N/A
11:17:20,N/A
11:17:43,00:15:59
11:18:05,N/A
11:18:08,N/A
11:18:11,N/A
11:19:24,N/A
11:19:27,N/A
11:20:35,00:14:32
11:20:38,N/A
11:20:59,N/A
11:21:16,N/A
11:21:52,N/A
11:22:07,00:15:17
11:22:24,N/A
11:22:36,N/A
11:22:41,N/A
11:22:42,N/A
11:22:54,N/A
11:23:27,N/A
11:23:32,N/A
11:24:01,N/A
11:24:07,N/A
11:25:42,N/A
11:26:05,N/A
11:26:32,N/A
11:26:40,N/A
11:26:48,00:13:09
11:26:49,N/A
11:28:18,N/A
11:28:21,N/A
11:28:52,N/A
11:29:05,00:13:42
11:29:24,N/A
11:29:30,N/A
11:30:22,N/A
11:31:08,N/A
11:31:31,N/A
11:31:51,N/A
11:32:00,N/A
11:33:32,00:11:37
11:33:41,N/A
11:34:22,00:15:26
11:34:40,N/A
11:35:01,N/A
11:35:22,00:17:45
11:35:42,N/A
11:36:10,N/A
11:37:22,N/A
11:37:31,00:17:52
11:38:10,N/A
11:38:17,N/A
11:38:43,N/A
11:39:02,N/A
11:39:18,N/A
11:39:49,N/A
11:40:16,00:16:38
11:40:36,N/A
11:40:37,N/A
11:41:12,N/A
11:41:25,N/A
11:42:38,N/A
11:42:38,N/A
11:43:16,00:15:44
11:44:01,N/A
11:44:24,N/A
11:44:33,N/A
11:44:49,N/A
11:47:05,00:15:00
11:47:12,N/A
11:48:43,N/A
11:48:56,N/A
11:49:58,00:14:55
11:50:19,N/A
11:50:42,N/A
11:51:05,N/A
11:52:10,N/A
11:52:27,N/A
11:54:00,00:13:34
11:54:03,N/A
11:54:10,N/A
11:55:16,N/A
11:55:41,00:13:51
11:56:16,N/A
11:56:19,N/A
11:56:32,N/A
11:56:41,N/A
11:58:43,00:15:00
11:59:21,00:15:49
11:59:57,N/A
12:01:41,N/A
12:04:25,00:13:01
12:06:08,00:15:41
12:07:04,N/A
12:08:54,00:15:18
12:09:04,N/A
12:11:50,00:12:53
12:12:06,N/A
12:12:08,N/A
12:12:45,N/A
12:14:18,00:17:23
12:15:00,N/A
12:15:53,00:19:10
12:15:55,N/A
12:18:18,00:19:55
12:22:37,00:17:48
