group_id,service_time
4,00:02:46
6,00:01:42
10,00:02:02
13,00:01:57
16,00:01:44
19,00:02:34
21,00:03:43
24,00:03:21
26,00:05:19
30,00:02:53
33,00:02:09
39,00:02:08
40,00:04:23
41,00:03:49
52,00:04:29
57,00:02:35
73,00:01:14
77,00:02:51
81,00:01:00
82,00:06:48
86,00:01:12
89,00:04:33
97,00:02:15
109,00:01:57
111,00:02:42
117,00:02:26
118,00:03:41
124,00:01:57
127,00:02:57
128,00:02:00
133,00:02:42
137,00:01:52
138,00:02:38
140,00:01:17
141,00:03:07
142,00:02:49
150,00:01:56
153,00:05:59
156,00:01:28
157,00:01:57
159,00:03:27
160,00:02:39
161,00:04:14
167,00:00:34
168,00:01:02
169,00:02:16
175,00:02:51
178,00:01:27
181,00:00:45
183,00:02:31
185,00:02:29
186,00:01:54
198,00:01:27
203,00:01:26
210,00:03:09
214,00:03:19
215,00:02:23
227,00:03:28
229,00:02:42
235,00:01:48
239,00:02:19
255,00:02:28
261,00:01:40
262,00:02:48
265,00:06:09
275,00:03:35
281,00:02:13
285,00:04:40
286,00:02:07
301,00:03:26
315,00:02:34
319,00:01:53
329,00:02:27
336,00:03:40
338,00:02:03
342,00:04:20
349,00:01:54
352,00:01:38
353,00:02:19
355,00:01:40
357,00:01:29
358,00:01:42
362,00:02:21
366,00:02:10
367,00:01:43
373,00:05:38
381,00:03:20
382,00:04:01
383,00:04:27
385,00:01:33
387,00:01:51
389,00:04:48
400,00:03:02
403,00:02:26
405,00:04:47
407,00:05:30
412,00:01:44
416,00:02:15
417,00:01:49
419,00:01:44
420,00:02:20
421,00:01:21
428,00:01:33
431,00:03:21
432,00:04:09
434,00:01:52
438,00:03:00
440,00:03:00
441,00:04:12
448,00:02:34
452,00:01:19
454,00:02:07
455,00:01:26
463,00:01:09
474,00:02:27
478,00:02:49
479,00:04:58
481,00:01:21
484,00:02:20
486,00:03:25
489,00:02:35
490,00:02:10
492,00:02:07
500,00:02:47
505,00:03:24
507,00:02:19
508,00:01:49
514,00:01:22
517,00:01:06
518,00:02:26
519,00:01:10
526,00:01:57
527,00:02:13
530,00:01:21
532,00:02:48
540,00:04:24
542,00:01:16
545,00:02:37
546,00:03:09
550,00:03:05
552,00:03:05
559,00:04:16
562,00:02:20
564,00:01:42
566,00:01:50
567,00:02:56
570,00:02:32
573,00:03:30
574,00:01:30
576,00:01:20
580,00:01:42
586,00:01:32
588,00:01:32
589,00:02:25
592,00:01:33
597,00:01:23
600,00:03:42
604,00:02:29
607,00:02:01
610,00:03:08
612,00:01:54
613,00:01:52
617,00:01:28
618,00:01:59
621,00:02:04
